census_name,clean_name,census_place_code,variable,sex,age,total_pop,total_pop_moe,pop_in_cook,pop_in_cook_moe,vintage
"Homewood village, Illinois",Homewood,35879,B01001_032E,Female,20 years,101,79,101,79,2021 5 YR
"Homewood village, Illinois",Homewood,35879,B01001_033E,Female,21 years,92,90,92,90,2021 5 YR
"Homewood village, Illinois",Homewood,35879,B01001_034E,Female,22 to 24 years,153,92,153,92,2021 5 YR
"Homewood village, Illinois",Homewood,35879,B01001_035E,Female,25 to 29 years,622,196,622,196,2021 5 YR
"Homewood village, Illinois",Homewood,35879,B01001_036E,Female,30 to 34 years,432,136,432,136,2021 5 YR
"Homewood village, Illinois",Homewood,35879,B01001_037E,Female,35 to 39 years,883,288,883,288,2021 5 YR
"Homewood village, Illinois",Homewood,35879,B01001_038E,Female,40 to 44 years,689,181,689,181,2021 5 YR
"Homewood village, Illinois",Homewood,35879,B01001_039E,Female,45 to 49 years,598,170,598,170,2021 5 YR
"Homewood village, Illinois",Homewood,35879,B01001_040E,Female,50 to 54 years,550,153,550,153,2021 5 YR
"Homewood village, Illinois",Homewood,35879,B01001_041E,Female,55 to 59 years,685,166,685,166,2021 5 YR
"Homewood village, Illinois",Homewood,35879,B01001_042E,Female,60 and 61 years,290,108,290,108,2021 5 YR
"Homewood village, Illinois",Homewood,35879,B01001_043E,Female,62 to 64 years,383,143,383,143,2021 5 YR
"Homewood village, Illinois",Homewood,35879,B01001_044E,Female,65 and 66 years,286,106,286,106,2021 5 YR
"Homewood village, Illinois",Homewood,35879,B01001_045E,Female,67 to 69 years,497,147,497,147,2021 5 YR
"Homewood village, Illinois",Homewood,35879,B01001_046E,Female,70 to 74 years,442,148,442,148,2021 5 YR
"Homewood village, Illinois",Homewood,35879,B01001_047E,Female,75 to 79 years,188,83,188,83,2021 5 YR
"Homewood village, Illinois",Homewood,35879,B01001_048E,Female,80 to 84 years,216,91,216,91,2021 5 YR
"Homewood village, Illinois",Homewood,35879,B01001_049E,Female,85 years and over,366,130,366,130,2021 5 YR
"Indian Head Park village, Illinois",Indian Head Park,37257,B01001_003E,Male,Under 5 years,82,60,82,60,2021 5 YR
"Indian Head Park village, Illinois",Indian Head Park,37257,B01001_004E,Male,5 to 9 years,81,75,81,75,2021 5 YR
"Indian Head Park village, Illinois",Indian Head Park,37257,B01001_005E,Male,10 to 14 years,144,89,144,89,2021 5 YR
"Indian Head Park village, Illinois",Indian Head Park,37257,B01001_006E,Male,15 to 17 years,92,94,92,94,2021 5 YR
"Indian Head Park village, Illinois",Indian Head Park,37257,B01001_007E,Male,18 and 19 years,0,12,0,12,2021 5 YR
"Indian Head Park village, Illinois",Indian Head Park,37257,B01001_008E,Male,20 years,45,51,45,51,2021 5 YR
"Indian Head Park village, Illinois",Indian Head Park,37257,B01001_009E,Male,21 years,0,12,0,12,2021 5 YR
"Indian Head Park village, Illinois",Indian Head Park,37257,B01001_010E,Male,22 to 24 years,59,47,59,47,2021 5 YR
"Indian Head Park village, Illinois",Indian Head Park,37257,B01001_011E,Male,25 to 29 years,25,39,25,39,2021 5 YR
"Indian Head Park village, Illinois",Indian Head Park,37257,B01001_012E,Male,30 to 34 years,112,103,112,103,2021 5 YR
"Indian Head Park village, Illinois",Indian Head Park,37257,B01001_013E,Male,35 to 39 years,110,102,110,102,2021 5 YR
"Indian Head Park village, Illinois",Indian Head Park,37257,B01001_014E,Male,40 to 44 years,90,62,90,62,2021 5 YR
"Indian Head Park village, Illinois",Indian Head Park,37257,B01001_015E,Male,45 to 49 years,54,51,54,51,2021 5 YR
"Indian Head Park village, Illinois",Indian Head Park,37257,B01001_016E,Male,50 to 54 years,196,93,196,93,2021 5 YR
"Indian Head Park village, Illinois",Indian Head Park,37257,B01001_017E,Male,55 to 59 years,134,59,134,59,2021 5 YR
"Indian Head Park village, Illinois",Indian Head Park,37257,B01001_018E,Male,60 and 61 years,31,34,31,34,2021 5 YR
"Indian Head Park village, Illinois",Indian Head Park,37257,B01001_019E,Male,62 to 64 years,121,72,121,72,2021 5 YR
"Indian Head Park village, Illinois",Indian Head Park,37257,B01001_020E,Male,65 and 66 years,32,37,32,37,2021 5 YR
"Indian Head Park village, Illinois",Indian Head Park,37257,B01001_021E,Male,67 to 69 years,62,60,62,60,2021 5 YR
"Indian Head Park village, Illinois",Indian Head Park,37257,B01001_022E,Male,70 to 74 years,183,90,183,90,2021 5 YR
"Indian Head Park village, Illinois",Indian Head Park,37257,B01001_023E,Male,75 to 79 years,87,60,87,60,2021 5 YR
"Indian Head Park village, Illinois",Indian Head Park,37257,B01001_024E,Male,80 to 84 years,98,67,98,67,2021 5 YR
"Indian Head Park village, Illinois",Indian Head Park,37257,B01001_025E,Male,85 years and over,41,42,41,42,2021 5 YR
"Indian Head Park village, Illinois",Indian Head Park,37257,B01001_027E,Female,Under 5 years,140,87,140,87,2021 5 YR
"Indian Head Park village, Illinois",Indian Head Park,37257,B01001_028E,Female,5 to 9 years,63,60,63,60,2021 5 YR
"Indian Head Park village, Illinois",Indian Head Park,37257,B01001_029E,Female,10 to 14 years,139,98,139,98,2021 5 YR
"Indian Head Park village, Illinois",Indian Head Park,37257,B01001_030E,Female,15 to 17 years,0,12,0,12,2021 5 YR
"Indian Head Park village, Illinois",Indian Head Park,37257,B01001_031E,Female,18 and 19 years,23,35,23,35,2021 5 YR
"Indian Head Park village, Illinois",Indian Head Park,37257,B01001_032E,Female,20 years,20,32,20,32,2021 5 YR
"Indian Head Park village, Illinois",Indian Head Park,37257,B01001_033E,Female,21 years,37,58,37,58,2021 5 YR
"Indian Head Park village, Illinois",Indian Head Park,37257,B01001_034E,Female,22 to 24 years,15,24,15,24,2021 5 YR
"Indian Head Park village, Illinois",Indian Head Park,37257,B01001_035E,Female,25 to 29 years,0,12,0,12,2021 5 YR
"Indian Head Park village, Illinois",Indian Head Park,37257,B01001_036E,Female,30 to 34 years,178,99,178,99,2021 5 YR
"Indian Head Park village, Illinois",Indian Head Park,37257,B01001_037E,Female,35 to 39 years,76,66,76,66,2021 5 YR
"Indian Head Park village, Illinois",Indian Head Park,37257,B01001_038E,Female,40 to 44 years,80,63,80,63,2021 5 YR
"Indian Head Park village, Illinois",Indian Head Park,37257,B01001_039E,Female,45 to 49 years,99,65,99,65,2021 5 YR
"Indian Head Park village, Illinois",Indian Head Park,37257,B01001_040E,Female,50 to 54 years,217,97,217,97,2021 5 YR
"Indian Head Park village, Illinois",Indian Head Park,37257,B01001_041E,Female,55 to 59 years,73,51,73,51,2021 5 YR
"Indian Head Park village, Illinois",Indian Head Park,37257,B01001_042E,Female,60 and 61 years,72,69,72,69,2021 5 YR
"Indian Head Park village, Illinois",Indian Head Park,37257,B01001_043E,Female,62 to 64 years,111,73,111,73,2021 5 YR
"Indian Head Park village, Illinois",Indian Head Park,37257,B01001_044E,Female,65 and 66 years,14,23,14,23,2021 5 YR
"Indian Head Park village, Illinois",Indian Head Park,37257,B01001_045E,Female,67 to 69 years,206,104,206,104,2021 5 YR
"Indian Head Park village, Illinois",Indian Head Park,37257,B01001_046E,Female,70 to 74 years,246,105,246,105,2021 5 YR
"Indian Head Park village, Illinois",Indian Head Park,37257,B01001_047E,Female,75 to 79 years,178,100,178,100,2021 5 YR
"Indian Head Park village, Illinois",Indian Head Park,37257,B01001_048E,Female,80 to 84 years,48,43,48,43,2021 5 YR
"Indian Head Park village, Illinois",Indian Head Park,37257,B01001_049E,Female,85 years and over,145,75,145,75,2021 5 YR
"Inverness village, Illinois",Inverness,37608,B01001_003E,Male,Under 5 years,183,95,183,95,2021 5 YR
"Inverness village, Illinois",Inverness,37608,B01001_004E,Male,5 to 9 years,235,111,235,111,2021 5 YR
"Inverness village, Illinois",Inverness,37608,B01001_005E,Male,10 to 14 years,264,119,264,119,2021 5 YR
"Inverness village, Illinois",Inverness,37608,B01001_006E,Male,15 to 17 years,132,92,132,92,2021 5 YR
"Inverness village, Illinois",Inverness,37608,B01001_007E,Male,18 and 19 years,33,36,33,36,2021 5 YR
"Inverness village, Illinois",Inverness,37608,B01001_008E,Male,20 years,0,17,0,17,2021 5 YR
"Inverness village, Illinois",Inverness,37608,B01001_009E,Male,21 years,19,31,19,31,2021 5 YR
"Inverness village, Illinois",Inverness,37608,B01001_010E,Male,22 to 24 years,116,113,116,113,2021 5 YR
"Inverness village, Illinois",Inverness,37608,B01001_011E,Male,25 to 29 years,70,60,70,60,2021 5 YR
"Inverness village, Illinois",Inverness,37608,B01001_012E,Male,30 to 34 years,109,74,109,74,2021 5 YR
"Inverness village, Illinois",Inverness,37608,B01001_013E,Male,35 to 39 years,122,84,122,84,2021 5 YR
"Inverness village, Illinois",Inverness,37608,B01001_014E,Male,40 to 44 years,69,48,69,48,2021 5 YR
"Inverness village, Illinois",Inverness,37608,B01001_015E,Male,45 to 49 years,305,122,305,122,2021 5 YR
"Inverness village, Illinois",Inverness,37608,B01001_016E,Male,50 to 54 years,307,126,307,126,2021 5 YR
"Inverness village, Illinois",Inverness,37608,B01001_017E,Male,55 to 59 years,423,190,423,190,2021 5 YR
"Inverness village, Illinois",Inverness,37608,B01001_018E,Male,60 and 61 years,33,33,33,33,2021 5 YR
"Inverness village, Illinois",Inverness,37608,B01001_019E,Male,62 to 64 years,135,78,135,78,2021 5 YR
"Inverness village, Illinois",Inverness,37608,B01001_020E,Male,65 and 66 years,160,111,160,111,2021 5 YR
"Inverness village, Illinois",Inverness,37608,B01001_021E,Male,67 to 69 years,236,110,236,110,2021 5 YR
"Inverness village, Illinois",Inverness,37608,B01001_022E,Male,70 to 74 years,271,128,271,128,2021 5 YR
"Inverness village, Illinois",Inverness,37608,B01001_023E,Male,75 to 79 years,352,145,352,145,2021 5 YR
"Inverness village, Illinois",Inverness,37608,B01001_024E,Male,80 to 84 years,81,49,81,49,2021 5 YR
"Inverness village, Illinois",Inverness,37608,B01001_025E,Male,85 years and over,108,68,108,68,2021 5 YR
"Inverness village, Illinois",Inverness,37608,B01001_027E,Female,Under 5 years,93,75,93,75,2021 5 YR
"Inverness village, Illinois",Inverness,37608,B01001_028E,Female,5 to 9 years,165,81,165,81,2021 5 YR
"Inverness village, Illinois",Inverness,37608,B01001_029E,Female,10 to 14 years,267,113,267,113,2021 5 YR
"Inverness village, Illinois",Inverness,37608,B01001_030E,Female,15 to 17 years,292,129,292,129,2021 5 YR
"Inverness village, Illinois",Inverness,37608,B01001_031E,Female,18 and 19 years,56,45,56,45,2021 5 YR
"Inverness village, Illinois",Inverness,37608,B01001_032E,Female,20 years,1,4,1,4,2021 5 YR
"Inverness village, Illinois",Inverness,37608,B01001_033E,Female,21 years,0,17,0,17,2021 5 YR
"Inverness village, Illinois",Inverness,37608,B01001_034E,Female,22 to 24 years,88,72,88,72,2021 5 YR
"Inverness village, Illinois",Inverness,37608,B01001_035E,Female,25 to 29 years,148,162,148,162,2021 5 YR
"Inverness village, Illinois",Inverness,37608,B01001_036E,Female,30 to 34 years,123,76,123,76,2021 5 YR
"Inverness village, Illinois",Inverness,37608,B01001_037E,Female,35 to 39 years,105,62,105,62,2021 5 YR
"Inverness village, Illinois",Inverness,37608,B01001_038E,Female,40 to 44 years,214,95,214,95,2021 5 YR
"Inverness village, Illinois",Inverness,37608,B01001_039E,Female,45 to 49 years,221,78,221,78,2021 5 YR
"Inverness village, Illinois",Inverness,37608,B01001_040E,Female,50 to 54 years,283,102,283,102,2021 5 YR
"Inverness village, Illinois",Inverness,37608,B01001_041E,Female,55 to 59 years,328,201,328,201,2021 5 YR
"Inverness village, Illinois",Inverness,37608,B01001_042E,Female,60 and 61 years,115,69,115,69,2021 5 YR
"Inverness village, Illinois",Inverness,37608,B01001_043E,Female,62 to 64 years,320,122,320,122,2021 5 YR
"Inverness village, Illinois",Inverness,37608,B01001_044E,Female,65 and 66 years,148,121,148,121,2021 5 YR
"Inverness village, Illinois",Inverness,37608,B01001_045E,Female,67 to 69 years,189,86,189,86,2021 5 YR
"Inverness village, Illinois",Inverness,37608,B01001_046E,Female,70 to 74 years,310,137,310,137,2021 5 YR
"Inverness village, Illinois",Inverness,37608,B01001_047E,Female,75 to 79 years,340,116,340,116,2021 5 YR
"Inverness village, Illinois",Inverness,37608,B01001_048E,Female,80 to 84 years,48,43,48,43,2021 5 YR
"Inverness village, Illinois",Inverness,37608,B01001_049E,Female,85 years and over,67,44,67,44,2021 5 YR
"Justice village, Illinois",Justice,38830,B01001_003E,Male,Under 5 years,623,225,623,225,2021 5 YR
"Justice village, Illinois",Justice,38830,B01001_004E,Male,5 to 9 years,413,154,413,154,2021 5 YR
"Justice village, Illinois",Justice,38830,B01001_005E,Male,10 to 14 years,274,150,274,150,2021 5 YR
"Justice village, Illinois",Justice,38830,B01001_006E,Male,15 to 17 years,104,67,104,67,2021 5 YR
"Justice village, Illinois",Justice,38830,B01001_007E,Male,18 and 19 years,206,109,206,109,2021 5 YR
"Justice village, Illinois",Justice,38830,B01001_008E,Male,20 years,72,53,72,53,2021 5 YR
"Justice village, Illinois",Justice,38830,B01001_009E,Male,21 years,165,161,165,161,2021 5 YR
"Justice village, Illinois",Justice,38830,B01001_010E,Male,22 to 24 years,641,581,641,581,2021 5 YR
"Justice village, Illinois",Justice,38830,B01001_011E,Male,25 to 29 years,418,183,418,183,2021 5 YR
"Justice village, Illinois",Justice,38830,B01001_012E,Male,30 to 34 years,371,186,371,186,2021 5 YR
"Justice village, Illinois",Justice,38830,B01001_013E,Male,35 to 39 years,600,207,600,207,2021 5 YR
"Justice village, Illinois",Justice,38830,B01001_014E,Male,40 to 44 years,525,213,525,213,2021 5 YR
"Justice village, Illinois",Justice,38830,B01001_015E,Male,45 to 49 years,209,115,209,115,2021 5 YR
"Justice village, Illinois",Justice,38830,B01001_016E,Male,50 to 54 years,258,106,258,106,2021 5 YR
"Justice village, Illinois",Justice,38830,B01001_017E,Male,55 to 59 years,310,143,310,143,2021 5 YR
"Justice village, Illinois",Justice,38830,B01001_018E,Male,60 and 61 years,82,52,82,52,2021 5 YR
"Justice village, Illinois",Justice,38830,B01001_019E,Male,62 to 64 years,135,67,135,67,2021 5 YR
"Justice village, Illinois",Justice,38830,B01001_020E,Male,65 and 66 years,156,91,156,91,2021 5 YR
"Justice village, Illinois",Justice,38830,B01001_021E,Male,67 to 69 years,188,98,188,98,2021 5 YR
"Justice village, Illinois",Justice,38830,B01001_022E,Male,70 to 74 years,128,48,128,48,2021 5 YR
"Justice village, Illinois",Justice,38830,B01001_023E,Male,75 to 79 years,48,39,48,39,2021 5 YR
"Justice village, Illinois",Justice,38830,B01001_024E,Male,80 to 84 years,70,55,70,55,2021 5 YR
"Justice village, Illinois",Justice,38830,B01001_025E,Male,85 years and over,40,29,40,29,2021 5 YR
"Justice village, Illinois",Justice,38830,B01001_027E,Female,Under 5 years,505,156,505,156,2021 5 YR
"Justice village, Illinois",Justice,38830,B01001_028E,Female,5 to 9 years,241,124,241,124,2021 5 YR
"Justice village, Illinois",Justice,38830,B01001_029E,Female,10 to 14 years,504,177,504,177,2021 5 YR
"Justice village, Illinois",Justice,38830,B01001_030E,Female,15 to 17 years,281,126,281,126,2021 5 YR
"Justice village, Illinois",Justice,38830,B01001_031E,Female,18 and 19 years,126,106,126,106,2021 5 YR
"Justice village, Illinois",Justice,38830,B01001_032E,Female,20 years,53,51,53,51,2021 5 YR
"Justice village, Illinois",Justice,38830,B01001_033E,Female,21 years,19,24,19,24,2021 5 YR
"Justice village, Illinois",Justice,38830,B01001_034E,Female,22 to 24 years,395,241,395,241,2021 5 YR
"Justice village, Illinois",Justice,38830,B01001_035E,Female,25 to 29 years,721,276,721,276,2021 5 YR
"Justice village, Illinois",Justice,38830,B01001_036E,Female,30 to 34 years,432,172,432,172,2021 5 YR
"Justice village, Illinois",Justice,38830,B01001_037E,Female,35 to 39 years,560,178,560,178,2021 5 YR
"Justice village, Illinois",Justice,38830,B01001_038E,Female,40 to 44 years,448,164,448,164,2021 5 YR
"Justice village, Illinois",Justice,38830,B01001_039E,Female,45 to 49 years,438,159,438,159,2021 5 YR
"Justice village, Illinois",Justice,38830,B01001_040E,Female,50 to 54 years,281,110,281,110,2021 5 YR
"Justice village, Illinois",Justice,38830,B01001_041E,Female,55 to 59 years,302,135,302,135,2021 5 YR
"Justice village, Illinois",Justice,38830,B01001_042E,Female,60 and 61 years,172,112,172,112,2021 5 YR
"Justice village, Illinois",Justice,38830,B01001_043E,Female,62 to 64 years,285,115,285,115,2021 5 YR
"Justice village, Illinois",Justice,38830,B01001_044E,Female,65 and 66 years,139,83,139,83,2021 5 YR
"Justice village, Illinois",Justice,38830,B01001_045E,Female,67 to 69 years,155,65,155,65,2021 5 YR
"Justice village, Illinois",Justice,38830,B01001_046E,Female,70 to 74 years,196,103,196,103,2021 5 YR
"Justice village, Illinois",Justice,38830,B01001_047E,Female,75 to 79 years,208,88,208,88,2021 5 YR
"Justice village, Illinois",Justice,38830,B01001_048E,Female,80 to 84 years,71,47,71,47,2021 5 YR
"Justice village, Illinois",Justice,38830,B01001_049E,Female,85 years and over,57,36,57,36,2021 5 YR
"Kenilworth village, Illinois",Kenilworth,39519,B01001_003E,Male,Under 5 years,66,28,66,28,2021 5 YR
"Kenilworth village, Illinois",Kenilworth,39519,B01001_004E,Male,5 to 9 years,123,42,123,42,2021 5 YR
"Kenilworth village, Illinois",Kenilworth,39519,B01001_005E,Male,10 to 14 years,186,68,186,68,2021 5 YR
"Kenilworth village, Illinois",Kenilworth,39519,B01001_006E,Male,15 to 17 years,77,39,77,39,2021 5 YR
"Kenilworth village, Illinois",Kenilworth,39519,B01001_007E,Male,18 and 19 years,32,21,32,21,2021 5 YR
"Kenilworth village, Illinois",Kenilworth,39519,B01001_008E,Male,20 years,9,10,9,10,2021 5 YR
"Kenilworth village, Illinois",Kenilworth,39519,B01001_009E,Male,21 years,3,5,3,5,2021 5 YR
"Kenilworth village, Illinois",Kenilworth,39519,B01001_010E,Male,22 to 24 years,24,20,24,20,2021 5 YR
"Kenilworth village, Illinois",Kenilworth,39519,B01001_011E,Male,25 to 29 years,11,12,11,12,2021 5 YR
"Kenilworth village, Illinois",Kenilworth,39519,B01001_012E,Male,30 to 34 years,16,18,16,18,2021 5 YR
"Kenilworth village, Illinois",Kenilworth,39519,B01001_013E,Male,35 to 39 years,62,29,62,29,2021 5 YR
"Kenilworth village, Illinois",Kenilworth,39519,B01001_014E,Male,40 to 44 years,72,34,72,34,2021 5 YR
"Kenilworth village, Illinois",Kenilworth,39519,B01001_015E,Male,45 to 49 years,79,42,79,42,2021 5 YR
"Kenilworth village, Illinois",Kenilworth,39519,B01001_016E,Male,50 to 54 years,79,31,79,31,2021 5 YR
"Kenilworth village, Illinois",Kenilworth,39519,B01001_017E,Male,55 to 59 years,114,34,114,34,2021 5 YR
"Kenilworth village, Illinois",Kenilworth,39519,B01001_018E,Male,60 and 61 years,45,20,45,20,2021 5 YR
"Kenilworth village, Illinois",Kenilworth,39519,B01001_019E,Male,62 to 64 years,33,21,33,21,2021 5 YR
"Kenilworth village, Illinois",Kenilworth,39519,B01001_020E,Male,65 and 66 years,28,20,28,20,2021 5 YR
"Kenilworth village, Illinois",Kenilworth,39519,B01001_021E,Male,67 to 69 years,6,8,6,8,2021 5 YR
"Kenilworth village, Illinois",Kenilworth,39519,B01001_022E,Male,70 to 74 years,55,27,55,27,2021 5 YR
"Kenilworth village, Illinois",Kenilworth,39519,B01001_023E,Male,75 to 79 years,22,16,22,16,2021 5 YR
"Kenilworth village, Illinois",Kenilworth,39519,B01001_024E,Male,80 to 84 years,23,16,23,16,2021 5 YR
"Kenilworth village, Illinois",Kenilworth,39519,B01001_025E,Male,85 years and over,22,18,22,18,2021 5 YR
"Kenilworth village, Illinois",Kenilworth,39519,B01001_027E,Female,Under 5 years,151,70,151,70,2021 5 YR
"Kenilworth village, Illinois",Kenilworth,39519,B01001_028E,Female,5 to 9 years,126,40,126,40,2021 5 YR
"Kenilworth village, Illinois",Kenilworth,39519,B01001_029E,Female,10 to 14 years,84,33,84,33,2021 5 YR
"Kenilworth village, Illinois",Kenilworth,39519,B01001_030E,Female,15 to 17 years,34,21,34,21,2021 5 YR
"Kenilworth village, Illinois",Kenilworth,39519,B01001_031E,Female,18 and 19 years,34,23,34,23,2021 5 YR
"Kenilworth village, Illinois",Kenilworth,39519,B01001_032E,Female,20 years,26,21,26,21,2021 5 YR
"Kenilworth village, Illinois",Kenilworth,39519,B01001_033E,Female,21 years,0,12,0,12,2021 5 YR
"Kenilworth village, Illinois",Kenilworth,39519,B01001_034E,Female,22 to 24 years,35,23,35,23,2021 5 YR
"Kenilworth village, Illinois",Kenilworth,39519,B01001_035E,Female,25 to 29 years,3,6,3,6,2021 5 YR
"Kenilworth village, Illinois",Kenilworth,39519,B01001_036E,Female,30 to 34 years,38,28,38,28,2021 5 YR
"Kenilworth village, Illinois",Kenilworth,39519,B01001_037E,Female,35 to 39 years,58,26,58,26,2021 5 YR
"Kenilworth village, Illinois",Kenilworth,39519,B01001_038E,Female,40 to 44 years,95,34,95,34,2021 5 YR
"Kenilworth village, Illinois",Kenilworth,39519,B01001_039E,Female,45 to 49 years,114,37,114,37,2021 5 YR
"Kenilworth village, Illinois",Kenilworth,39519,B01001_040E,Female,50 to 54 years,74,30,74,30,2021 5 YR
"Kenilworth village, Illinois",Kenilworth,39519,B01001_041E,Female,55 to 59 years,105,34,105,34,2021 5 YR
"Kenilworth village, Illinois",Kenilworth,39519,B01001_042E,Female,60 and 61 years,25,16,25,16,2021 5 YR
"Kenilworth village, Illinois",Kenilworth,39519,B01001_043E,Female,62 to 64 years,61,29,61,29,2021 5 YR
"Kenilworth village, Illinois",Kenilworth,39519,B01001_044E,Female,65 and 66 years,26,17,26,17,2021 5 YR
"Kenilworth village, Illinois",Kenilworth,39519,B01001_045E,Female,67 to 69 years,32,20,32,20,2021 5 YR
"Kenilworth village, Illinois",Kenilworth,39519,B01001_046E,Female,70 to 74 years,59,21,59,21,2021 5 YR
"Kenilworth village, Illinois",Kenilworth,39519,B01001_047E,Female,75 to 79 years,21,17,21,17,2021 5 YR
"Kenilworth village, Illinois",Kenilworth,39519,B01001_048E,Female,80 to 84 years,20,16,20,16,2021 5 YR
"Kenilworth village, Illinois",Kenilworth,39519,B01001_049E,Female,85 years and over,15,14,15,14,2021 5 YR
"La Grange village, Illinois",La Grange,40767,B01001_003E,Male,Under 5 years,523,141,523,141,2021 5 YR
"La Grange village, Illinois",La Grange,40767,B01001_004E,Male,5 to 9 years,548,127,548,127,2021 5 YR
"La Grange village, Illinois",La Grange,40767,B01001_005E,Male,10 to 14 years,920,209,920,209,2021 5 YR
"La Grange village, Illinois",La Grange,40767,B01001_006E,Male,15 to 17 years,522,132,522,132,2021 5 YR
"La Grange village, Illinois",La Grange,40767,B01001_007E,Male,18 and 19 years,154,65,154,65,2021 5 YR
"La Grange village, Illinois",La Grange,40767,B01001_008E,Male,20 years,52,34,52,34,2021 5 YR
"La Grange village, Illinois",La Grange,40767,B01001_009E,Male,21 years,21,21,21,21,2021 5 YR
"La Grange village, Illinois",La Grange,40767,B01001_010E,Male,22 to 24 years,169,93,169,93,2021 5 YR
"La Grange village, Illinois",La Grange,40767,B01001_011E,Male,25 to 29 years,160,83,160,83,2021 5 YR
"La Grange village, Illinois",La Grange,40767,B01001_012E,Male,30 to 34 years,284,97,284,97,2021 5 YR
"La Grange village, Illinois",La Grange,40767,B01001_013E,Male,35 to 39 years,496,101,496,101,2021 5 YR
"La Grange village, Illinois",La Grange,40767,B01001_014E,Male,40 to 44 years,487,125,487,125,2021 5 YR
"La Grange village, Illinois",La Grange,40767,B01001_015E,Male,45 to 49 years,820,200,820,200,2021 5 YR
"La Grange village, Illinois",La Grange,40767,B01001_016E,Male,50 to 54 years,588,126,588,126,2021 5 YR
"La Grange village, Illinois",La Grange,40767,B01001_017E,Male,55 to 59 years,610,176,610,176,2021 5 YR
"La Grange village, Illinois",La Grange,40767,B01001_018E,Male,60 and 61 years,79,41,79,41,2021 5 YR
"La Grange village, Illinois",La Grange,40767,B01001_019E,Male,62 to 64 years,240,94,240,94,2021 5 YR
"La Grange village, Illinois",La Grange,40767,B01001_020E,Male,65 and 66 years,237,229,237,229,2021 5 YR
"La Grange village, Illinois",La Grange,40767,B01001_021E,Male,67 to 69 years,167,71,167,71,2021 5 YR
"La Grange village, Illinois",La Grange,40767,B01001_022E,Male,70 to 74 years,281,137,281,137,2021 5 YR
"La Grange village, Illinois",La Grange,40767,B01001_023E,Male,75 to 79 years,242,66,242,66,2021 5 YR
"La Grange village, Illinois",La Grange,40767,B01001_024E,Male,80 to 84 years,94,50,94,50,2021 5 YR
"La Grange village, Illinois",La Grange,40767,B01001_025E,Male,85 years and over,95,54,95,54,2021 5 YR
"La Grange village, Illinois",La Grange,40767,B01001_027E,Female,Under 5 years,563,158,563,158,2021 5 YR
"La Grange village, Illinois",La Grange,40767,B01001_028E,Female,5 to 9 years,663,180,663,180,2021 5 YR
"La Grange village, Illinois",La Grange,40767,B01001_029E,Female,10 to 14 years,706,269,706,269,2021 5 YR
"La Grange village, Illinois",La Grange,40767,B01001_030E,Female,15 to 17 years,441,172,441,172,2021 5 YR
"La Grange village, Illinois",La Grange,40767,B01001_031E,Female,18 and 19 years,130,52,130,52,2021 5 YR
"La Grange village, Illinois",La Grange,40767,B01001_032E,Female,20 years,106,96,106,96,2021 5 YR
"La Grange village, Illinois",La Grange,40767,B01001_033E,Female,21 years,66,72,66,72,2021 5 YR
"La Grange village, Illinois",La Grange,40767,B01001_034E,Female,22 to 24 years,192,87,192,87,2021 5 YR
"La Grange village, Illinois",La Grange,40767,B01001_035E,Female,25 to 29 years,161,92,161,92,2021 5 YR
"La Grange village, Illinois",La Grange,40767,B01001_036E,Female,30 to 34 years,323,111,323,111,2021 5 YR
"La Grange village, Illinois",La Grange,40767,B01001_037E,Female,35 to 39 years,595,146,595,146,2021 5 YR
"La Grange village, Illinois",La Grange,40767,B01001_038E,Female,40 to 44 years,531,119,531,119,2021 5 YR
"La Grange village, Illinois",La Grange,40767,B01001_039E,Female,45 to 49 years,669,158,669,158,2021 5 YR
"La Grange village, Illinois",La Grange,40767,B01001_040E,Female,50 to 54 years,521,134,521,134,2021 5 YR
"La Grange village, Illinois",La Grange,40767,B01001_041E,Female,55 to 59 years,516,126,516,126,2021 5 YR
"La Grange village, Illinois",La Grange,40767,B01001_042E,Female,60 and 61 years,242,81,242,81,2021 5 YR
"La Grange village, Illinois",La Grange,40767,B01001_043E,Female,62 to 64 years,506,200,506,200,2021 5 YR
"La Grange village, Illinois",La Grange,40767,B01001_044E,Female,65 and 66 years,140,59,140,59,2021 5 YR
"La Grange village, Illinois",La Grange,40767,B01001_045E,Female,67 to 69 years,201,80,201,80,2021 5 YR
"La Grange village, Illinois",La Grange,40767,B01001_046E,Female,70 to 74 years,427,144,427,144,2021 5 YR
"La Grange village, Illinois",La Grange,40767,B01001_047E,Female,75 to 79 years,228,94,228,94,2021 5 YR
"La Grange village, Illinois",La Grange,40767,B01001_048E,Female,80 to 84 years,245,136,245,136,2021 5 YR
"La Grange village, Illinois",La Grange,40767,B01001_049E,Female,85 years and over,259,106,259,106,2021 5 YR
"La Grange Park village, Illinois",La Grange Park,40793,B01001_003E,Male,Under 5 years,387,141,387,141,2021 5 YR
"La Grange Park village, Illinois",La Grange Park,40793,B01001_004E,Male,5 to 9 years,554,208,554,208,2021 5 YR
"La Grange Park village, Illinois",La Grange Park,40793,B01001_005E,Male,10 to 14 years,476,155,476,155,2021 5 YR
"La Grange Park village, Illinois",La Grange Park,40793,B01001_006E,Male,15 to 17 years,402,205,402,205,2021 5 YR
"La Grange Park village, Illinois",La Grange Park,40793,B01001_007E,Male,18 and 19 years,133,82,133,82,2021 5 YR
