census_name,clean_name,census_place_code,variable,sex,age,total_pop,total_pop_moe,pop_in_cook,pop_in_cook_moe,vintage
"Bedford Park village, Illinois",Bedford Park,04572,B01001_014E,Male,40 to 44 years,17,14,17,14,2021 5 YR
"Bedford Park village, Illinois",Bedford Park,04572,B01001_015E,Male,45 to 49 years,38,29,38,29,2021 5 YR
"Bedford Park village, Illinois",Bedford Park,04572,B01001_016E,Male,50 to 54 years,25,21,25,21,2021 5 YR
"Bedford Park village, Illinois",Bedford Park,04572,B01001_017E,Male,55 to 59 years,20,20,20,20,2021 5 YR
"Bedford Park village, Illinois",Bedford Park,04572,B01001_018E,Male,60 and 61 years,16,18,16,18,2021 5 YR
"Bedford Park village, Illinois",Bedford Park,04572,B01001_019E,Male,62 to 64 years,12,13,12,13,2021 5 YR
"Bedford Park village, Illinois",Bedford Park,04572,B01001_020E,Male,65 and 66 years,8,10,8,10,2021 5 YR
"Bedford Park village, Illinois",Bedford Park,04572,B01001_021E,Male,67 to 69 years,7,8,7,8,2021 5 YR
"Bedford Park village, Illinois",Bedford Park,04572,B01001_022E,Male,70 to 74 years,10,13,10,13,2021 5 YR
"Bedford Park village, Illinois",Bedford Park,04572,B01001_023E,Male,75 to 79 years,11,12,11,12,2021 5 YR
"Bedford Park village, Illinois",Bedford Park,04572,B01001_024E,Male,80 to 84 years,9,7,9,7,2021 5 YR
"Bedford Park village, Illinois",Bedford Park,04572,B01001_025E,Male,85 years and over,4,5,4,5,2021 5 YR
"Bedford Park village, Illinois",Bedford Park,04572,B01001_027E,Female,Under 5 years,3,5,3,5,2021 5 YR
"Bedford Park village, Illinois",Bedford Park,04572,B01001_028E,Female,5 to 9 years,5,10,5,10,2021 5 YR
"Bedford Park village, Illinois",Bedford Park,04572,B01001_029E,Female,10 to 14 years,32,27,32,27,2021 5 YR
"Bedford Park village, Illinois",Bedford Park,04572,B01001_030E,Female,15 to 17 years,14,16,14,16,2021 5 YR
"Bedford Park village, Illinois",Bedford Park,04572,B01001_031E,Female,18 and 19 years,5,10,5,10,2021 5 YR
"Bedford Park village, Illinois",Bedford Park,04572,B01001_032E,Female,20 years,14,16,14,16,2021 5 YR
"Bedford Park village, Illinois",Bedford Park,04572,B01001_033E,Female,21 years,0,12,0,12,2021 5 YR
"Bedford Park village, Illinois",Bedford Park,04572,B01001_034E,Female,22 to 24 years,0,12,0,12,2021 5 YR
"Bedford Park village, Illinois",Bedford Park,04572,B01001_035E,Female,25 to 29 years,6,8,6,8,2021 5 YR
"Bedford Park village, Illinois",Bedford Park,04572,B01001_036E,Female,30 to 34 years,36,34,36,34,2021 5 YR
"Bedford Park village, Illinois",Bedford Park,04572,B01001_037E,Female,35 to 39 years,7,10,7,10,2021 5 YR
"Bedford Park village, Illinois",Bedford Park,04572,B01001_038E,Female,40 to 44 years,20,14,20,14,2021 5 YR
"Bedford Park village, Illinois",Bedford Park,04572,B01001_039E,Female,45 to 49 years,35,27,35,27,2021 5 YR
"Bedford Park village, Illinois",Bedford Park,04572,B01001_040E,Female,50 to 54 years,10,11,10,11,2021 5 YR
"Bedford Park village, Illinois",Bedford Park,04572,B01001_041E,Female,55 to 59 years,17,19,17,19,2021 5 YR
"Bedford Park village, Illinois",Bedford Park,04572,B01001_042E,Female,60 and 61 years,6,9,6,9,2021 5 YR
"Bedford Park village, Illinois",Bedford Park,04572,B01001_043E,Female,62 to 64 years,32,24,32,24,2021 5 YR
"Bedford Park village, Illinois",Bedford Park,04572,B01001_044E,Female,65 and 66 years,3,4,3,4,2021 5 YR
"Bedford Park village, Illinois",Bedford Park,04572,B01001_045E,Female,67 to 69 years,2,4,2,4,2021 5 YR
"Bedford Park village, Illinois",Bedford Park,04572,B01001_046E,Female,70 to 74 years,21,17,21,17,2021 5 YR
"Bedford Park village, Illinois",Bedford Park,04572,B01001_047E,Female,75 to 79 years,5,5,5,5,2021 5 YR
"Bedford Park village, Illinois",Bedford Park,04572,B01001_048E,Female,80 to 84 years,6,9,6,9,2021 5 YR
"Bedford Park village, Illinois",Bedford Park,04572,B01001_049E,Female,85 years and over,6,6,6,6,2021 5 YR
"Bellwood village, Illinois",Bellwood,04975,B01001_003E,Male,Under 5 years,713,201,713,201,2021 5 YR
"Bellwood village, Illinois",Bellwood,04975,B01001_004E,Male,5 to 9 years,576,205,576,205,2021 5 YR
"Bellwood village, Illinois",Bellwood,04975,B01001_005E,Male,10 to 14 years,684,261,684,261,2021 5 YR
"Bellwood village, Illinois",Bellwood,04975,B01001_006E,Male,15 to 17 years,392,117,392,117,2021 5 YR
"Bellwood village, Illinois",Bellwood,04975,B01001_007E,Male,18 and 19 years,311,140,311,140,2021 5 YR
"Bellwood village, Illinois",Bellwood,04975,B01001_008E,Male,20 years,58,46,58,46,2021 5 YR
"Bellwood village, Illinois",Bellwood,04975,B01001_009E,Male,21 years,96,93,96,93,2021 5 YR
"Bellwood village, Illinois",Bellwood,04975,B01001_010E,Male,22 to 24 years,190,100,190,100,2021 5 YR
"Bellwood village, Illinois",Bellwood,04975,B01001_011E,Male,25 to 29 years,780,283,780,283,2021 5 YR
"Bellwood village, Illinois",Bellwood,04975,B01001_012E,Male,30 to 34 years,663,207,663,207,2021 5 YR
"Bellwood village, Illinois",Bellwood,04975,B01001_013E,Male,35 to 39 years,548,155,548,155,2021 5 YR
"Bellwood village, Illinois",Bellwood,04975,B01001_014E,Male,40 to 44 years,403,139,403,139,2021 5 YR
"Bellwood village, Illinois",Bellwood,04975,B01001_015E,Male,45 to 49 years,602,186,602,186,2021 5 YR
"Bellwood village, Illinois",Bellwood,04975,B01001_016E,Male,50 to 54 years,660,195,660,195,2021 5 YR
"Bellwood village, Illinois",Bellwood,04975,B01001_017E,Male,55 to 59 years,527,128,527,128,2021 5 YR
"Bellwood village, Illinois",Bellwood,04975,B01001_018E,Male,60 and 61 years,236,104,236,104,2021 5 YR
"Bellwood village, Illinois",Bellwood,04975,B01001_019E,Male,62 to 64 years,174,81,174,81,2021 5 YR
"Bellwood village, Illinois",Bellwood,04975,B01001_020E,Male,65 and 66 years,122,51,122,51,2021 5 YR
"Bellwood village, Illinois",Bellwood,04975,B01001_021E,Male,67 to 69 years,202,88,202,88,2021 5 YR
"Bellwood village, Illinois",Bellwood,04975,B01001_022E,Male,70 to 74 years,344,113,344,113,2021 5 YR
"Bellwood village, Illinois",Bellwood,04975,B01001_023E,Male,75 to 79 years,218,94,218,94,2021 5 YR
"Bellwood village, Illinois",Bellwood,04975,B01001_024E,Male,80 to 84 years,145,78,145,78,2021 5 YR
"Bellwood village, Illinois",Bellwood,04975,B01001_025E,Male,85 years and over,46,35,46,35,2021 5 YR
"Bellwood village, Illinois",Bellwood,04975,B01001_027E,Female,Under 5 years,645,193,645,193,2021 5 YR
"Bellwood village, Illinois",Bellwood,04975,B01001_028E,Female,5 to 9 years,913,252,913,252,2021 5 YR
"Bellwood village, Illinois",Bellwood,04975,B01001_029E,Female,10 to 14 years,476,185,476,185,2021 5 YR
"Bellwood village, Illinois",Bellwood,04975,B01001_030E,Female,15 to 17 years,122,83,122,83,2021 5 YR
"Bellwood village, Illinois",Bellwood,04975,B01001_031E,Female,18 and 19 years,311,120,311,120,2021 5 YR
"Bellwood village, Illinois",Bellwood,04975,B01001_032E,Female,20 years,98,76,98,76,2021 5 YR
"Bellwood village, Illinois",Bellwood,04975,B01001_033E,Female,21 years,124,95,124,95,2021 5 YR
"Bellwood village, Illinois",Bellwood,04975,B01001_034E,Female,22 to 24 years,374,159,374,159,2021 5 YR
"Bellwood village, Illinois",Bellwood,04975,B01001_035E,Female,25 to 29 years,864,214,864,214,2021 5 YR
"Bellwood village, Illinois",Bellwood,04975,B01001_036E,Female,30 to 34 years,569,207,569,207,2021 5 YR
"Bellwood village, Illinois",Bellwood,04975,B01001_037E,Female,35 to 39 years,504,176,504,176,2021 5 YR
"Bellwood village, Illinois",Bellwood,04975,B01001_038E,Female,40 to 44 years,749,290,749,290,2021 5 YR
"Bellwood village, Illinois",Bellwood,04975,B01001_039E,Female,45 to 49 years,629,214,629,214,2021 5 YR
"Bellwood village, Illinois",Bellwood,04975,B01001_040E,Female,50 to 54 years,583,184,583,184,2021 5 YR
"Bellwood village, Illinois",Bellwood,04975,B01001_041E,Female,55 to 59 years,662,149,662,149,2021 5 YR
"Bellwood village, Illinois",Bellwood,04975,B01001_042E,Female,60 and 61 years,430,189,430,189,2021 5 YR
"Bellwood village, Illinois",Bellwood,04975,B01001_043E,Female,62 to 64 years,287,104,287,104,2021 5 YR
"Bellwood village, Illinois",Bellwood,04975,B01001_044E,Female,65 and 66 years,238,102,238,102,2021 5 YR
"Bellwood village, Illinois",Bellwood,04975,B01001_045E,Female,67 to 69 years,414,126,414,126,2021 5 YR
"Bellwood village, Illinois",Bellwood,04975,B01001_046E,Female,70 to 74 years,542,156,542,156,2021 5 YR
"Bellwood village, Illinois",Bellwood,04975,B01001_047E,Female,75 to 79 years,301,114,301,114,2021 5 YR
"Bellwood village, Illinois",Bellwood,04975,B01001_048E,Female,80 to 84 years,95,54,95,54,2021 5 YR
"Bellwood village, Illinois",Bellwood,04975,B01001_049E,Female,85 years and over,158,74,158,74,2021 5 YR
"Bensenville village, Illinois",Bensenville,05248,B01001_003E,Male,Under 5 years,688,203,0,12,2021 5 YR
"Bensenville village, Illinois",Bensenville,05248,B01001_004E,Male,5 to 9 years,734,206,0,12,2021 5 YR
"Bensenville village, Illinois",Bensenville,05248,B01001_005E,Male,10 to 14 years,696,241,0,12,2021 5 YR
"Bensenville village, Illinois",Bensenville,05248,B01001_006E,Male,15 to 17 years,326,139,0,12,2021 5 YR
"Bensenville village, Illinois",Bensenville,05248,B01001_007E,Male,18 and 19 years,227,133,0,12,2021 5 YR
"Bensenville village, Illinois",Bensenville,05248,B01001_008E,Male,20 years,63,42,0,12,2021 5 YR
"Bensenville village, Illinois",Bensenville,05248,B01001_009E,Male,21 years,70,59,0,12,2021 5 YR
"Bensenville village, Illinois",Bensenville,05248,B01001_010E,Male,22 to 24 years,509,196,0,12,2021 5 YR
"Bensenville village, Illinois",Bensenville,05248,B01001_011E,Male,25 to 29 years,693,206,0,12,2021 5 YR
"Bensenville village, Illinois",Bensenville,05248,B01001_012E,Male,30 to 34 years,654,215,0,12,2021 5 YR
"Bensenville village, Illinois",Bensenville,05248,B01001_013E,Male,35 to 39 years,741,319,0,12,2021 5 YR
"Bensenville village, Illinois",Bensenville,05248,B01001_014E,Male,40 to 44 years,568,177,0,12,2021 5 YR
"Bensenville village, Illinois",Bensenville,05248,B01001_015E,Male,45 to 49 years,515,162,0,12,2021 5 YR
"Bensenville village, Illinois",Bensenville,05248,B01001_016E,Male,50 to 54 years,814,228,0,12,2021 5 YR
"Bensenville village, Illinois",Bensenville,05248,B01001_017E,Male,55 to 59 years,746,218,0,12,2021 5 YR
"Bensenville village, Illinois",Bensenville,05248,B01001_018E,Male,60 and 61 years,294,98,0,12,2021 5 YR
"Bensenville village, Illinois",Bensenville,05248,B01001_019E,Male,62 to 64 years,345,102,0,12,2021 5 YR
"Bensenville village, Illinois",Bensenville,05248,B01001_020E,Male,65 and 66 years,96,67,0,12,2021 5 YR
"Bensenville village, Illinois",Bensenville,05248,B01001_021E,Male,67 to 69 years,205,63,0,12,2021 5 YR
"Bensenville village, Illinois",Bensenville,05248,B01001_022E,Male,70 to 74 years,206,80,0,12,2021 5 YR
"Bensenville village, Illinois",Bensenville,05248,B01001_023E,Male,75 to 79 years,151,81,0,12,2021 5 YR
"Bensenville village, Illinois",Bensenville,05248,B01001_024E,Male,80 to 84 years,101,55,0,12,2021 5 YR
"Bensenville village, Illinois",Bensenville,05248,B01001_025E,Male,85 years and over,143,57,0,12,2021 5 YR
"Bensenville village, Illinois",Bensenville,05248,B01001_027E,Female,Under 5 years,650,214,0,12,2021 5 YR
"Bensenville village, Illinois",Bensenville,05248,B01001_028E,Female,5 to 9 years,443,166,0,12,2021 5 YR
"Bensenville village, Illinois",Bensenville,05248,B01001_029E,Female,10 to 14 years,788,233,0,12,2021 5 YR
"Bensenville village, Illinois",Bensenville,05248,B01001_030E,Female,15 to 17 years,397,145,0,12,2021 5 YR
"Bensenville village, Illinois",Bensenville,05248,B01001_031E,Female,18 and 19 years,278,148,0,12,2021 5 YR
"Bensenville village, Illinois",Bensenville,05248,B01001_032E,Female,20 years,113,76,0,12,2021 5 YR
"Bensenville village, Illinois",Bensenville,05248,B01001_033E,Female,21 years,94,60,0,12,2021 5 YR
"Bensenville village, Illinois",Bensenville,05248,B01001_034E,Female,22 to 24 years,303,133,0,12,2021 5 YR
"Bensenville village, Illinois",Bensenville,05248,B01001_035E,Female,25 to 29 years,645,179,0,12,2021 5 YR
"Bensenville village, Illinois",Bensenville,05248,B01001_036E,Female,30 to 34 years,686,177,0,12,2021 5 YR
"Bensenville village, Illinois",Bensenville,05248,B01001_037E,Female,35 to 39 years,445,155,0,12,2021 5 YR
"Bensenville village, Illinois",Bensenville,05248,B01001_038E,Female,40 to 44 years,852,278,0,12,2021 5 YR
"Bensenville village, Illinois",Bensenville,05248,B01001_039E,Female,45 to 49 years,369,128,0,12,2021 5 YR
"Bensenville village, Illinois",Bensenville,05248,B01001_040E,Female,50 to 54 years,597,149,0,12,2021 5 YR
"Bensenville village, Illinois",Bensenville,05248,B01001_041E,Female,55 to 59 years,570,209,0,12,2021 5 YR
"Bensenville village, Illinois",Bensenville,05248,B01001_042E,Female,60 and 61 years,294,161,0,12,2021 5 YR
"Bensenville village, Illinois",Bensenville,05248,B01001_043E,Female,62 to 64 years,334,104,0,12,2021 5 YR
"Bensenville village, Illinois",Bensenville,05248,B01001_044E,Female,65 and 66 years,173,85,0,12,2021 5 YR
"Bensenville village, Illinois",Bensenville,05248,B01001_045E,Female,67 to 69 years,182,74,0,12,2021 5 YR
"Bensenville village, Illinois",Bensenville,05248,B01001_046E,Female,70 to 74 years,380,118,0,12,2021 5 YR
"Bensenville village, Illinois",Bensenville,05248,B01001_047E,Female,75 to 79 years,206,103,0,12,2021 5 YR
"Bensenville village, Illinois",Bensenville,05248,B01001_048E,Female,80 to 84 years,163,63,0,12,2021 5 YR
"Bensenville village, Illinois",Bensenville,05248,B01001_049E,Female,85 years and over,254,84,0,12,2021 5 YR
"Berkeley village, Illinois",Berkeley,05404,B01001_003E,Male,Under 5 years,288,206,288,206,2021 5 YR
"Berkeley village, Illinois",Berkeley,05404,B01001_004E,Male,5 to 9 years,83,60,83,60,2021 5 YR
"Berkeley village, Illinois",Berkeley,05404,B01001_005E,Male,10 to 14 years,228,102,228,102,2021 5 YR
"Berkeley village, Illinois",Berkeley,05404,B01001_006E,Male,15 to 17 years,27,31,27,31,2021 5 YR
"Berkeley village, Illinois",Berkeley,05404,B01001_007E,Male,18 and 19 years,39,37,39,37,2021 5 YR
"Berkeley village, Illinois",Berkeley,05404,B01001_008E,Male,20 years,34,43,34,43,2021 5 YR
"Berkeley village, Illinois",Berkeley,05404,B01001_009E,Male,21 years,32,33,32,33,2021 5 YR
"Berkeley village, Illinois",Berkeley,05404,B01001_010E,Male,22 to 24 years,126,64,126,64,2021 5 YR
"Berkeley village, Illinois",Berkeley,05404,B01001_011E,Male,25 to 29 years,232,145,232,145,2021 5 YR
"Berkeley village, Illinois",Berkeley,05404,B01001_012E,Male,30 to 34 years,160,111,160,111,2021 5 YR
"Berkeley village, Illinois",Berkeley,05404,B01001_013E,Male,35 to 39 years,107,86,107,86,2021 5 YR
"Berkeley village, Illinois",Berkeley,05404,B01001_014E,Male,40 to 44 years,106,83,106,83,2021 5 YR
"Berkeley village, Illinois",Berkeley,05404,B01001_015E,Male,45 to 49 years,190,140,190,140,2021 5 YR
"Berkeley village, Illinois",Berkeley,05404,B01001_016E,Male,50 to 54 years,226,103,226,103,2021 5 YR
"Berkeley village, Illinois",Berkeley,05404,B01001_017E,Male,55 to 59 years,269,108,269,108,2021 5 YR
"Berkeley village, Illinois",Berkeley,05404,B01001_018E,Male,60 and 61 years,51,41,51,41,2021 5 YR
"Berkeley village, Illinois",Berkeley,05404,B01001_019E,Male,62 to 64 years,93,56,93,56,2021 5 YR
"Berkeley village, Illinois",Berkeley,05404,B01001_020E,Male,65 and 66 years,125,117,125,117,2021 5 YR
"Berkeley village, Illinois",Berkeley,05404,B01001_021E,Male,67 to 69 years,58,38,58,38,2021 5 YR
"Berkeley village, Illinois",Berkeley,05404,B01001_022E,Male,70 to 74 years,41,28,41,28,2021 5 YR
"Berkeley village, Illinois",Berkeley,05404,B01001_023E,Male,75 to 79 years,105,63,105,63,2021 5 YR
"Berkeley village, Illinois",Berkeley,05404,B01001_024E,Male,80 to 84 years,15,20,15,20,2021 5 YR
"Berkeley village, Illinois",Berkeley,05404,B01001_025E,Male,85 years and over,24,28,24,28,2021 5 YR
"Berkeley village, Illinois",Berkeley,05404,B01001_027E,Female,Under 5 years,99,80,99,80,2021 5 YR
"Berkeley village, Illinois",Berkeley,05404,B01001_028E,Female,5 to 9 years,248,131,248,131,2021 5 YR
"Berkeley village, Illinois",Berkeley,05404,B01001_029E,Female,10 to 14 years,121,69,121,69,2021 5 YR
"Berkeley village, Illinois",Berkeley,05404,B01001_030E,Female,15 to 17 years,45,52,45,52,2021 5 YR
"Berkeley village, Illinois",Berkeley,05404,B01001_031E,Female,18 and 19 years,49,58,49,58,2021 5 YR
"Berkeley village, Illinois",Berkeley,05404,B01001_032E,Female,20 years,42,59,42,59,2021 5 YR
"Berkeley village, Illinois",Berkeley,05404,B01001_033E,Female,21 years,169,143,169,143,2021 5 YR
"Berkeley village, Illinois",Berkeley,05404,B01001_034E,Female,22 to 24 years,72,72,72,72,2021 5 YR
"Berkeley village, Illinois",Berkeley,05404,B01001_035E,Female,25 to 29 years,175,101,175,101,2021 5 YR
"Berkeley village, Illinois",Berkeley,05404,B01001_036E,Female,30 to 34 years,163,84,163,84,2021 5 YR
"Berkeley village, Illinois",Berkeley,05404,B01001_037E,Female,35 to 39 years,53,43,53,43,2021 5 YR
"Berkeley village, Illinois",Berkeley,05404,B01001_038E,Female,40 to 44 years,193,123,193,123,2021 5 YR
"Berkeley village, Illinois",Berkeley,05404,B01001_039E,Female,45 to 49 years,126,61,126,61,2021 5 YR
"Berkeley village, Illinois",Berkeley,05404,B01001_040E,Female,50 to 54 years,238,86,238,86,2021 5 YR
"Berkeley village, Illinois",Berkeley,05404,B01001_041E,Female,55 to 59 years,156,78,156,78,2021 5 YR
"Berkeley village, Illinois",Berkeley,05404,B01001_042E,Female,60 and 61 years,148,115,148,115,2021 5 YR
"Berkeley village, Illinois",Berkeley,05404,B01001_043E,Female,62 to 64 years,94,51,94,51,2021 5 YR
"Berkeley village, Illinois",Berkeley,05404,B01001_044E,Female,65 and 66 years,48,29,48,29,2021 5 YR
"Berkeley village, Illinois",Berkeley,05404,B01001_045E,Female,67 to 69 years,39,30,39,30,2021 5 YR
"Berkeley village, Illinois",Berkeley,05404,B01001_046E,Female,70 to 74 years,186,103,186,103,2021 5 YR
"Berkeley village, Illinois",Berkeley,05404,B01001_047E,Female,75 to 79 years,17,18,17,18,2021 5 YR
"Berkeley village, Illinois",Berkeley,05404,B01001_048E,Female,80 to 84 years,30,33,30,33,2021 5 YR
"Berkeley village, Illinois",Berkeley,05404,B01001_049E,Female,85 years and over,144,122,144,122,2021 5 YR
"Berwyn city, Illinois",Berwyn,05573,B01001_003E,Male,Under 5 years,1575,358,1575,358,2021 5 YR
"Berwyn city, Illinois",Berwyn,05573,B01001_004E,Male,5 to 9 years,2081,522,2081,522,2021 5 YR
"Berwyn city, Illinois",Berwyn,05573,B01001_005E,Male,10 to 14 years,2767,453,2767,453,2021 5 YR
"Berwyn city, Illinois",Berwyn,05573,B01001_006E,Male,15 to 17 years,1472,343,1472,343,2021 5 YR
"Berwyn city, Illinois",Berwyn,05573,B01001_007E,Male,18 and 19 years,626,164,626,164,2021 5 YR
"Berwyn city, Illinois",Berwyn,05573,B01001_008E,Male,20 years,489,180,489,180,2021 5 YR
"Berwyn city, Illinois",Berwyn,05573,B01001_009E,Male,21 years,497,188,497,188,2021 5 YR
"Berwyn city, Illinois",Berwyn,05573,B01001_010E,Male,22 to 24 years,1253,345,1253,345,2021 5 YR
"Berwyn city, Illinois",Berwyn,05573,B01001_011E,Male,25 to 29 years,1677,312,1677,312,2021 5 YR
"Berwyn city, Illinois",Berwyn,05573,B01001_012E,Male,30 to 34 years,2381,572,2381,572,2021 5 YR
"Berwyn city, Illinois",Berwyn,05573,B01001_013E,Male,35 to 39 years,2619,638,2619,638,2021 5 YR
