zcta,variable,sex,age,total_pop,total_pop_moe,vintage
60487,B01001_021E,Male,67 to 69 years,344,111,2021 5 YR
60487,B01001_022E,Male,70 to 74 years,567,157,2021 5 YR
60487,B01001_023E,Male,75 to 79 years,162,98,2021 5 YR
60487,B01001_024E,Male,80 to 84 years,154,73,2021 5 YR
60487,B01001_025E,Male,85 years and over,169,87,2021 5 YR
60487,B01001_027E,Female,Under 5 years,684,198,2021 5 YR
60487,B01001_028E,Female,5 to 9 years,646,177,2021 5 YR
60487,B01001_029E,Female,10 to 14 years,1220,337,2021 5 YR
60487,B01001_030E,Female,15 to 17 years,539,198,2021 5 YR
60487,B01001_031E,Female,18 and 19 years,150,107,2021 5 YR
60487,B01001_032E,Female,20 years,91,74,2021 5 YR
60487,B01001_033E,Female,21 years,81,59,2021 5 YR
60487,B01001_034E,Female,22 to 24 years,466,174,2021 5 YR
60487,B01001_035E,Female,25 to 29 years,699,184,2021 5 YR
60487,B01001_036E,Female,30 to 34 years,701,190,2021 5 YR
60487,B01001_037E,Female,35 to 39 years,755,160,2021 5 YR
60487,B01001_038E,Female,40 to 44 years,641,151,2021 5 YR
60487,B01001_039E,Female,45 to 49 years,902,220,2021 5 YR
60487,B01001_040E,Female,50 to 54 years,1070,255,2021 5 YR
60487,B01001_041E,Female,55 to 59 years,1130,227,2021 5 YR
60487,B01001_042E,Female,60 and 61 years,490,155,2021 5 YR
60487,B01001_043E,Female,62 to 64 years,685,267,2021 5 YR
60487,B01001_044E,Female,65 and 66 years,362,119,2021 5 YR
60487,B01001_045E,Female,67 to 69 years,460,130,2021 5 YR
60487,B01001_046E,Female,70 to 74 years,310,120,2021 5 YR
60487,B01001_047E,Female,75 to 79 years,212,113,2021 5 YR
60487,B01001_048E,Female,80 to 84 years,280,108,2021 5 YR
60487,B01001_049E,Female,85 years and over,290,141,2021 5 YR
60501,B01001_003E,Male,Under 5 years,360,153,2021 5 YR
60501,B01001_004E,Male,5 to 9 years,473,166,2021 5 YR
60501,B01001_005E,Male,10 to 14 years,487,153,2021 5 YR
60501,B01001_006E,Male,15 to 17 years,267,129,2021 5 YR
60501,B01001_007E,Male,18 and 19 years,170,82,2021 5 YR
60501,B01001_008E,Male,20 years,104,74,2021 5 YR
60501,B01001_009E,Male,21 years,68,48,2021 5 YR
60501,B01001_010E,Male,22 to 24 years,221,93,2021 5 YR
60501,B01001_011E,Male,25 to 29 years,399,171,2021 5 YR
60501,B01001_012E,Male,30 to 34 years,362,141,2021 5 YR
60501,B01001_013E,Male,35 to 39 years,455,211,2021 5 YR
60501,B01001_014E,Male,40 to 44 years,354,147,2021 5 YR
60501,B01001_015E,Male,45 to 49 years,491,149,2021 5 YR
60501,B01001_016E,Male,50 to 54 years,351,124,2021 5 YR
60501,B01001_017E,Male,55 to 59 years,321,110,2021 5 YR
60501,B01001_018E,Male,60 and 61 years,248,101,2021 5 YR
60501,B01001_019E,Male,62 to 64 years,100,57,2021 5 YR
60501,B01001_020E,Male,65 and 66 years,90,51,2021 5 YR
60501,B01001_021E,Male,67 to 69 years,72,43,2021 5 YR
60501,B01001_022E,Male,70 to 74 years,245,171,2021 5 YR
60501,B01001_023E,Male,75 to 79 years,112,50,2021 5 YR
60501,B01001_024E,Male,80 to 84 years,129,98,2021 5 YR
60501,B01001_025E,Male,85 years and over,56,36,2021 5 YR
60501,B01001_027E,Female,Under 5 years,486,214,2021 5 YR
60501,B01001_028E,Female,5 to 9 years,369,123,2021 5 YR
60501,B01001_029E,Female,10 to 14 years,547,171,2021 5 YR
60501,B01001_030E,Female,15 to 17 years,254,105,2021 5 YR
60501,B01001_031E,Female,18 and 19 years,140,69,2021 5 YR
60501,B01001_032E,Female,20 years,82,72,2021 5 YR
60501,B01001_033E,Female,21 years,144,88,2021 5 YR
60501,B01001_034E,Female,22 to 24 years,111,87,2021 5 YR
60501,B01001_035E,Female,25 to 29 years,485,158,2021 5 YR
60501,B01001_036E,Female,30 to 34 years,461,147,2021 5 YR
60501,B01001_037E,Female,35 to 39 years,346,136,2021 5 YR
60501,B01001_038E,Female,40 to 44 years,340,122,2021 5 YR
60501,B01001_039E,Female,45 to 49 years,239,104,2021 5 YR
60501,B01001_040E,Female,50 to 54 years,409,136,2021 5 YR
60501,B01001_041E,Female,55 to 59 years,360,132,2021 5 YR
60501,B01001_042E,Female,60 and 61 years,127,77,2021 5 YR
60501,B01001_043E,Female,62 to 64 years,97,54,2021 5 YR
60501,B01001_044E,Female,65 and 66 years,73,55,2021 5 YR
60501,B01001_045E,Female,67 to 69 years,108,81,2021 5 YR
60501,B01001_046E,Female,70 to 74 years,331,182,2021 5 YR
60501,B01001_047E,Female,75 to 79 years,95,61,2021 5 YR
60501,B01001_048E,Female,80 to 84 years,76,50,2021 5 YR
60501,B01001_049E,Female,85 years and over,157,98,2021 5 YR
60513,B01001_003E,Male,Under 5 years,693,186,2021 5 YR
60513,B01001_004E,Male,5 to 9 years,658,235,2021 5 YR
60513,B01001_005E,Male,10 to 14 years,513,190,2021 5 YR
60513,B01001_006E,Male,15 to 17 years,422,160,2021 5 YR
60513,B01001_007E,Male,18 and 19 years,199,97,2021 5 YR
60513,B01001_008E,Male,20 years,21,25,2021 5 YR
60513,B01001_009E,Male,21 years,49,40,2021 5 YR
60513,B01001_010E,Male,22 to 24 years,154,75,2021 5 YR
60513,B01001_011E,Male,25 to 29 years,299,127,2021 5 YR
60513,B01001_012E,Male,30 to 34 years,440,113,2021 5 YR
60513,B01001_013E,Male,35 to 39 years,802,205,2021 5 YR
60513,B01001_014E,Male,40 to 44 years,846,204,2021 5 YR
60513,B01001_015E,Male,45 to 49 years,792,214,2021 5 YR
60513,B01001_016E,Male,50 to 54 years,775,207,2021 5 YR
60513,B01001_017E,Male,55 to 59 years,626,185,2021 5 YR
60513,B01001_018E,Male,60 and 61 years,313,109,2021 5 YR
60513,B01001_019E,Male,62 to 64 years,427,186,2021 5 YR
60513,B01001_020E,Male,65 and 66 years,187,86,2021 5 YR
60513,B01001_021E,Male,67 to 69 years,142,92,2021 5 YR
60513,B01001_022E,Male,70 to 74 years,288,101,2021 5 YR
60513,B01001_023E,Male,75 to 79 years,227,131,2021 5 YR
60513,B01001_024E,Male,80 to 84 years,55,35,2021 5 YR
60513,B01001_025E,Male,85 years and over,95,61,2021 5 YR
60513,B01001_027E,Female,Under 5 years,601,213,2021 5 YR
60513,B01001_028E,Female,5 to 9 years,893,207,2021 5 YR
60513,B01001_029E,Female,10 to 14 years,751,207,2021 5 YR
60513,B01001_030E,Female,15 to 17 years,413,162,2021 5 YR
60513,B01001_031E,Female,18 and 19 years,184,141,2021 5 YR
60513,B01001_032E,Female,20 years,81,73,2021 5 YR
60513,B01001_033E,Female,21 years,103,124,2021 5 YR
60513,B01001_034E,Female,22 to 24 years,193,109,2021 5 YR
60513,B01001_035E,Female,25 to 29 years,468,141,2021 5 YR
60513,B01001_036E,Female,30 to 34 years,573,157,2021 5 YR
60513,B01001_037E,Female,35 to 39 years,1151,246,2021 5 YR
60513,B01001_038E,Female,40 to 44 years,590,187,2021 5 YR
60513,B01001_039E,Female,45 to 49 years,782,180,2021 5 YR
60513,B01001_040E,Female,50 to 54 years,676,219,2021 5 YR
60513,B01001_041E,Female,55 to 59 years,814,247,2021 5 YR
60513,B01001_042E,Female,60 and 61 years,299,107,2021 5 YR
60513,B01001_043E,Female,62 to 64 years,418,175,2021 5 YR
60513,B01001_044E,Female,65 and 66 years,159,72,2021 5 YR
60513,B01001_045E,Female,67 to 69 years,294,166,2021 5 YR
60513,B01001_046E,Female,70 to 74 years,408,130,2021 5 YR
60513,B01001_047E,Female,75 to 79 years,250,118,2021 5 YR
60513,B01001_048E,Female,80 to 84 years,179,98,2021 5 YR
60513,B01001_049E,Female,85 years and over,232,119,2021 5 YR
60521,B01001_003E,Male,Under 5 years,641,137,2021 5 YR
60521,B01001_004E,Male,5 to 9 years,935,179,2021 5 YR
60521,B01001_005E,Male,10 to 14 years,993,185,2021 5 YR
60521,B01001_006E,Male,15 to 17 years,614,153,2021 5 YR
60521,B01001_007E,Male,18 and 19 years,182,79,2021 5 YR
60521,B01001_008E,Male,20 years,22,22,2021 5 YR
60521,B01001_009E,Male,21 years,24,21,2021 5 YR
60521,B01001_010E,Male,22 to 24 years,94,54,2021 5 YR
60521,B01001_011E,Male,25 to 29 years,125,73,2021 5 YR
60521,B01001_012E,Male,30 to 34 years,242,87,2021 5 YR
60521,B01001_013E,Male,35 to 39 years,461,105,2021 5 YR
60521,B01001_014E,Male,40 to 44 years,734,155,2021 5 YR
60521,B01001_015E,Male,45 to 49 years,675,147,2021 5 YR
60521,B01001_016E,Male,50 to 54 years,973,188,2021 5 YR
60521,B01001_017E,Male,55 to 59 years,586,130,2021 5 YR
60521,B01001_018E,Male,60 and 61 years,253,80,2021 5 YR
60521,B01001_019E,Male,62 to 64 years,300,92,2021 5 YR
60521,B01001_020E,Male,65 and 66 years,177,76,2021 5 YR
60521,B01001_021E,Male,67 to 69 years,311,156,2021 5 YR
60521,B01001_022E,Male,70 to 74 years,355,95,2021 5 YR
60521,B01001_023E,Male,75 to 79 years,199,78,2021 5 YR
60521,B01001_024E,Male,80 to 84 years,114,46,2021 5 YR
60521,B01001_025E,Male,85 years and over,114,54,2021 5 YR
60521,B01001_027E,Female,Under 5 years,488,127,2021 5 YR
60521,B01001_028E,Female,5 to 9 years,649,179,2021 5 YR
60521,B01001_029E,Female,10 to 14 years,816,184,2021 5 YR
60521,B01001_030E,Female,15 to 17 years,596,139,2021 5 YR
60521,B01001_031E,Female,18 and 19 years,106,55,2021 5 YR
60521,B01001_032E,Female,20 years,16,20,2021 5 YR
60521,B01001_033E,Female,21 years,21,28,2021 5 YR
60521,B01001_034E,Female,22 to 24 years,234,98,2021 5 YR
60521,B01001_035E,Female,25 to 29 years,184,84,2021 5 YR
60521,B01001_036E,Female,30 to 34 years,303,144,2021 5 YR
60521,B01001_037E,Female,35 to 39 years,616,139,2021 5 YR
60521,B01001_038E,Female,40 to 44 years,760,181,2021 5 YR
60521,B01001_039E,Female,45 to 49 years,687,112,2021 5 YR
60521,B01001_040E,Female,50 to 54 years,784,161,2021 5 YR
60521,B01001_041E,Female,55 to 59 years,584,129,2021 5 YR
60521,B01001_042E,Female,60 and 61 years,282,82,2021 5 YR
60521,B01001_043E,Female,62 to 64 years,279,126,2021 5 YR
60521,B01001_044E,Female,65 and 66 years,235,80,2021 5 YR
60521,B01001_045E,Female,67 to 69 years,301,86,2021 5 YR
60521,B01001_046E,Female,70 to 74 years,335,96,2021 5 YR
60521,B01001_047E,Female,75 to 79 years,295,105,2021 5 YR
60521,B01001_048E,Female,80 to 84 years,179,75,2021 5 YR
60521,B01001_049E,Female,85 years and over,130,57,2021 5 YR
60523,B01001_003E,Male,Under 5 years,125,72,2021 5 YR
60523,B01001_004E,Male,5 to 9 years,280,146,2021 5 YR
60523,B01001_005E,Male,10 to 14 years,200,81,2021 5 YR
60523,B01001_006E,Male,15 to 17 years,187,73,2021 5 YR
60523,B01001_007E,Male,18 and 19 years,65,63,2021 5 YR
60523,B01001_008E,Male,20 years,11,18,2021 5 YR
60523,B01001_009E,Male,21 years,31,42,2021 5 YR
60523,B01001_010E,Male,22 to 24 years,212,169,2021 5 YR
60523,B01001_011E,Male,25 to 29 years,123,75,2021 5 YR
60523,B01001_012E,Male,30 to 34 years,132,60,2021 5 YR
60523,B01001_013E,Male,35 to 39 years,204,87,2021 5 YR
60523,B01001_014E,Male,40 to 44 years,329,118,2021 5 YR
60523,B01001_015E,Male,45 to 49 years,208,87,2021 5 YR
60523,B01001_016E,Male,50 to 54 years,179,94,2021 5 YR
60523,B01001_017E,Male,55 to 59 years,576,253,2021 5 YR
60523,B01001_018E,Male,60 and 61 years,113,55,2021 5 YR
60523,B01001_019E,Male,62 to 64 years,135,62,2021 5 YR
60523,B01001_020E,Male,65 and 66 years,140,77,2021 5 YR
60523,B01001_021E,Male,67 to 69 years,190,94,2021 5 YR
60523,B01001_022E,Male,70 to 74 years,517,115,2021 5 YR
60523,B01001_023E,Male,75 to 79 years,331,106,2021 5 YR
60523,B01001_024E,Male,80 to 84 years,253,87,2021 5 YR
60523,B01001_025E,Male,85 years and over,129,54,2021 5 YR
60523,B01001_027E,Female,Under 5 years,243,99,2021 5 YR
60523,B01001_028E,Female,5 to 9 years,242,95,2021 5 YR
60523,B01001_029E,Female,10 to 14 years,372,171,2021 5 YR
60523,B01001_030E,Female,15 to 17 years,114,70,2021 5 YR
60523,B01001_031E,Female,18 and 19 years,87,58,2021 5 YR
60523,B01001_032E,Female,20 years,129,110,2021 5 YR
60523,B01001_033E,Female,21 years,8,15,2021 5 YR
60523,B01001_034E,Female,22 to 24 years,63,63,2021 5 YR
60523,B01001_035E,Female,25 to 29 years,155,83,2021 5 YR
60523,B01001_036E,Female,30 to 34 years,102,60,2021 5 YR
60523,B01001_037E,Female,35 to 39 years,240,104,2021 5 YR
60523,B01001_038E,Female,40 to 44 years,362,136,2021 5 YR
60523,B01001_039E,Female,45 to 49 years,225,90,2021 5 YR
60523,B01001_040E,Female,50 to 54 years,254,88,2021 5 YR
60523,B01001_041E,Female,55 to 59 years,310,106,2021 5 YR
60523,B01001_042E,Female,60 and 61 years,74,46,2021 5 YR
60523,B01001_043E,Female,62 to 64 years,187,78,2021 5 YR
60523,B01001_044E,Female,65 and 66 years,189,110,2021 5 YR
60523,B01001_045E,Female,67 to 69 years,320,105,2021 5 YR
60523,B01001_046E,Female,70 to 74 years,561,157,2021 5 YR
60523,B01001_047E,Female,75 to 79 years,474,160,2021 5 YR
60523,B01001_048E,Female,80 to 84 years,361,119,2021 5 YR
60523,B01001_049E,Female,85 years and over,431,144,2021 5 YR
60525,B01001_003E,Male,Under 5 years,794,194,2021 5 YR
60525,B01001_004E,Male,5 to 9 years,899,206,2021 5 YR
60525,B01001_005E,Male,10 to 14 years,1633,254,2021 5 YR
60525,B01001_006E,Male,15 to 17 years,822,224,2021 5 YR
60525,B01001_007E,Male,18 and 19 years,245,104,2021 5 YR
60525,B01001_008E,Male,20 years,159,100,2021 5 YR
60525,B01001_009E,Male,21 years,61,34,2021 5 YR
60525,B01001_010E,Male,22 to 24 years,474,134,2021 5 YR
60525,B01001_011E,Male,25 to 29 years,508,162,2021 5 YR
60525,B01001_012E,Male,30 to 34 years,791,174,2021 5 YR
60525,B01001_013E,Male,35 to 39 years,924,212,2021 5 YR
60525,B01001_014E,Male,40 to 44 years,848,170,2021 5 YR
60525,B01001_015E,Male,45 to 49 years,1255,261,2021 5 YR
60525,B01001_016E,Male,50 to 54 years,1193,213,2021 5 YR
60525,B01001_017E,Male,55 to 59 years,1145,204,2021 5 YR
60525,B01001_018E,Male,60 and 61 years,247,90,2021 5 YR
60525,B01001_019E,Male,62 to 64 years,689,147,2021 5 YR
60525,B01001_020E,Male,65 and 66 years,383,239,2021 5 YR
60525,B01001_021E,Male,67 to 69 years,506,137,2021 5 YR
60525,B01001_022E,Male,70 to 74 years,754,199,2021 5 YR
60525,B01001_023E,Male,75 to 79 years,487,112,2021 5 YR
60525,B01001_024E,Male,80 to 84 years,312,96,2021 5 YR
60525,B01001_025E,Male,85 years and over,308,149,2021 5 YR
60525,B01001_027E,Female,Under 5 years,978,219,2021 5 YR
60525,B01001_028E,Female,5 to 9 years,857,202,2021 5 YR
60525,B01001_029E,Female,10 to 14 years,1178,341,2021 5 YR
60525,B01001_030E,Female,15 to 17 years,686,263,2021 5 YR
60525,B01001_031E,Female,18 and 19 years,316,95,2021 5 YR
60525,B01001_032E,Female,20 years,192,110,2021 5 YR
60525,B01001_033E,Female,21 years,217,103,2021 5 YR
60525,B01001_034E,Female,22 to 24 years,355,115,2021 5 YR
60525,B01001_035E,Female,25 to 29 years,368,113,2021 5 YR
60525,B01001_036E,Female,30 to 34 years,892,188,2021 5 YR
60525,B01001_037E,Female,35 to 39 years,867,161,2021 5 YR
60525,B01001_038E,Female,40 to 44 years,969,185,2021 5 YR
60525,B01001_039E,Female,45 to 49 years,1132,207,2021 5 YR
60525,B01001_040E,Female,50 to 54 years,1140,212,2021 5 YR
60525,B01001_041E,Female,55 to 59 years,1141,243,2021 5 YR
60525,B01001_042E,Female,60 and 61 years,434,119,2021 5 YR
60525,B01001_043E,Female,62 to 64 years,947,226,2021 5 YR
60525,B01001_044E,Female,65 and 66 years,281,93,2021 5 YR
60525,B01001_045E,Female,67 to 69 years,602,133,2021 5 YR
60525,B01001_046E,Female,70 to 74 years,1045,236,2021 5 YR
60525,B01001_047E,Female,75 to 79 years,577,147,2021 5 YR
60525,B01001_048E,Female,80 to 84 years,393,154,2021 5 YR
60525,B01001_049E,Female,85 years and over,677,188,2021 5 YR
60526,B01001_003E,Male,Under 5 years,387,141,2021 5 YR
60526,B01001_004E,Male,5 to 9 years,554,208,2021 5 YR
60526,B01001_005E,Male,10 to 14 years,476,155,2021 5 YR
60526,B01001_006E,Male,15 to 17 years,402,205,2021 5 YR
60526,B01001_007E,Male,18 and 19 years,133,82,2021 5 YR
60526,B01001_008E,Male,20 years,45,42,2021 5 YR
60526,B01001_009E,Male,21 years,50,40,2021 5 YR
60526,B01001_010E,Male,22 to 24 years,129,100,2021 5 YR
60526,B01001_011E,Male,25 to 29 years,278,109,2021 5 YR
60526,B01001_012E,Male,30 to 34 years,216,88,2021 5 YR
60526,B01001_013E,Male,35 to 39 years,536,175,2021 5 YR
60526,B01001_014E,Male,40 to 44 years,477,123,2021 5 YR
60526,B01001_015E,Male,45 to 49 years,453,152,2021 5 YR
60526,B01001_016E,Male,50 to 54 years,437,134,2021 5 YR
60526,B01001_017E,Male,55 to 59 years,373,130,2021 5 YR
60526,B01001_018E,Male,60 and 61 years,218,99,2021 5 YR
60526,B01001_019E,Male,62 to 64 years,210,80,2021 5 YR
60526,B01001_020E,Male,65 and 66 years,102,65,2021 5 YR
60526,B01001_021E,Male,67 to 69 years,233,131,2021 5 YR
60526,B01001_022E,Male,70 to 74 years,396,132,2021 5 YR
60526,B01001_023E,Male,75 to 79 years,140,76,2021 5 YR
60526,B01001_024E,Male,80 to 84 years,86,57,2021 5 YR
60526,B01001_025E,Male,85 years and over,142,62,2021 5 YR
60526,B01001_027E,Female,Under 5 years,606,223,2021 5 YR
60526,B01001_028E,Female,5 to 9 years,473,153,2021 5 YR
60526,B01001_029E,Female,10 to 14 years,530,142,2021 5 YR
60526,B01001_030E,Female,15 to 17 years,329,113,2021 5 YR
60526,B01001_031E,Female,18 and 19 years,67,46,2021 5 YR
60526,B01001_032E,Female,20 years,59,53,2021 5 YR
60526,B01001_033E,Female,21 years,53,52,2021 5 YR
60526,B01001_034E,Female,22 to 24 years,234,131,2021 5 YR
60526,B01001_035E,Female,25 to 29 years,158,77,2021 5 YR
60526,B01001_036E,Female,30 to 34 years,345,121,2021 5 YR
60526,B01001_037E,Female,35 to 39 years,614,194,2021 5 YR
60526,B01001_038E,Female,40 to 44 years,463,121,2021 5 YR
60526,B01001_039E,Female,45 to 49 years,556,128,2021 5 YR
60526,B01001_040E,Female,50 to 54 years,556,134,2021 5 YR
60526,B01001_041E,Female,55 to 59 years,359,108,2021 5 YR
60526,B01001_042E,Female,60 and 61 years,97,53,2021 5 YR
60526,B01001_043E,Female,62 to 64 years,142,63,2021 5 YR
60526,B01001_044E,Female,65 and 66 years,228,83,2021 5 YR
60526,B01001_045E,Female,67 to 69 years,213,77,2021 5 YR
60526,B01001_046E,Female,70 to 74 years,328,149,2021 5 YR
60526,B01001_047E,Female,75 to 79 years,132,70,2021 5 YR
60526,B01001_048E,Female,80 to 84 years,111,62,2021 5 YR
60526,B01001_049E,Female,85 years and over,446,135,2021 5 YR
60527,B01001_003E,Male,Under 5 years,817,259,2021 5 YR
60527,B01001_004E,Male,5 to 9 years,1050,272,2021 5 YR
60527,B01001_005E,Male,10 to 14 years,800,210,2021 5 YR
60527,B01001_006E,Male,15 to 17 years,539,180,2021 5 YR
60527,B01001_007E,Male,18 and 19 years,371,157,2021 5 YR
60527,B01001_008E,Male,20 years,37,35,2021 5 YR
60527,B01001_009E,Male,21 years,124,93,2021 5 YR
60527,B01001_010E,Male,22 to 24 years,331,103,2021 5 YR
60527,B01001_011E,Male,25 to 29 years,547,188,2021 5 YR
60527,B01001_012E,Male,30 to 34 years,735,208,2021 5 YR
60527,B01001_013E,Male,35 to 39 years,834,237,2021 5 YR
60527,B01001_014E,Male,40 to 44 years,714,223,2021 5 YR
60527,B01001_015E,Male,45 to 49 years,721,179,2021 5 YR
60527,B01001_016E,Male,50 to 54 years,955,196,2021 5 YR
60527,B01001_017E,Male,55 to 59 years,985,207,2021 5 YR
60527,B01001_018E,Male,60 and 61 years,409,138,2021 5 YR
60527,B01001_019E,Male,62 to 64 years,546,149,2021 5 YR
60527,B01001_020E,Male,65 and 66 years,721,363,2021 5 YR
60527,B01001_021E,Male,67 to 69 years,590,180,2021 5 YR
60527,B01001_022E,Male,70 to 74 years,939,174,2021 5 YR
60527,B01001_023E,Male,75 to 79 years,542,153,2021 5 YR
60527,B01001_024E,Male,80 to 84 years,317,106,2021 5 YR
60527,B01001_025E,Male,85 years and over,395,181,2021 5 YR
60527,B01001_027E,Female,Under 5 years,622,204,2021 5 YR
60527,B01001_028E,Female,5 to 9 years,527,160,2021 5 YR
60527,B01001_029E,Female,10 to 14 years,622,167,2021 5 YR
60527,B01001_030E,Female,15 to 17 years,453,178,2021 5 YR
60527,B01001_031E,Female,18 and 19 years,117,69,2021 5 YR
60527,B01001_032E,Female,20 years,171,181,2021 5 YR
60527,B01001_033E,Female,21 years,60,70,2021 5 YR
60527,B01001_034E,Female,22 to 24 years,358,147,2021 5 YR
60527,B01001_035E,Female,25 to 29 years,592,166,2021 5 YR
60527,B01001_036E,Female,30 to 34 years,795,240,2021 5 YR
60527,B01001_037E,Female,35 to 39 years,637,180,2021 5 YR
60527,B01001_038E,Female,40 to 44 years,1109,245,2021 5 YR
60527,B01001_039E,Female,45 to 49 years,917,198,2021 5 YR
60527,B01001_040E,Female,50 to 54 years,939,193,2021 5 YR
60527,B01001_041E,Female,55 to 59 years,1343,354,2021 5 YR
60527,B01001_042E,Female,60 and 61 years,667,268,2021 5 YR
60527,B01001_043E,Female,62 to 64 years,795,201,2021 5 YR
60527,B01001_044E,Female,65 and 66 years,426,138,2021 5 YR
60527,B01001_045E,Female,67 to 69 years,820,246,2021 5 YR
60527,B01001_046E,Female,70 to 74 years,1027,179,2021 5 YR
60527,B01001_047E,Female,75 to 79 years,557,151,2021 5 YR
60527,B01001_048E,Female,80 to 84 years,482,127,2021 5 YR
60527,B01001_049E,Female,85 years and over,534,158,2021 5 YR
60534,B01001_003E,Male,Under 5 years,590,263,2021 5 YR
60534,B01001_004E,Male,5 to 9 years,558,186,2021 5 YR
60534,B01001_005E,Male,10 to 14 years,161,122,2021 5 YR
60534,B01001_006E,Male,15 to 17 years,108,76,2021 5 YR
60534,B01001_007E,Male,18 and 19 years,79,60,2021 5 YR
60534,B01001_008E,Male,20 years,24,39,2021 5 YR
60534,B01001_009E,Male,21 years,30,38,2021 5 YR
60534,B01001_010E,Male,22 to 24 years,123,91,2021 5 YR
60534,B01001_011E,Male,25 to 29 years,339,142,2021 5 YR
60534,B01001_012E,Male,30 to 34 years,439,155,2021 5 YR
60534,B01001_013E,Male,35 to 39 years,259,144,2021 5 YR
60534,B01001_014E,Male,40 to 44 years,543,185,2021 5 YR
60534,B01001_015E,Male,45 to 49 years,95,68,2021 5 YR
60534,B01001_016E,Male,50 to 54 years,450,177,2021 5 YR
60534,B01001_017E,Male,55 to 59 years,471,161,2021 5 YR
60534,B01001_018E,Male,60 and 61 years,178,109,2021 5 YR
60534,B01001_019E,Male,62 to 64 years,118,85,2021 5 YR
60534,B01001_020E,Male,65 and 66 years,135,85,2021 5 YR
60534,B01001_021E,Male,67 to 69 years,129,70,2021 5 YR
60534,B01001_022E,Male,70 to 74 years,246,255,2021 5 YR
60534,B01001_023E,Male,75 to 79 years,96,99,2021 5 YR
60534,B01001_024E,Male,80 to 84 years,105,61,2021 5 YR
60534,B01001_025E,Male,85 years and over,29,25,2021 5 YR
60534,B01001_027E,Female,Under 5 years,398,147,2021 5 YR
60534,B01001_028E,Female,5 to 9 years,436,184,2021 5 YR
60534,B01001_029E,Female,10 to 14 years,336,191,2021 5 YR
60534,B01001_030E,Female,15 to 17 years,88,88,2021 5 YR
60534,B01001_031E,Female,18 and 19 years,173,118,2021 5 YR
60534,B01001_032E,Female,20 years,12,18,2021 5 YR
60534,B01001_033E,Female,21 years,0,19,2021 5 YR
60534,B01001_034E,Female,22 to 24 years,244,145,2021 5 YR
60534,B01001_035E,Female,25 to 29 years,280,131,2021 5 YR
60534,B01001_036E,Female,30 to 34 years,405,155,2021 5 YR
60534,B01001_037E,Female,35 to 39 years,396,159,2021 5 YR
60534,B01001_038E,Female,40 to 44 years,396,194,2021 5 YR
60534,B01001_039E,Female,45 to 49 years,373,146,2021 5 YR
60534,B01001_040E,Female,50 to 54 years,420,169,2021 5 YR
60534,B01001_041E,Female,55 to 59 years,195,102,2021 5 YR
60534,B01001_042E,Female,60 and 61 years,69,51,2021 5 YR
60534,B01001_043E,Female,62 to 64 years,132,75,2021 5 YR
60534,B01001_044E,Female,65 and 66 years,230,132,2021 5 YR
60534,B01001_045E,Female,67 to 69 years,98,67,2021 5 YR
60534,B01001_046E,Female,70 to 74 years,105,62,2021 5 YR
60534,B01001_047E,Female,75 to 79 years,174,133,2021 5 YR
60534,B01001_048E,Female,80 to 84 years,301,308,2021 5 YR
60534,B01001_049E,Female,85 years and over,81,55,2021 5 YR
60546,B01001_003E,Male,Under 5 years,224,120,2021 5 YR
60546,B01001_004E,Male,5 to 9 years,737,302,2021 5 YR
60546,B01001_005E,Male,10 to 14 years,768,216,2021 5 YR
60546,B01001_006E,Male,15 to 17 years,371,149,2021 5 YR
60546,B01001_007E,Male,18 and 19 years,225,188,2021 5 YR
60546,B01001_008E,Male,20 years,69,73,2021 5 YR
60546,B01001_009E,Male,21 years,91,119,2021 5 YR
60546,B01001_010E,Male,22 to 24 years,313,172,2021 5 YR
60546,B01001_011E,Male,25 to 29 years,356,131,2021 5 YR
60546,B01001_012E,Male,30 to 34 years,439,150,2021 5 YR
60546,B01001_013E,Male,35 to 39 years,611,257,2021 5 YR
60546,B01001_014E,Male,40 to 44 years,377,113,2021 5 YR
60546,B01001_015E,Male,45 to 49 years,520,173,2021 5 YR
60546,B01001_016E,Male,50 to 54 years,452,156,2021 5 YR
60546,B01001_017E,Male,55 to 59 years,791,217,2021 5 YR
60546,B01001_018E,Male,60 and 61 years,223,96,2021 5 YR
60546,B01001_019E,Male,62 to 64 years,421,152,2021 5 YR
60546,B01001_020E,Male,65 and 66 years,273,169,2021 5 YR
60546,B01001_021E,Male,67 to 69 years,282,110,2021 5 YR
60546,B01001_022E,Male,70 to 74 years,140,73,2021 5 YR
60546,B01001_023E,Male,75 to 79 years,288,108,2021 5 YR
60546,B01001_024E,Male,80 to 84 years,93,61,2021 5 YR
60546,B01001_025E,Male,85 years and over,187,99,2021 5 YR
60546,B01001_027E,Female,Under 5 years,390,171,2021 5 YR
60546,B01001_028E,Female,5 to 9 years,486,221,2021 5 YR
60546,B01001_029E,Female,10 to 14 years,550,211,2021 5 YR
60546,B01001_030E,Female,15 to 17 years,419,156,2021 5 YR
60546,B01001_031E,Female,18 and 19 years,181,94,2021 5 YR
60546,B01001_032E,Female,20 years,96,66,2021 5 YR
60546,B01001_033E,Female,21 years,105,114,2021 5 YR
60546,B01001_034E,Female,22 to 24 years,192,94,2021 5 YR
60546,B01001_035E,Female,25 to 29 years,235,105,2021 5 YR
60546,B01001_036E,Female,30 to 34 years,480,164,2021 5 YR
