zcta,variable,sex,age,total_pop,total_pop_moe,vintage
60659,B01001_020E,Male,65 and 66 years,169,78,2021 5 YR
60659,B01001_021E,Male,67 to 69 years,806,243,2021 5 YR
60659,B01001_022E,Male,70 to 74 years,601,175,2021 5 YR
60659,B01001_023E,Male,75 to 79 years,179,83,2021 5 YR
60659,B01001_024E,Male,80 to 84 years,116,62,2021 5 YR
60659,B01001_025E,Male,85 years and over,188,84,2021 5 YR
60659,B01001_027E,Female,Under 5 years,1843,500,2021 5 YR
60659,B01001_028E,Female,5 to 9 years,1341,290,2021 5 YR
60659,B01001_029E,Female,10 to 14 years,1845,490,2021 5 YR
60659,B01001_030E,Female,15 to 17 years,1205,428,2021 5 YR
60659,B01001_031E,Female,18 and 19 years,363,189,2021 5 YR
60659,B01001_032E,Female,20 years,133,103,2021 5 YR
60659,B01001_033E,Female,21 years,404,258,2021 5 YR
60659,B01001_034E,Female,22 to 24 years,853,294,2021 5 YR
60659,B01001_035E,Female,25 to 29 years,1422,297,2021 5 YR
60659,B01001_036E,Female,30 to 34 years,1527,324,2021 5 YR
60659,B01001_037E,Female,35 to 39 years,1440,328,2021 5 YR
60659,B01001_038E,Female,40 to 44 years,1290,309,2021 5 YR
60659,B01001_039E,Female,45 to 49 years,1553,334,2021 5 YR
60659,B01001_040E,Female,50 to 54 years,1391,335,2021 5 YR
60659,B01001_041E,Female,55 to 59 years,1119,272,2021 5 YR
60659,B01001_042E,Female,60 and 61 years,486,175,2021 5 YR
60659,B01001_043E,Female,62 to 64 years,986,358,2021 5 YR
60659,B01001_044E,Female,65 and 66 years,324,114,2021 5 YR
60659,B01001_045E,Female,67 to 69 years,653,239,2021 5 YR
60659,B01001_046E,Female,70 to 74 years,628,134,2021 5 YR
60659,B01001_047E,Female,75 to 79 years,533,149,2021 5 YR
60659,B01001_048E,Female,80 to 84 years,321,141,2021 5 YR
60659,B01001_049E,Female,85 years and over,599,151,2021 5 YR
60660,B01001_003E,Male,Under 5 years,1162,292,2021 5 YR
60660,B01001_004E,Male,5 to 9 years,1004,236,2021 5 YR
60660,B01001_005E,Male,10 to 14 years,594,268,2021 5 YR
60660,B01001_006E,Male,15 to 17 years,352,171,2021 5 YR
60660,B01001_007E,Male,18 and 19 years,618,171,2021 5 YR
60660,B01001_008E,Male,20 years,337,126,2021 5 YR
60660,B01001_009E,Male,21 years,460,271,2021 5 YR
60660,B01001_010E,Male,22 to 24 years,827,220,2021 5 YR
60660,B01001_011E,Male,25 to 29 years,2355,425,2021 5 YR
60660,B01001_012E,Male,30 to 34 years,2744,450,2021 5 YR
60660,B01001_013E,Male,35 to 39 years,2424,454,2021 5 YR
60660,B01001_014E,Male,40 to 44 years,1504,278,2021 5 YR
60660,B01001_015E,Male,45 to 49 years,1668,263,2021 5 YR
60660,B01001_016E,Male,50 to 54 years,1685,317,2021 5 YR
60660,B01001_017E,Male,55 to 59 years,1262,263,2021 5 YR
60660,B01001_018E,Male,60 and 61 years,354,178,2021 5 YR
60660,B01001_019E,Male,62 to 64 years,664,152,2021 5 YR
60660,B01001_020E,Male,65 and 66 years,511,188,2021 5 YR
60660,B01001_021E,Male,67 to 69 years,607,161,2021 5 YR
60660,B01001_022E,Male,70 to 74 years,776,183,2021 5 YR
60660,B01001_023E,Male,75 to 79 years,683,280,2021 5 YR
60660,B01001_024E,Male,80 to 84 years,82,43,2021 5 YR
60660,B01001_025E,Male,85 years and over,117,66,2021 5 YR
60660,B01001_027E,Female,Under 5 years,1234,259,2021 5 YR
60660,B01001_028E,Female,5 to 9 years,538,151,2021 5 YR
60660,B01001_029E,Female,10 to 14 years,773,184,2021 5 YR
60660,B01001_030E,Female,15 to 17 years,261,141,2021 5 YR
60660,B01001_031E,Female,18 and 19 years,1247,287,2021 5 YR
60660,B01001_032E,Female,20 years,495,150,2021 5 YR
60660,B01001_033E,Female,21 years,448,152,2021 5 YR
60660,B01001_034E,Female,22 to 24 years,1265,267,2021 5 YR
60660,B01001_035E,Female,25 to 29 years,2885,463,2021 5 YR
60660,B01001_036E,Female,30 to 34 years,2297,390,2021 5 YR
60660,B01001_037E,Female,35 to 39 years,1648,332,2021 5 YR
60660,B01001_038E,Female,40 to 44 years,1343,291,2021 5 YR
60660,B01001_039E,Female,45 to 49 years,1237,315,2021 5 YR
60660,B01001_040E,Female,50 to 54 years,1047,216,2021 5 YR
60660,B01001_041E,Female,55 to 59 years,913,280,2021 5 YR
60660,B01001_042E,Female,60 and 61 years,417,130,2021 5 YR
60660,B01001_043E,Female,62 to 64 years,789,261,2021 5 YR
60660,B01001_044E,Female,65 and 66 years,377,147,2021 5 YR
60660,B01001_045E,Female,67 to 69 years,624,128,2021 5 YR
60660,B01001_046E,Female,70 to 74 years,755,180,2021 5 YR
60660,B01001_047E,Female,75 to 79 years,519,217,2021 5 YR
60660,B01001_048E,Female,80 to 84 years,445,179,2021 5 YR
60660,B01001_049E,Female,85 years and over,625,187,2021 5 YR
60661,B01001_003E,Male,Under 5 years,307,138,2021 5 YR
60661,B01001_004E,Male,5 to 9 years,40,45,2021 5 YR
60661,B01001_005E,Male,10 to 14 years,29,43,2021 5 YR
60661,B01001_006E,Male,15 to 17 years,0,19,2021 5 YR
60661,B01001_007E,Male,18 and 19 years,18,30,2021 5 YR
60661,B01001_008E,Male,20 years,23,30,2021 5 YR
60661,B01001_009E,Male,21 years,8,19,2021 5 YR
60661,B01001_010E,Male,22 to 24 years,266,112,2021 5 YR
60661,B01001_011E,Male,25 to 29 years,1133,252,2021 5 YR
60661,B01001_012E,Male,30 to 34 years,1413,346,2021 5 YR
60661,B01001_013E,Male,35 to 39 years,981,255,2021 5 YR
60661,B01001_014E,Male,40 to 44 years,475,180,2021 5 YR
60661,B01001_015E,Male,45 to 49 years,352,185,2021 5 YR
60661,B01001_016E,Male,50 to 54 years,203,85,2021 5 YR
60661,B01001_017E,Male,55 to 59 years,216,93,2021 5 YR
60661,B01001_018E,Male,60 and 61 years,57,54,2021 5 YR
60661,B01001_019E,Male,62 to 64 years,30,30,2021 5 YR
60661,B01001_020E,Male,65 and 66 years,17,26,2021 5 YR
60661,B01001_021E,Male,67 to 69 years,35,41,2021 5 YR
60661,B01001_022E,Male,70 to 74 years,62,45,2021 5 YR
60661,B01001_023E,Male,75 to 79 years,13,20,2021 5 YR
60661,B01001_024E,Male,80 to 84 years,0,19,2021 5 YR
60661,B01001_025E,Male,85 years and over,26,41,2021 5 YR
60661,B01001_027E,Female,Under 5 years,222,174,2021 5 YR
60661,B01001_028E,Female,5 to 9 years,198,208,2021 5 YR
60661,B01001_029E,Female,10 to 14 years,45,43,2021 5 YR
60661,B01001_030E,Female,15 to 17 years,29,29,2021 5 YR
60661,B01001_031E,Female,18 and 19 years,48,34,2021 5 YR
60661,B01001_032E,Female,20 years,25,18,2021 5 YR
60661,B01001_033E,Female,21 years,17,22,2021 5 YR
60661,B01001_034E,Female,22 to 24 years,459,243,2021 5 YR
60661,B01001_035E,Female,25 to 29 years,1296,255,2021 5 YR
60661,B01001_036E,Female,30 to 34 years,1229,272,2021 5 YR
60661,B01001_037E,Female,35 to 39 years,576,209,2021 5 YR
60661,B01001_038E,Female,40 to 44 years,455,158,2021 5 YR
60661,B01001_039E,Female,45 to 49 years,228,164,2021 5 YR
60661,B01001_040E,Female,50 to 54 years,175,89,2021 5 YR
60661,B01001_041E,Female,55 to 59 years,132,79,2021 5 YR
60661,B01001_042E,Female,60 and 61 years,34,35,2021 5 YR
60661,B01001_043E,Female,62 to 64 years,36,34,2021 5 YR
60661,B01001_044E,Female,65 and 66 years,81,59,2021 5 YR
60661,B01001_045E,Female,67 to 69 years,18,29,2021 5 YR
60661,B01001_046E,Female,70 to 74 years,34,31,2021 5 YR
60661,B01001_047E,Female,75 to 79 years,0,19,2021 5 YR
60661,B01001_048E,Female,80 to 84 years,0,19,2021 5 YR
60661,B01001_049E,Female,85 years and over,32,36,2021 5 YR
60706,B01001_003E,Male,Under 5 years,910,255,2021 5 YR
60706,B01001_004E,Male,5 to 9 years,488,176,2021 5 YR
60706,B01001_005E,Male,10 to 14 years,636,196,2021 5 YR
60706,B01001_006E,Male,15 to 17 years,440,146,2021 5 YR
60706,B01001_007E,Male,18 and 19 years,319,124,2021 5 YR
60706,B01001_008E,Male,20 years,49,39,2021 5 YR
60706,B01001_009E,Male,21 years,93,50,2021 5 YR
60706,B01001_010E,Male,22 to 24 years,278,112,2021 5 YR
60706,B01001_011E,Male,25 to 29 years,591,152,2021 5 YR
60706,B01001_012E,Male,30 to 34 years,642,183,2021 5 YR
60706,B01001_013E,Male,35 to 39 years,1337,259,2021 5 YR
60706,B01001_014E,Male,40 to 44 years,645,157,2021 5 YR
60706,B01001_015E,Male,45 to 49 years,860,204,2021 5 YR
60706,B01001_016E,Male,50 to 54 years,877,171,2021 5 YR
60706,B01001_017E,Male,55 to 59 years,873,201,2021 5 YR
60706,B01001_018E,Male,60 and 61 years,312,112,2021 5 YR
60706,B01001_019E,Male,62 to 64 years,585,200,2021 5 YR
60706,B01001_020E,Male,65 and 66 years,268,183,2021 5 YR
60706,B01001_021E,Male,67 to 69 years,335,101,2021 5 YR
60706,B01001_022E,Male,70 to 74 years,512,143,2021 5 YR
60706,B01001_023E,Male,75 to 79 years,346,120,2021 5 YR
60706,B01001_024E,Male,80 to 84 years,306,89,2021 5 YR
60706,B01001_025E,Male,85 years and over,310,98,2021 5 YR
60706,B01001_027E,Female,Under 5 years,496,174,2021 5 YR
60706,B01001_028E,Female,5 to 9 years,702,219,2021 5 YR
60706,B01001_029E,Female,10 to 14 years,650,197,2021 5 YR
60706,B01001_030E,Female,15 to 17 years,442,158,2021 5 YR
60706,B01001_031E,Female,18 and 19 years,136,76,2021 5 YR
60706,B01001_032E,Female,20 years,156,66,2021 5 YR
60706,B01001_033E,Female,21 years,111,72,2021 5 YR
60706,B01001_034E,Female,22 to 24 years,315,116,2021 5 YR
60706,B01001_035E,Female,25 to 29 years,539,173,2021 5 YR
60706,B01001_036E,Female,30 to 34 years,882,227,2021 5 YR
60706,B01001_037E,Female,35 to 39 years,912,184,2021 5 YR
60706,B01001_038E,Female,40 to 44 years,816,195,2021 5 YR
60706,B01001_039E,Female,45 to 49 years,1014,186,2021 5 YR
60706,B01001_040E,Female,50 to 54 years,664,169,2021 5 YR
60706,B01001_041E,Female,55 to 59 years,942,164,2021 5 YR
60706,B01001_042E,Female,60 and 61 years,325,106,2021 5 YR
60706,B01001_043E,Female,62 to 64 years,530,221,2021 5 YR
60706,B01001_044E,Female,65 and 66 years,280,83,2021 5 YR
60706,B01001_045E,Female,67 to 69 years,339,78,2021 5 YR
60706,B01001_046E,Female,70 to 74 years,600,118,2021 5 YR
60706,B01001_047E,Female,75 to 79 years,519,168,2021 5 YR
60706,B01001_048E,Female,80 to 84 years,376,98,2021 5 YR
60706,B01001_049E,Female,85 years and over,514,135,2021 5 YR
60707,B01001_003E,Male,Under 5 years,1205,267,2021 5 YR
60707,B01001_004E,Male,5 to 9 years,1334,324,2021 5 YR
60707,B01001_005E,Male,10 to 14 years,1050,262,2021 5 YR
60707,B01001_006E,Male,15 to 17 years,802,211,2021 5 YR
60707,B01001_007E,Male,18 and 19 years,281,174,2021 5 YR
60707,B01001_008E,Male,20 years,206,111,2021 5 YR
60707,B01001_009E,Male,21 years,306,175,2021 5 YR
60707,B01001_010E,Male,22 to 24 years,666,213,2021 5 YR
60707,B01001_011E,Male,25 to 29 years,1168,287,2021 5 YR
60707,B01001_012E,Male,30 to 34 years,1357,291,2021 5 YR
60707,B01001_013E,Male,35 to 39 years,1809,456,2021 5 YR
60707,B01001_014E,Male,40 to 44 years,1250,249,2021 5 YR
60707,B01001_015E,Male,45 to 49 years,1522,383,2021 5 YR
60707,B01001_016E,Male,50 to 54 years,1265,260,2021 5 YR
60707,B01001_017E,Male,55 to 59 years,1265,230,2021 5 YR
60707,B01001_018E,Male,60 and 61 years,444,149,2021 5 YR
60707,B01001_019E,Male,62 to 64 years,605,161,2021 5 YR
60707,B01001_020E,Male,65 and 66 years,269,117,2021 5 YR
60707,B01001_021E,Male,67 to 69 years,684,225,2021 5 YR
60707,B01001_022E,Male,70 to 74 years,817,271,2021 5 YR
60707,B01001_023E,Male,75 to 79 years,470,156,2021 5 YR
60707,B01001_024E,Male,80 to 84 years,383,139,2021 5 YR
60707,B01001_025E,Male,85 years and over,210,127,2021 5 YR
60707,B01001_027E,Female,Under 5 years,825,230,2021 5 YR
60707,B01001_028E,Female,5 to 9 years,1287,278,2021 5 YR
60707,B01001_029E,Female,10 to 14 years,1493,331,2021 5 YR
60707,B01001_030E,Female,15 to 17 years,676,215,2021 5 YR
60707,B01001_031E,Female,18 and 19 years,641,182,2021 5 YR
60707,B01001_032E,Female,20 years,107,86,2021 5 YR
60707,B01001_033E,Female,21 years,160,101,2021 5 YR
60707,B01001_034E,Female,22 to 24 years,835,219,2021 5 YR
60707,B01001_035E,Female,25 to 29 years,1509,326,2021 5 YR
60707,B01001_036E,Female,30 to 34 years,1438,262,2021 5 YR
60707,B01001_037E,Female,35 to 39 years,1362,406,2021 5 YR
60707,B01001_038E,Female,40 to 44 years,1517,275,2021 5 YR
60707,B01001_039E,Female,45 to 49 years,1546,373,2021 5 YR
60707,B01001_040E,Female,50 to 54 years,1312,330,2021 5 YR
60707,B01001_041E,Female,55 to 59 years,1639,333,2021 5 YR
60707,B01001_042E,Female,60 and 61 years,727,187,2021 5 YR
60707,B01001_043E,Female,62 to 64 years,826,178,2021 5 YR
60707,B01001_044E,Female,65 and 66 years,647,195,2021 5 YR
60707,B01001_045E,Female,67 to 69 years,674,177,2021 5 YR
60707,B01001_046E,Female,70 to 74 years,927,233,2021 5 YR
60707,B01001_047E,Female,75 to 79 years,841,201,2021 5 YR
60707,B01001_048E,Female,80 to 84 years,413,219,2021 5 YR
60707,B01001_049E,Female,85 years and over,539,167,2021 5 YR
60712,B01001_003E,Male,Under 5 years,392,379,2021 5 YR
60712,B01001_004E,Male,5 to 9 years,353,140,2021 5 YR
60712,B01001_005E,Male,10 to 14 years,512,159,2021 5 YR
60712,B01001_006E,Male,15 to 17 years,293,135,2021 5 YR
60712,B01001_007E,Male,18 and 19 years,220,91,2021 5 YR
60712,B01001_008E,Male,20 years,71,55,2021 5 YR
60712,B01001_009E,Male,21 years,9,15,2021 5 YR
60712,B01001_010E,Male,22 to 24 years,114,71,2021 5 YR
60712,B01001_011E,Male,25 to 29 years,288,100,2021 5 YR
60712,B01001_012E,Male,30 to 34 years,170,101,2021 5 YR
60712,B01001_013E,Male,35 to 39 years,398,119,2021 5 YR
60712,B01001_014E,Male,40 to 44 years,502,164,2021 5 YR
60712,B01001_015E,Male,45 to 49 years,391,151,2021 5 YR
60712,B01001_016E,Male,50 to 54 years,343,171,2021 5 YR
60712,B01001_017E,Male,55 to 59 years,370,94,2021 5 YR
60712,B01001_018E,Male,60 and 61 years,197,94,2021 5 YR
60712,B01001_019E,Male,62 to 64 years,191,93,2021 5 YR
60712,B01001_020E,Male,65 and 66 years,209,99,2021 5 YR
60712,B01001_021E,Male,67 to 69 years,341,111,2021 5 YR
60712,B01001_022E,Male,70 to 74 years,288,82,2021 5 YR
60712,B01001_023E,Male,75 to 79 years,304,161,2021 5 YR
60712,B01001_024E,Male,80 to 84 years,191,80,2021 5 YR
60712,B01001_025E,Male,85 years and over,425,174,2021 5 YR
60712,B01001_027E,Female,Under 5 years,234,125,2021 5 YR
60712,B01001_028E,Female,5 to 9 years,459,122,2021 5 YR
60712,B01001_029E,Female,10 to 14 years,571,165,2021 5 YR
60712,B01001_030E,Female,15 to 17 years,124,73,2021 5 YR
60712,B01001_031E,Female,18 and 19 years,96,61,2021 5 YR
60712,B01001_032E,Female,20 years,37,38,2021 5 YR
60712,B01001_033E,Female,21 years,35,39,2021 5 YR
60712,B01001_034E,Female,22 to 24 years,186,90,2021 5 YR
60712,B01001_035E,Female,25 to 29 years,293,100,2021 5 YR
60712,B01001_036E,Female,30 to 34 years,371,155,2021 5 YR
60712,B01001_037E,Female,35 to 39 years,374,125,2021 5 YR
60712,B01001_038E,Female,40 to 44 years,455,181,2021 5 YR
60712,B01001_039E,Female,45 to 49 years,333,107,2021 5 YR
60712,B01001_040E,Female,50 to 54 years,351,119,2021 5 YR
60712,B01001_041E,Female,55 to 59 years,326,103,2021 5 YR
60712,B01001_042E,Female,60 and 61 years,258,100,2021 5 YR
60712,B01001_043E,Female,62 to 64 years,246,93,2021 5 YR
60712,B01001_044E,Female,65 and 66 years,229,90,2021 5 YR
60712,B01001_045E,Female,67 to 69 years,310,108,2021 5 YR
60712,B01001_046E,Female,70 to 74 years,263,90,2021 5 YR
60712,B01001_047E,Female,75 to 79 years,444,214,2021 5 YR
60712,B01001_048E,Female,80 to 84 years,210,92,2021 5 YR
60712,B01001_049E,Female,85 years and over,581,172,2021 5 YR
60714,B01001_003E,Male,Under 5 years,690,184,2021 5 YR
60714,B01001_004E,Male,5 to 9 years,969,248,2021 5 YR
60714,B01001_005E,Male,10 to 14 years,756,240,2021 5 YR
60714,B01001_006E,Male,15 to 17 years,697,283,2021 5 YR
60714,B01001_007E,Male,18 and 19 years,257,104,2021 5 YR
60714,B01001_008E,Male,20 years,133,94,2021 5 YR
60714,B01001_009E,Male,21 years,135,77,2021 5 YR
60714,B01001_010E,Male,22 to 24 years,583,183,2021 5 YR
60714,B01001_011E,Male,25 to 29 years,830,214,2021 5 YR
60714,B01001_012E,Male,30 to 34 years,842,222,2021 5 YR
60714,B01001_013E,Male,35 to 39 years,629,170,2021 5 YR
60714,B01001_014E,Male,40 to 44 years,1292,287,2021 5 YR
60714,B01001_015E,Male,45 to 49 years,745,180,2021 5 YR
60714,B01001_016E,Male,50 to 54 years,1450,232,2021 5 YR
60714,B01001_017E,Male,55 to 59 years,1099,271,2021 5 YR
60714,B01001_018E,Male,60 and 61 years,403,113,2021 5 YR
60714,B01001_019E,Male,62 to 64 years,500,160,2021 5 YR
60714,B01001_020E,Male,65 and 66 years,526,200,2021 5 YR
60714,B01001_021E,Male,67 to 69 years,418,151,2021 5 YR
60714,B01001_022E,Male,70 to 74 years,625,160,2021 5 YR
60714,B01001_023E,Male,75 to 79 years,550,178,2021 5 YR
60714,B01001_024E,Male,80 to 84 years,413,120,2021 5 YR
60714,B01001_025E,Male,85 years and over,688,255,2021 5 YR
60714,B01001_027E,Female,Under 5 years,765,254,2021 5 YR
60714,B01001_028E,Female,5 to 9 years,832,175,2021 5 YR
60714,B01001_029E,Female,10 to 14 years,548,147,2021 5 YR
60714,B01001_030E,Female,15 to 17 years,424,168,2021 5 YR
60714,B01001_031E,Female,18 and 19 years,235,116,2021 5 YR
60714,B01001_032E,Female,20 years,129,116,2021 5 YR
60714,B01001_033E,Female,21 years,144,94,2021 5 YR
60714,B01001_034E,Female,22 to 24 years,400,134,2021 5 YR
60714,B01001_035E,Female,25 to 29 years,884,219,2021 5 YR
60714,B01001_036E,Female,30 to 34 years,891,278,2021 5 YR
60714,B01001_037E,Female,35 to 39 years,915,267,2021 5 YR
60714,B01001_038E,Female,40 to 44 years,943,262,2021 5 YR
60714,B01001_039E,Female,45 to 49 years,810,182,2021 5 YR
60714,B01001_040E,Female,50 to 54 years,1036,201,2021 5 YR
60714,B01001_041E,Female,55 to 59 years,1234,190,2021 5 YR
60714,B01001_042E,Female,60 and 61 years,531,153,2021 5 YR
60714,B01001_043E,Female,62 to 64 years,610,218,2021 5 YR
60714,B01001_044E,Female,65 and 66 years,367,133,2021 5 YR
60714,B01001_045E,Female,67 to 69 years,582,190,2021 5 YR
60714,B01001_046E,Female,70 to 74 years,725,199,2021 5 YR
60714,B01001_047E,Female,75 to 79 years,697,152,2021 5 YR
60714,B01001_048E,Female,80 to 84 years,711,182,2021 5 YR
60714,B01001_049E,Female,85 years and over,1565,406,2021 5 YR
60803,B01001_003E,Male,Under 5 years,861,221,2021 5 YR
60803,B01001_004E,Male,5 to 9 years,785,209,2021 5 YR
60803,B01001_005E,Male,10 to 14 years,895,246,2021 5 YR
60803,B01001_006E,Male,15 to 17 years,507,185,2021 5 YR
60803,B01001_007E,Male,18 and 19 years,287,102,2021 5 YR
60803,B01001_008E,Male,20 years,45,42,2021 5 YR
60803,B01001_009E,Male,21 years,106,74,2021 5 YR
60803,B01001_010E,Male,22 to 24 years,400,208,2021 5 YR
60803,B01001_011E,Male,25 to 29 years,677,209,2021 5 YR
60803,B01001_012E,Male,30 to 34 years,547,185,2021 5 YR
60803,B01001_013E,Male,35 to 39 years,991,261,2021 5 YR
60803,B01001_014E,Male,40 to 44 years,643,189,2021 5 YR
60803,B01001_015E,Male,45 to 49 years,591,213,2021 5 YR
60803,B01001_016E,Male,50 to 54 years,670,193,2021 5 YR
60803,B01001_017E,Male,55 to 59 years,702,205,2021 5 YR
60803,B01001_018E,Male,60 and 61 years,288,152,2021 5 YR
60803,B01001_019E,Male,62 to 64 years,400,121,2021 5 YR
60803,B01001_020E,Male,65 and 66 years,177,106,2021 5 YR
60803,B01001_021E,Male,67 to 69 years,299,101,2021 5 YR
60803,B01001_022E,Male,70 to 74 years,496,118,2021 5 YR
60803,B01001_023E,Male,75 to 79 years,138,63,2021 5 YR
60803,B01001_024E,Male,80 to 84 years,172,86,2021 5 YR
60803,B01001_025E,Male,85 years and over,268,130,2021 5 YR
60803,B01001_027E,Female,Under 5 years,490,213,2021 5 YR
60803,B01001_028E,Female,5 to 9 years,906,243,2021 5 YR
60803,B01001_029E,Female,10 to 14 years,702,249,2021 5 YR
60803,B01001_030E,Female,15 to 17 years,340,113,2021 5 YR
60803,B01001_031E,Female,18 and 19 years,122,82,2021 5 YR
60803,B01001_032E,Female,20 years,159,197,2021 5 YR
60803,B01001_033E,Female,21 years,131,104,2021 5 YR
60803,B01001_034E,Female,22 to 24 years,376,129,2021 5 YR
60803,B01001_035E,Female,25 to 29 years,701,223,2021 5 YR
60803,B01001_036E,Female,30 to 34 years,556,192,2021 5 YR
60803,B01001_037E,Female,35 to 39 years,1012,199,2021 5 YR
60803,B01001_038E,Female,40 to 44 years,723,238,2021 5 YR
60803,B01001_039E,Female,45 to 49 years,798,345,2021 5 YR
60803,B01001_040E,Female,50 to 54 years,732,187,2021 5 YR
60803,B01001_041E,Female,55 to 59 years,837,187,2021 5 YR
60803,B01001_042E,Female,60 and 61 years,136,68,2021 5 YR
60803,B01001_043E,Female,62 to 64 years,476,176,2021 5 YR
60803,B01001_044E,Female,65 and 66 years,439,313,2021 5 YR
60803,B01001_045E,Female,67 to 69 years,384,149,2021 5 YR
60803,B01001_046E,Female,70 to 74 years,470,156,2021 5 YR
60803,B01001_047E,Female,75 to 79 years,361,175,2021 5 YR
60803,B01001_048E,Female,80 to 84 years,311,120,2021 5 YR
60803,B01001_049E,Female,85 years and over,222,109,2021 5 YR
60804,B01001_003E,Male,Under 5 years,2348,374,2021 5 YR
60804,B01001_004E,Male,5 to 9 years,2864,489,2021 5 YR
60804,B01001_005E,Male,10 to 14 years,3574,467,2021 5 YR
60804,B01001_006E,Male,15 to 17 years,2305,434,2021 5 YR
60804,B01001_007E,Male,18 and 19 years,1450,281,2021 5 YR
60804,B01001_008E,Male,20 years,906,239,2021 5 YR
60804,B01001_009E,Male,21 years,621,241,2021 5 YR
60804,B01001_010E,Male,22 to 24 years,2013,355,2021 5 YR
60804,B01001_011E,Male,25 to 29 years,2735,417,2021 5 YR
60804,B01001_012E,Male,30 to 34 years,2657,339,2021 5 YR
60804,B01001_013E,Male,35 to 39 years,2880,435,2021 5 YR
60804,B01001_014E,Male,40 to 44 years,3132,464,2021 5 YR
60804,B01001_015E,Male,45 to 49 years,3038,430,2021 5 YR
60804,B01001_016E,Male,50 to 54 years,3419,444,2021 5 YR
60804,B01001_017E,Male,55 to 59 years,2795,511,2021 5 YR
60804,B01001_018E,Male,60 and 61 years,945,287,2021 5 YR
60804,B01001_019E,Male,62 to 64 years,1125,231,2021 5 YR
60804,B01001_020E,Male,65 and 66 years,408,114,2021 5 YR
60804,B01001_021E,Male,67 to 69 years,766,191,2021 5 YR
60804,B01001_022E,Male,70 to 74 years,978,281,2021 5 YR
