"zip_code","variable","sex","age","estimate"
60463,"B01001_046E","Female","70 to 74 years",488
60463,"B01001_047E","Female","75 to 79 years",509
60463,"B01001_048E","Female","80 to 84 years",319
60463,"B01001_049E","Female","85 years and over",499
60464,"B01001_003E","Male","Under 5 years",189
60464,"B01001_004E","Male","5 to 9 years",186
60464,"B01001_005E","Male","10 to 14 years",355
60464,"B01001_006E","Male","15 to 17 years",131
60464,"B01001_007E","Male","18 and 19 years",109
60464,"B01001_008E","Male","20 years",0
60464,"B01001_009E","Male","21 years",41
60464,"B01001_010E","Male","22 to 24 years",69
60464,"B01001_011E","Male","25 to 29 years",174
60464,"B01001_012E","Male","30 to 34 years",206
60464,"B01001_013E","Male","35 to 39 years",199
60464,"B01001_014E","Male","40 to 44 years",284
60464,"B01001_015E","Male","45 to 49 years",288
60464,"B01001_016E","Male","50 to 54 years",241
60464,"B01001_017E","Male","55 to 59 years",338
60464,"B01001_018E","Male","60 and 61 years",190
60464,"B01001_019E","Male","62 to 64 years",240
60464,"B01001_020E","Male","65 and 66 years",170
60464,"B01001_021E","Male","67 to 69 years",302
60464,"B01001_022E","Male","70 to 74 years",264
60464,"B01001_023E","Male","75 to 79 years",103
60464,"B01001_024E","Male","80 to 84 years",198
60464,"B01001_025E","Male","85 years and over",212
60464,"B01001_027E","Female","Under 5 years",140
60464,"B01001_028E","Female","5 to 9 years",420
60464,"B01001_029E","Female","10 to 14 years",241
60464,"B01001_030E","Female","15 to 17 years",144
60464,"B01001_031E","Female","18 and 19 years",122
60464,"B01001_032E","Female","20 years",0
60464,"B01001_033E","Female","21 years",0
60464,"B01001_034E","Female","22 to 24 years",190
60464,"B01001_035E","Female","25 to 29 years",143
60464,"B01001_036E","Female","30 to 34 years",122
60464,"B01001_037E","Female","35 to 39 years",256
60464,"B01001_038E","Female","40 to 44 years",252
60464,"B01001_039E","Female","45 to 49 years",315
60464,"B01001_040E","Female","50 to 54 years",393
60464,"B01001_041E","Female","55 to 59 years",413
60464,"B01001_042E","Female","60 and 61 years",114
60464,"B01001_043E","Female","62 to 64 years",372
60464,"B01001_044E","Female","65 and 66 years",103
60464,"B01001_045E","Female","67 to 69 years",202
60464,"B01001_046E","Female","70 to 74 years",364
60464,"B01001_047E","Female","75 to 79 years",249
60464,"B01001_048E","Female","80 to 84 years",279
60464,"B01001_049E","Female","85 years and over",339
60465,"B01001_003E","Male","Under 5 years",623
60465,"B01001_004E","Male","5 to 9 years",608
60465,"B01001_005E","Male","10 to 14 years",453
60465,"B01001_006E","Male","15 to 17 years",202
60465,"B01001_007E","Male","18 and 19 years",148
60465,"B01001_008E","Male","20 years",104
60465,"B01001_009E","Male","21 years",175
60465,"B01001_010E","Male","22 to 24 years",183
60465,"B01001_011E","Male","25 to 29 years",390
60465,"B01001_012E","Male","30 to 34 years",380
60465,"B01001_013E","Male","35 to 39 years",487
60465,"B01001_014E","Male","40 to 44 years",392
60465,"B01001_015E","Male","45 to 49 years",465
60465,"B01001_016E","Male","50 to 54 years",779
60465,"B01001_017E","Male","55 to 59 years",435
60465,"B01001_018E","Male","60 and 61 years",247
60465,"B01001_019E","Male","62 to 64 years",327
60465,"B01001_020E","Male","65 and 66 years",210
60465,"B01001_021E","Male","67 to 69 years",333
60465,"B01001_022E","Male","70 to 74 years",349
60465,"B01001_023E","Male","75 to 79 years",316
60465,"B01001_024E","Male","80 to 84 years",81
60465,"B01001_025E","Male","85 years and over",134
60465,"B01001_027E","Female","Under 5 years",461
60465,"B01001_028E","Female","5 to 9 years",378
60465,"B01001_029E","Female","10 to 14 years",613
60465,"B01001_030E","Female","15 to 17 years",366
60465,"B01001_031E","Female","18 and 19 years",326
60465,"B01001_032E","Female","20 years",120
60465,"B01001_033E","Female","21 years",141
60465,"B01001_034E","Female","22 to 24 years",283
60465,"B01001_035E","Female","25 to 29 years",566
60465,"B01001_036E","Female","30 to 34 years",613
60465,"B01001_037E","Female","35 to 39 years",756
60465,"B01001_038E","Female","40 to 44 years",588
60465,"B01001_039E","Female","45 to 49 years",466
60465,"B01001_040E","Female","50 to 54 years",585
60465,"B01001_041E","Female","55 to 59 years",527
60465,"B01001_042E","Female","60 and 61 years",258
60465,"B01001_043E","Female","62 to 64 years",416
60465,"B01001_044E","Female","65 and 66 years",291
60465,"B01001_045E","Female","67 to 69 years",241
60465,"B01001_046E","Female","70 to 74 years",574
60465,"B01001_047E","Female","75 to 79 years",433
60465,"B01001_048E","Female","80 to 84 years",206
60465,"B01001_049E","Female","85 years and over",316
60466,"B01001_003E","Male","Under 5 years",319
60466,"B01001_004E","Male","5 to 9 years",921
60466,"B01001_005E","Male","10 to 14 years",728
60466,"B01001_006E","Male","15 to 17 years",665
60466,"B01001_007E","Male","18 and 19 years",352
60466,"B01001_008E","Male","20 years",101
60466,"B01001_009E","Male","21 years",30
60466,"B01001_010E","Male","22 to 24 years",433
60466,"B01001_011E","Male","25 to 29 years",861
60466,"B01001_012E","Male","30 to 34 years",626
60466,"B01001_013E","Male","35 to 39 years",747
60466,"B01001_014E","Male","40 to 44 years",897
60466,"B01001_015E","Male","45 to 49 years",525
60466,"B01001_016E","Male","50 to 54 years",863
60466,"B01001_017E","Male","55 to 59 years",502
60466,"B01001_018E","Male","60 and 61 years",303
60466,"B01001_019E","Male","62 to 64 years",363
60466,"B01001_020E","Male","65 and 66 years",142
60466,"B01001_021E","Male","67 to 69 years",309
60466,"B01001_022E","Male","70 to 74 years",266
60466,"B01001_023E","Male","75 to 79 years",175
60466,"B01001_024E","Male","80 to 84 years",172
60466,"B01001_025E","Male","85 years and over",43
60466,"B01001_027E","Female","Under 5 years",556
60466,"B01001_028E","Female","5 to 9 years",702
60466,"B01001_029E","Female","10 to 14 years",697
60466,"B01001_030E","Female","15 to 17 years",554
60466,"B01001_031E","Female","18 and 19 years",99
60466,"B01001_032E","Female","20 years",86
60466,"B01001_033E","Female","21 years",127
60466,"B01001_034E","Female","22 to 24 years",291
60466,"B01001_035E","Female","25 to 29 years",652
60466,"B01001_036E","Female","30 to 34 years",727
60466,"B01001_037E","Female","35 to 39 years",808
60466,"B01001_038E","Female","40 to 44 years",874
60466,"B01001_039E","Female","45 to 49 years",856
60466,"B01001_040E","Female","50 to 54 years",811
60466,"B01001_041E","Female","55 to 59 years",732
60466,"B01001_042E","Female","60 and 61 years",408
60466,"B01001_043E","Female","62 to 64 years",487
60466,"B01001_044E","Female","65 and 66 years",348
60466,"B01001_045E","Female","67 to 69 years",439
60466,"B01001_046E","Female","70 to 74 years",446
60466,"B01001_047E","Female","75 to 79 years",330
60466,"B01001_048E","Female","80 to 84 years",320
60466,"B01001_049E","Female","85 years and over",216
60467,"B01001_003E","Male","Under 5 years",539
60467,"B01001_004E","Male","5 to 9 years",526
60467,"B01001_005E","Male","10 to 14 years",1175
60467,"B01001_006E","Male","15 to 17 years",697
60467,"B01001_007E","Male","18 and 19 years",313
60467,"B01001_008E","Male","20 years",158
60467,"B01001_009E","Male","21 years",143
60467,"B01001_010E","Male","22 to 24 years",405
60467,"B01001_011E","Male","25 to 29 years",600
60467,"B01001_012E","Male","30 to 34 years",514
60467,"B01001_013E","Male","35 to 39 years",506
60467,"B01001_014E","Male","40 to 44 years",792
60467,"B01001_015E","Male","45 to 49 years",783
60467,"B01001_016E","Male","50 to 54 years",889
60467,"B01001_017E","Male","55 to 59 years",1573
60467,"B01001_018E","Male","60 and 61 years",573
60467,"B01001_019E","Male","62 to 64 years",611
60467,"B01001_020E","Male","65 and 66 years",330
60467,"B01001_021E","Male","67 to 69 years",393
60467,"B01001_022E","Male","70 to 74 years",546
60467,"B01001_023E","Male","75 to 79 years",318
60467,"B01001_024E","Male","80 to 84 years",358
60467,"B01001_025E","Male","85 years and over",280
60467,"B01001_027E","Female","Under 5 years",548
60467,"B01001_028E","Female","5 to 9 years",532
60467,"B01001_029E","Female","10 to 14 years",694
60467,"B01001_030E","Female","15 to 17 years",710
60467,"B01001_031E","Female","18 and 19 years",207
60467,"B01001_032E","Female","20 years",62
60467,"B01001_033E","Female","21 years",52
60467,"B01001_034E","Female","22 to 24 years",469
60467,"B01001_035E","Female","25 to 29 years",630
60467,"B01001_036E","Female","30 to 34 years",469
60467,"B01001_037E","Female","35 to 39 years",477
60467,"B01001_038E","Female","40 to 44 years",817
60467,"B01001_039E","Female","45 to 49 years",756
60467,"B01001_040E","Female","50 to 54 years",1325
60467,"B01001_041E","Female","55 to 59 years",1554
60467,"B01001_042E","Female","60 and 61 years",347
60467,"B01001_043E","Female","62 to 64 years",577
60467,"B01001_044E","Female","65 and 66 years",397
60467,"B01001_045E","Female","67 to 69 years",585
60467,"B01001_046E","Female","70 to 74 years",652
60467,"B01001_047E","Female","75 to 79 years",743
60467,"B01001_048E","Female","80 to 84 years",558
60467,"B01001_049E","Female","85 years and over",678
60469,"B01001_003E","Male","Under 5 years",383
60469,"B01001_004E","Male","5 to 9 years",209
60469,"B01001_005E","Male","10 to 14 years",353
60469,"B01001_006E","Male","15 to 17 years",121
60469,"B01001_007E","Male","18 and 19 years",61
60469,"B01001_008E","Male","20 years",48
60469,"B01001_009E","Male","21 years",84
60469,"B01001_010E","Male","22 to 24 years",55
60469,"B01001_011E","Male","25 to 29 years",139
60469,"B01001_012E","Male","30 to 34 years",367
60469,"B01001_013E","Male","35 to 39 years",123
60469,"B01001_014E","Male","40 to 44 years",162
60469,"B01001_015E","Male","45 to 49 years",130
60469,"B01001_016E","Male","50 to 54 years",95
60469,"B01001_017E","Male","55 to 59 years",121
60469,"B01001_018E","Male","60 and 61 years",139
60469,"B01001_019E","Male","62 to 64 years",98
60469,"B01001_020E","Male","65 and 66 years",33
60469,"B01001_021E","Male","67 to 69 years",58
60469,"B01001_022E","Male","70 to 74 years",40
60469,"B01001_023E","Male","75 to 79 years",38
60469,"B01001_024E","Male","80 to 84 years",13
60469,"B01001_025E","Male","85 years and over",38
60469,"B01001_027E","Female","Under 5 years",287
60469,"B01001_028E","Female","5 to 9 years",289
60469,"B01001_029E","Female","10 to 14 years",113
60469,"B01001_030E","Female","15 to 17 years",216
60469,"B01001_031E","Female","18 and 19 years",123
60469,"B01001_032E","Female","20 years",0
60469,"B01001_033E","Female","21 years",59
60469,"B01001_034E","Female","22 to 24 years",92
60469,"B01001_035E","Female","25 to 29 years",95
60469,"B01001_036E","Female","30 to 34 years",299
60469,"B01001_037E","Female","35 to 39 years",174
60469,"B01001_038E","Female","40 to 44 years",237
60469,"B01001_039E","Female","45 to 49 years",194
60469,"B01001_040E","Female","50 to 54 years",247
60469,"B01001_041E","Female","55 to 59 years",114
60469,"B01001_042E","Female","60 and 61 years",27
60469,"B01001_043E","Female","62 to 64 years",112
60469,"B01001_044E","Female","65 and 66 years",11
60469,"B01001_045E","Female","67 to 69 years",13
60469,"B01001_046E","Female","70 to 74 years",62
60469,"B01001_047E","Female","75 to 79 years",44
60469,"B01001_048E","Female","80 to 84 years",14
60469,"B01001_049E","Female","85 years and over",65
60471,"B01001_003E","Male","Under 5 years",366
60471,"B01001_004E","Male","5 to 9 years",346
60471,"B01001_005E","Male","10 to 14 years",795
60471,"B01001_006E","Male","15 to 17 years",400
60471,"B01001_007E","Male","18 and 19 years",375
60471,"B01001_008E","Male","20 years",284
60471,"B01001_009E","Male","21 years",310
60471,"B01001_010E","Male","22 to 24 years",387
60471,"B01001_011E","Male","25 to 29 years",254
60471,"B01001_012E","Male","30 to 34 years",267
60471,"B01001_013E","Male","35 to 39 years",158
60471,"B01001_014E","Male","40 to 44 years",442
60471,"B01001_015E","Male","45 to 49 years",720
60471,"B01001_016E","Male","50 to 54 years",683
60471,"B01001_017E","Male","55 to 59 years",307
60471,"B01001_018E","Male","60 and 61 years",232
60471,"B01001_019E","Male","62 to 64 years",213
60471,"B01001_020E","Male","65 and 66 years",89
60471,"B01001_021E","Male","67 to 69 years",137
60471,"B01001_022E","Male","70 to 74 years",118
60471,"B01001_023E","Male","75 to 79 years",73
60471,"B01001_024E","Male","80 to 84 years",93
60471,"B01001_025E","Male","85 years and over",66
60471,"B01001_027E","Female","Under 5 years",306
60471,"B01001_028E","Female","5 to 9 years",360
60471,"B01001_029E","Female","10 to 14 years",318
60471,"B01001_030E","Female","15 to 17 years",190
60471,"B01001_031E","Female","18 and 19 years",367
60471,"B01001_032E","Female","20 years",59
60471,"B01001_033E","Female","21 years",80
60471,"B01001_034E","Female","22 to 24 years",291
60471,"B01001_035E","Female","25 to 29 years",327
60471,"B01001_036E","Female","30 to 34 years",265
60471,"B01001_037E","Female","35 to 39 years",340
60471,"B01001_038E","Female","40 to 44 years",594
60471,"B01001_039E","Female","45 to 49 years",623
60471,"B01001_040E","Female","50 to 54 years",472
60471,"B01001_041E","Female","55 to 59 years",568
60471,"B01001_042E","Female","60 and 61 years",195
60471,"B01001_043E","Female","62 to 64 years",371
60471,"B01001_044E","Female","65 and 66 years",259
60471,"B01001_045E","Female","67 to 69 years",80
60471,"B01001_046E","Female","70 to 74 years",208
60471,"B01001_047E","Female","75 to 79 years",201
60471,"B01001_048E","Female","80 to 84 years",268
60471,"B01001_049E","Female","85 years and over",60
60472,"B01001_003E","Male","Under 5 years",63
60472,"B01001_004E","Male","5 to 9 years",86
60472,"B01001_005E","Male","10 to 14 years",151
60472,"B01001_006E","Male","15 to 17 years",148
60472,"B01001_007E","Male","18 and 19 years",35
60472,"B01001_008E","Male","20 years",33
60472,"B01001_009E","Male","21 years",37
60472,"B01001_010E","Male","22 to 24 years",90
60472,"B01001_011E","Male","25 to 29 years",344
60472,"B01001_012E","Male","30 to 34 years",169
60472,"B01001_013E","Male","35 to 39 years",123
60472,"B01001_014E","Male","40 to 44 years",94
60472,"B01001_015E","Male","45 to 49 years",146
60472,"B01001_016E","Male","50 to 54 years",102
60472,"B01001_017E","Male","55 to 59 years",186
60472,"B01001_018E","Male","60 and 61 years",91
60472,"B01001_019E","Male","62 to 64 years",108
60472,"B01001_020E","Male","65 and 66 years",52
60472,"B01001_021E","Male","67 to 69 years",60
60472,"B01001_022E","Male","70 to 74 years",102
60472,"B01001_023E","Male","75 to 79 years",65
60472,"B01001_024E","Male","80 to 84 years",27
60472,"B01001_025E","Male","85 years and over",36
60472,"B01001_027E","Female","Under 5 years",224
60472,"B01001_028E","Female","5 to 9 years",138
60472,"B01001_029E","Female","10 to 14 years",229
60472,"B01001_030E","Female","15 to 17 years",10
60472,"B01001_031E","Female","18 and 19 years",15
60472,"B01001_032E","Female","20 years",27
60472,"B01001_033E","Female","21 years",0
60472,"B01001_034E","Female","22 to 24 years",146
60472,"B01001_035E","Female","25 to 29 years",224
60472,"B01001_036E","Female","30 to 34 years",200
60472,"B01001_037E","Female","35 to 39 years",155
60472,"B01001_038E","Female","40 to 44 years",191
60472,"B01001_039E","Female","45 to 49 years",98
60472,"B01001_040E","Female","50 to 54 years",82
60472,"B01001_041E","Female","55 to 59 years",221
60472,"B01001_042E","Female","60 and 61 years",64
60472,"B01001_043E","Female","62 to 64 years",69
60472,"B01001_044E","Female","65 and 66 years",54
60472,"B01001_045E","Female","67 to 69 years",93
60472,"B01001_046E","Female","70 to 74 years",113
60472,"B01001_047E","Female","75 to 79 years",17
60472,"B01001_048E","Female","80 to 84 years",90
60472,"B01001_049E","Female","85 years and over",96
60473,"B01001_003E","Male","Under 5 years",602
60473,"B01001_004E","Male","5 to 9 years",823
60473,"B01001_005E","Male","10 to 14 years",832
60473,"B01001_006E","Male","15 to 17 years",505
60473,"B01001_007E","Male","18 and 19 years",325
60473,"B01001_008E","Male","20 years",143
60473,"B01001_009E","Male","21 years",88
60473,"B01001_010E","Male","22 to 24 years",284
60473,"B01001_011E","Male","25 to 29 years",775
60473,"B01001_012E","Male","30 to 34 years",495
60473,"B01001_013E","Male","35 to 39 years",665
60473,"B01001_014E","Male","40 to 44 years",369
60473,"B01001_015E","Male","45 to 49 years",575
60473,"B01001_016E","Male","50 to 54 years",666
60473,"B01001_017E","Male","55 to 59 years",571
60473,"B01001_018E","Male","60 and 61 years",421
60473,"B01001_019E","Male","62 to 64 years",477
60473,"B01001_020E","Male","65 and 66 years",208
60473,"B01001_021E","Male","67 to 69 years",330
60473,"B01001_022E","Male","70 to 74 years",322
60473,"B01001_023E","Male","75 to 79 years",245
60473,"B01001_024E","Male","80 to 84 years",296
60473,"B01001_025E","Male","85 years and over",297
60473,"B01001_027E","Female","Under 5 years",446
60473,"B01001_028E","Female","5 to 9 years",777
60473,"B01001_029E","Female","10 to 14 years",878
60473,"B01001_030E","Female","15 to 17 years",623
60473,"B01001_031E","Female","18 and 19 years",140
60473,"B01001_032E","Female","20 years",161
60473,"B01001_033E","Female","21 years",170
60473,"B01001_034E","Female","22 to 24 years",461
60473,"B01001_035E","Female","25 to 29 years",861
60473,"B01001_036E","Female","30 to 34 years",453
60473,"B01001_037E","Female","35 to 39 years",697
60473,"B01001_038E","Female","40 to 44 years",670
60473,"B01001_039E","Female","45 to 49 years",945
60473,"B01001_040E","Female","50 to 54 years",833
60473,"B01001_041E","Female","55 to 59 years",855
60473,"B01001_042E","Female","60 and 61 years",441
60473,"B01001_043E","Female","62 to 64 years",373
60473,"B01001_044E","Female","65 and 66 years",234
60473,"B01001_045E","Female","67 to 69 years",392
60473,"B01001_046E","Female","70 to 74 years",476
60473,"B01001_047E","Female","75 to 79 years",322
60473,"B01001_048E","Female","80 to 84 years",256
60473,"B01001_049E","Female","85 years and over",310
60475,"B01001_003E","Male","Under 5 years",192
60475,"B01001_004E","Male","5 to 9 years",266
60475,"B01001_005E","Male","10 to 14 years",386
60475,"B01001_006E","Male","15 to 17 years",181
60475,"B01001_007E","Male","18 and 19 years",217
60475,"B01001_008E","Male","20 years",132
60475,"B01001_009E","Male","21 years",25
60475,"B01001_010E","Male","22 to 24 years",237
60475,"B01001_011E","Male","25 to 29 years",241
60475,"B01001_012E","Male","30 to 34 years",265
60475,"B01001_013E","Male","35 to 39 years",294
60475,"B01001_014E","Male","40 to 44 years",426
60475,"B01001_015E","Male","45 to 49 years",356
60475,"B01001_016E","Male","50 to 54 years",346
60475,"B01001_017E","Male","55 to 59 years",429
60475,"B01001_018E","Male","60 and 61 years",133
60475,"B01001_019E","Male","62 to 64 years",229
60475,"B01001_020E","Male","65 and 66 years",113
60475,"B01001_021E","Male","67 to 69 years",150
60475,"B01001_022E","Male","70 to 74 years",134
60475,"B01001_023E","Male","75 to 79 years",97
60475,"B01001_024E","Male","80 to 84 years",9
60475,"B01001_025E","Male","85 years and over",130
60475,"B01001_027E","Female","Under 5 years",320
60475,"B01001_028E","Female","5 to 9 years",240
60475,"B01001_029E","Female","10 to 14 years",264
60475,"B01001_030E","Female","15 to 17 years",155
60475,"B01001_031E","Female","18 and 19 years",53
60475,"B01001_032E","Female","20 years",45
60475,"B01001_033E","Female","21 years",44
60475,"B01001_034E","Female","22 to 24 years",269
60475,"B01001_035E","Female","25 to 29 years",318
60475,"B01001_036E","Female","30 to 34 years",269
60475,"B01001_037E","Female","35 to 39 years",304
60475,"B01001_038E","Female","40 to 44 years",342
60475,"B01001_039E","Female","45 to 49 years",412
60475,"B01001_040E","Female","50 to 54 years",331
60475,"B01001_041E","Female","55 to 59 years",316
60475,"B01001_042E","Female","60 and 61 years",55
60475,"B01001_043E","Female","62 to 64 years",248
60475,"B01001_044E","Female","65 and 66 years",125
60475,"B01001_045E","Female","67 to 69 years",108
60475,"B01001_046E","Female","70 to 74 years",168
60475,"B01001_047E","Female","75 to 79 years",98
60475,"B01001_048E","Female","80 to 84 years",94
60475,"B01001_049E","Female","85 years and over",98
60476,"B01001_003E","Male","Under 5 years",25
60476,"B01001_004E","Male","5 to 9 years",33
60476,"B01001_005E","Male","10 to 14 years",109
60476,"B01001_006E","Male","15 to 17 years",38
60476,"B01001_007E","Male","18 and 19 years",19
60476,"B01001_008E","Male","20 years",0
60476,"B01001_009E","Male","21 years",55
60476,"B01001_010E","Male","22 to 24 years",45
60476,"B01001_011E","Male","25 to 29 years",90
60476,"B01001_012E","Male","30 to 34 years",72
60476,"B01001_013E","Male","35 to 39 years",91
60476,"B01001_014E","Male","40 to 44 years",71
60476,"B01001_015E","Male","45 to 49 years",105
60476,"B01001_016E","Male","50 to 54 years",36
60476,"B01001_017E","Male","55 to 59 years",119
60476,"B01001_018E","Male","60 and 61 years",56
60476,"B01001_019E","Male","62 to 64 years",57
60476,"B01001_020E","Male","65 and 66 years",16
60476,"B01001_021E","Male","67 to 69 years",44
60476,"B01001_022E","Male","70 to 74 years",45
60476,"B01001_023E","Male","75 to 79 years",23
60476,"B01001_024E","Male","80 to 84 years",18
60476,"B01001_025E","Male","85 years and over",12
60476,"B01001_027E","Female","Under 5 years",37
60476,"B01001_028E","Female","5 to 9 years",66
60476,"B01001_029E","Female","10 to 14 years",33
60476,"B01001_030E","Female","15 to 17 years",82
60476,"B01001_031E","Female","18 and 19 years",48
60476,"B01001_032E","Female","20 years",5
60476,"B01001_033E","Female","21 years",0
60476,"B01001_034E","Female","22 to 24 years",51
60476,"B01001_035E","Female","25 to 29 years",139
60476,"B01001_036E","Female","30 to 34 years",72
60476,"B01001_037E","Female","35 to 39 years",37
60476,"B01001_038E","Female","40 to 44 years",102
60476,"B01001_039E","Female","45 to 49 years",90
60476,"B01001_040E","Female","50 to 54 years",89
60476,"B01001_041E","Female","55 to 59 years",59
60476,"B01001_042E","Female","60 and 61 years",106
60476,"B01001_043E","Female","62 to 64 years",45
60476,"B01001_044E","Female","65 and 66 years",33
60476,"B01001_045E","Female","67 to 69 years",45
60476,"B01001_046E","Female","70 to 74 years",55
60476,"B01001_047E","Female","75 to 79 years",61
60476,"B01001_048E","Female","80 to 84 years",69
60476,"B01001_049E","Female","85 years and over",47
60477,"B01001_003E","Male","Under 5 years",1200
60477,"B01001_004E","Male","5 to 9 years",1063
60477,"B01001_005E","Male","10 to 14 years",1240
60477,"B01001_006E","Male","15 to 17 years",677
60477,"B01001_007E","Male","18 and 19 years",280
60477,"B01001_008E","Male","20 years",177
60477,"B01001_009E","Male","21 years",287
60477,"B01001_010E","Male","22 to 24 years",554
60477,"B01001_011E","Male","25 to 29 years",1151
60477,"B01001_012E","Male","30 to 34 years",1738
60477,"B01001_013E","Male","35 to 39 years",1422
60477,"B01001_014E","Male","40 to 44 years",965
60477,"B01001_015E","Male","45 to 49 years",857
60477,"B01001_016E","Male","50 to 54 years",843
60477,"B01001_017E","Male","55 to 59 years",1499
60477,"B01001_018E","Male","60 and 61 years",582
60477,"B01001_019E","Male","62 to 64 years",630
60477,"B01001_020E","Male","65 and 66 years",358
60477,"B01001_021E","Male","67 to 69 years",684
60477,"B01001_022E","Male","70 to 74 years",636
60477,"B01001_023E","Male","75 to 79 years",418
60477,"B01001_024E","Male","80 to 84 years",347
60477,"B01001_025E","Male","85 years and over",344
60477,"B01001_027E","Female","Under 5 years",1298
60477,"B01001_028E","Female","5 to 9 years",1024
60477,"B01001_029E","Female","10 to 14 years",868
60477,"B01001_030E","Female","15 to 17 years",578
60477,"B01001_031E","Female","18 and 19 years",506
60477,"B01001_032E","Female","20 years",63
60477,"B01001_033E","Female","21 years",257
60477,"B01001_034E","Female","22 to 24 years",591
60477,"B01001_035E","Female","25 to 29 years",1330
60477,"B01001_036E","Female","30 to 34 years",1644
60477,"B01001_037E","Female","35 to 39 years",1028
60477,"B01001_038E","Female","40 to 44 years",902
60477,"B01001_039E","Female","45 to 49 years",1020
60477,"B01001_040E","Female","50 to 54 years",1472
60477,"B01001_041E","Female","55 to 59 years",1528
60477,"B01001_042E","Female","60 and 61 years",667
60477,"B01001_043E","Female","62 to 64 years",872
60477,"B01001_044E","Female","65 and 66 years",469
60477,"B01001_045E","Female","67 to 69 years",664
60477,"B01001_046E","Female","70 to 74 years",891
60477,"B01001_047E","Female","75 to 79 years",776
60477,"B01001_048E","Female","80 to 84 years",461
60477,"B01001_049E","Female","85 years and over",681
60478,"B01001_003E","Male","Under 5 years",232
60478,"B01001_004E","Male","5 to 9 years",316
60478,"B01001_005E","Male","10 to 14 years",708
60478,"B01001_006E","Male","15 to 17 years",437
60478,"B01001_007E","Male","18 and 19 years",188
60478,"B01001_008E","Male","20 years",74
60478,"B01001_009E","Male","21 years",47
60478,"B01001_010E","Male","22 to 24 years",315
60478,"B01001_011E","Male","25 to 29 years",477
60478,"B01001_012E","Male","30 to 34 years",409
60478,"B01001_013E","Male","35 to 39 years",386
60478,"B01001_014E","Male","40 to 44 years",570
60478,"B01001_015E","Male","45 to 49 years",441
60478,"B01001_016E","Male","50 to 54 years",380
60478,"B01001_017E","Male","55 to 59 years",661
60478,"B01001_018E","Male","60 and 61 years",318
60478,"B01001_019E","Male","62 to 64 years",276
60478,"B01001_020E","Male","65 and 66 years",161
60478,"B01001_021E","Male","67 to 69 years",401
60478,"B01001_022E","Male","70 to 74 years",217
60478,"B01001_023E","Male","75 to 79 years",182
60478,"B01001_024E","Male","80 to 84 years",68
60478,"B01001_025E","Male","85 years and over",125
60478,"B01001_027E","Female","Under 5 years",443
60478,"B01001_028E","Female","5 to 9 years",408
60478,"B01001_029E","Female","10 to 14 years",650
60478,"B01001_030E","Female","15 to 17 years",487
60478,"B01001_031E","Female","18 and 19 years",238
60478,"B01001_032E","Female","20 years",116
60478,"B01001_033E","Female","21 years",52
60478,"B01001_034E","Female","22 to 24 years",339
60478,"B01001_035E","Female","25 to 29 years",703
60478,"B01001_036E","Female","30 to 34 years",698
60478,"B01001_037E","Female","35 to 39 years",542
60478,"B01001_038E","Female","40 to 44 years",351
60478,"B01001_039E","Female","45 to 49 years",415
60478,"B01001_040E","Female","50 to 54 years",838
60478,"B01001_041E","Female","55 to 59 years",645
60478,"B01001_042E","Female","60 and 61 years",165
60478,"B01001_043E","Female","62 to 64 years",480
60478,"B01001_044E","Female","65 and 66 years",350
60478,"B01001_045E","Female","67 to 69 years",384
60478,"B01001_046E","Female","70 to 74 years",300
60478,"B01001_047E","Female","75 to 79 years",252
60478,"B01001_048E","Female","80 to 84 years",288
60478,"B01001_049E","Female","85 years and over",236
60480,"B01001_003E","Male","Under 5 years",118
60480,"B01001_004E","Male","5 to 9 years",100
60480,"B01001_005E","Male","10 to 14 years",147
60480,"B01001_006E","Male","15 to 17 years",98
60480,"B01001_007E","Male","18 and 19 years",45
60480,"B01001_008E","Male","20 years",61
60480,"B01001_009E","Male","21 years",14
60480,"B01001_010E","Male","22 to 24 years",71
60480,"B01001_011E","Male","25 to 29 years",112
60480,"B01001_012E","Male","30 to 34 years",187
60480,"B01001_013E","Male","35 to 39 years",161
60480,"B01001_014E","Male","40 to 44 years",64
60480,"B01001_015E","Male","45 to 49 years",120
60480,"B01001_016E","Male","50 to 54 years",142
60480,"B01001_017E","Male","55 to 59 years",230
60480,"B01001_018E","Male","60 and 61 years",100
60480,"B01001_019E","Male","62 to 64 years",116
60480,"B01001_020E","Male","65 and 66 years",109
60480,"B01001_021E","Male","67 to 69 years",164
60480,"B01001_022E","Male","70 to 74 years",168
60480,"B01001_023E","Male","75 to 79 years",88
60480,"B01001_024E","Male","80 to 84 years",80
60480,"B01001_025E","Male","85 years and over",26
60480,"B01001_027E","Female","Under 5 years",102
60480,"B01001_028E","Female","5 to 9 years",118
60480,"B01001_029E","Female","10 to 14 years",81
60480,"B01001_030E","Female","15 to 17 years",87
60480,"B01001_031E","Female","18 and 19 years",37
60480,"B01001_032E","Female","20 years",0
60480,"B01001_033E","Female","21 years",12
60480,"B01001_034E","Female","22 to 24 years",106
60480,"B01001_035E","Female","25 to 29 years",174
60480,"B01001_036E","Female","30 to 34 years",135
60480,"B01001_037E","Female","35 to 39 years",122
60480,"B01001_038E","Female","40 to 44 years",161
60480,"B01001_039E","Female","45 to 49 years",154
60480,"B01001_040E","Female","50 to 54 years",234
