census_name,clean_name,census_place_code,variable,sex,age,estimate,margin_of_error
"Indian Head Park village, Illinois",Indian Head Park,37257,B01001_039E,Female,45 to 49 years,80,63
"Indian Head Park village, Illinois",Indian Head Park,37257,B01001_040E,Female,50 to 54 years,109,54
"Indian Head Park village, Illinois",Indian Head Park,37257,B01001_041E,Female,55 to 59 years,86,58
"Indian Head Park village, Illinois",Indian Head Park,37257,B01001_042E,Female,60 and 61 years,81,53
"Indian Head Park village, Illinois",Indian Head Park,37257,B01001_043E,Female,62 to 64 years,96,67
"Indian Head Park village, Illinois",Indian Head Park,37257,B01001_044E,Female,65 and 66 years,103,84
"Indian Head Park village, Illinois",Indian Head Park,37257,B01001_045E,Female,67 to 69 years,201,100
"Indian Head Park village, Illinois",Indian Head Park,37257,B01001_046E,Female,70 to 74 years,126,65
"Indian Head Park village, Illinois",Indian Head Park,37257,B01001_047E,Female,75 to 79 years,182,94
"Indian Head Park village, Illinois",Indian Head Park,37257,B01001_048E,Female,80 to 84 years,50,44
"Indian Head Park village, Illinois",Indian Head Park,37257,B01001_049E,Female,85 years and over,149,76
"Inverness village, Illinois",Inverness,37608,B01001_003E,Male,Under 5 years,158,109
"Inverness village, Illinois",Inverness,37608,B01001_004E,Male,5 to 9 years,294,123
"Inverness village, Illinois",Inverness,37608,B01001_005E,Male,10 to 14 years,199,92
"Inverness village, Illinois",Inverness,37608,B01001_006E,Male,15 to 17 years,159,100
"Inverness village, Illinois",Inverness,37608,B01001_007E,Male,18 and 19 years,60,51
"Inverness village, Illinois",Inverness,37608,B01001_008E,Male,20 years,12,17
"Inverness village, Illinois",Inverness,37608,B01001_009E,Male,21 years,24,33
"Inverness village, Illinois",Inverness,37608,B01001_010E,Male,22 to 24 years,73,59
"Inverness village, Illinois",Inverness,37608,B01001_011E,Male,25 to 29 years,113,75
"Inverness village, Illinois",Inverness,37608,B01001_012E,Male,30 to 34 years,99,77
"Inverness village, Illinois",Inverness,37608,B01001_013E,Male,35 to 39 years,183,91
"Inverness village, Illinois",Inverness,37608,B01001_014E,Male,40 to 44 years,149,100
"Inverness village, Illinois",Inverness,37608,B01001_015E,Male,45 to 49 years,262,107
"Inverness village, Illinois",Inverness,37608,B01001_016E,Male,50 to 54 years,371,123
"Inverness village, Illinois",Inverness,37608,B01001_017E,Male,55 to 59 years,495,129
"Inverness village, Illinois",Inverness,37608,B01001_018E,Male,60 and 61 years,76,48
"Inverness village, Illinois",Inverness,37608,B01001_019E,Male,62 to 64 years,126,73
"Inverness village, Illinois",Inverness,37608,B01001_020E,Male,65 and 66 years,80,58
"Inverness village, Illinois",Inverness,37608,B01001_021E,Male,67 to 69 years,150,82
"Inverness village, Illinois",Inverness,37608,B01001_022E,Male,70 to 74 years,237,92
"Inverness village, Illinois",Inverness,37608,B01001_023E,Male,75 to 79 years,261,99
"Inverness village, Illinois",Inverness,37608,B01001_024E,Male,80 to 84 years,68,48
"Inverness village, Illinois",Inverness,37608,B01001_025E,Male,85 years and over,150,83
"Inverness village, Illinois",Inverness,37608,B01001_027E,Female,Under 5 years,101,60
"Inverness village, Illinois",Inverness,37608,B01001_028E,Female,5 to 9 years,166,79
"Inverness village, Illinois",Inverness,37608,B01001_029E,Female,10 to 14 years,347,130
"Inverness village, Illinois",Inverness,37608,B01001_030E,Female,15 to 17 years,141,69
"Inverness village, Illinois",Inverness,37608,B01001_031E,Female,18 and 19 years,49,42
"Inverness village, Illinois",Inverness,37608,B01001_032E,Female,20 years,2,4
"Inverness village, Illinois",Inverness,37608,B01001_033E,Female,21 years,0,16
"Inverness village, Illinois",Inverness,37608,B01001_034E,Female,22 to 24 years,69,53
"Inverness village, Illinois",Inverness,37608,B01001_035E,Female,25 to 29 years,107,70
"Inverness village, Illinois",Inverness,37608,B01001_036E,Female,30 to 34 years,158,98
"Inverness village, Illinois",Inverness,37608,B01001_037E,Female,35 to 39 years,103,57
"Inverness village, Illinois",Inverness,37608,B01001_038E,Female,40 to 44 years,189,86
"Inverness village, Illinois",Inverness,37608,B01001_039E,Female,45 to 49 years,338,118
"Inverness village, Illinois",Inverness,37608,B01001_040E,Female,50 to 54 years,361,109
"Inverness village, Illinois",Inverness,37608,B01001_041E,Female,55 to 59 years,364,123
"Inverness village, Illinois",Inverness,37608,B01001_042E,Female,60 and 61 years,121,74
"Inverness village, Illinois",Inverness,37608,B01001_043E,Female,62 to 64 years,178,84
"Inverness village, Illinois",Inverness,37608,B01001_044E,Female,65 and 66 years,79,53
"Inverness village, Illinois",Inverness,37608,B01001_045E,Female,67 to 69 years,127,89
"Inverness village, Illinois",Inverness,37608,B01001_046E,Female,70 to 74 years,309,108
"Inverness village, Illinois",Inverness,37608,B01001_047E,Female,75 to 79 years,301,122
"Inverness village, Illinois",Inverness,37608,B01001_048E,Female,80 to 84 years,25,26
"Inverness village, Illinois",Inverness,37608,B01001_049E,Female,85 years and over,199,98
"Justice village, Illinois",Justice,38830,B01001_003E,Male,Under 5 years,697,229
"Justice village, Illinois",Justice,38830,B01001_004E,Male,5 to 9 years,491,168
"Justice village, Illinois",Justice,38830,B01001_005E,Male,10 to 14 years,371,129
"Justice village, Illinois",Justice,38830,B01001_006E,Male,15 to 17 years,101,68
"Justice village, Illinois",Justice,38830,B01001_007E,Male,18 and 19 years,232,136
"Justice village, Illinois",Justice,38830,B01001_008E,Male,20 years,62,63
"Justice village, Illinois",Justice,38830,B01001_009E,Male,21 years,84,81
"Justice village, Illinois",Justice,38830,B01001_010E,Male,22 to 24 years,215,101
"Justice village, Illinois",Justice,38830,B01001_011E,Male,25 to 29 years,447,147
"Justice village, Illinois",Justice,38830,B01001_012E,Male,30 to 34 years,466,184
"Justice village, Illinois",Justice,38830,B01001_013E,Male,35 to 39 years,501,144
"Justice village, Illinois",Justice,38830,B01001_014E,Male,40 to 44 years,563,199
"Justice village, Illinois",Justice,38830,B01001_015E,Male,45 to 49 years,208,97
"Justice village, Illinois",Justice,38830,B01001_016E,Male,50 to 54 years,260,91
"Justice village, Illinois",Justice,38830,B01001_017E,Male,55 to 59 years,383,133
"Justice village, Illinois",Justice,38830,B01001_018E,Male,60 and 61 years,120,71
"Justice village, Illinois",Justice,38830,B01001_019E,Male,62 to 64 years,186,96
"Justice village, Illinois",Justice,38830,B01001_020E,Male,65 and 66 years,93,52
"Justice village, Illinois",Justice,38830,B01001_021E,Male,67 to 69 years,159,75
"Justice village, Illinois",Justice,38830,B01001_022E,Male,70 to 74 years,119,54
"Justice village, Illinois",Justice,38830,B01001_023E,Male,75 to 79 years,61,40
"Justice village, Illinois",Justice,38830,B01001_024E,Male,80 to 84 years,82,62
"Justice village, Illinois",Justice,38830,B01001_025E,Male,85 years and over,55,39
"Justice village, Illinois",Justice,38830,B01001_027E,Female,Under 5 years,701,211
"Justice village, Illinois",Justice,38830,B01001_028E,Female,5 to 9 years,296,129
"Justice village, Illinois",Justice,38830,B01001_029E,Female,10 to 14 years,455,147
"Justice village, Illinois",Justice,38830,B01001_030E,Female,15 to 17 years,337,150
"Justice village, Illinois",Justice,38830,B01001_031E,Female,18 and 19 years,105,53
"Justice village, Illinois",Justice,38830,B01001_032E,Female,20 years,131,79
"Justice village, Illinois",Justice,38830,B01001_033E,Female,21 years,21,25
"Justice village, Illinois",Justice,38830,B01001_034E,Female,22 to 24 years,388,183
"Justice village, Illinois",Justice,38830,B01001_035E,Female,25 to 29 years,747,167
"Justice village, Illinois",Justice,38830,B01001_036E,Female,30 to 34 years,431,144
"Justice village, Illinois",Justice,38830,B01001_037E,Female,35 to 39 years,483,126
"Justice village, Illinois",Justice,38830,B01001_038E,Female,40 to 44 years,527,161
"Justice village, Illinois",Justice,38830,B01001_039E,Female,45 to 49 years,304,111
"Justice village, Illinois",Justice,38830,B01001_040E,Female,50 to 54 years,361,119
"Justice village, Illinois",Justice,38830,B01001_041E,Female,55 to 59 years,352,137
"Justice village, Illinois",Justice,38830,B01001_042E,Female,60 and 61 years,178,92
"Justice village, Illinois",Justice,38830,B01001_043E,Female,62 to 64 years,210,106
"Justice village, Illinois",Justice,38830,B01001_044E,Female,65 and 66 years,122,69
"Justice village, Illinois",Justice,38830,B01001_045E,Female,67 to 69 years,192,69
"Justice village, Illinois",Justice,38830,B01001_046E,Female,70 to 74 years,131,60
"Justice village, Illinois",Justice,38830,B01001_047E,Female,75 to 79 years,200,80
"Justice village, Illinois",Justice,38830,B01001_048E,Female,80 to 84 years,75,46
"Justice village, Illinois",Justice,38830,B01001_049E,Female,85 years and over,97,68
"Kenilworth village, Illinois",Kenilworth,39519,B01001_003E,Male,Under 5 years,52,25
"Kenilworth village, Illinois",Kenilworth,39519,B01001_004E,Male,5 to 9 years,138,35
"Kenilworth village, Illinois",Kenilworth,39519,B01001_005E,Male,10 to 14 years,169,36
"Kenilworth village, Illinois",Kenilworth,39519,B01001_006E,Male,15 to 17 years,76,33
"Kenilworth village, Illinois",Kenilworth,39519,B01001_007E,Male,18 and 19 years,45,26
"Kenilworth village, Illinois",Kenilworth,39519,B01001_008E,Male,20 years,12,13
"Kenilworth village, Illinois",Kenilworth,39519,B01001_009E,Male,21 years,4,6
"Kenilworth village, Illinois",Kenilworth,39519,B01001_010E,Male,22 to 24 years,41,31
"Kenilworth village, Illinois",Kenilworth,39519,B01001_011E,Male,25 to 29 years,13,14
"Kenilworth village, Illinois",Kenilworth,39519,B01001_012E,Male,30 to 34 years,0,11
"Kenilworth village, Illinois",Kenilworth,39519,B01001_013E,Male,35 to 39 years,60,26
"Kenilworth village, Illinois",Kenilworth,39519,B01001_014E,Male,40 to 44 years,61,27
"Kenilworth village, Illinois",Kenilworth,39519,B01001_015E,Male,45 to 49 years,79,28
"Kenilworth village, Illinois",Kenilworth,39519,B01001_016E,Male,50 to 54 years,96,30
"Kenilworth village, Illinois",Kenilworth,39519,B01001_017E,Male,55 to 59 years,142,34
"Kenilworth village, Illinois",Kenilworth,39519,B01001_018E,Male,60 and 61 years,37,22
"Kenilworth village, Illinois",Kenilworth,39519,B01001_019E,Male,62 to 64 years,44,26
"Kenilworth village, Illinois",Kenilworth,39519,B01001_020E,Male,65 and 66 years,16,14
"Kenilworth village, Illinois",Kenilworth,39519,B01001_021E,Male,67 to 69 years,16,16
"Kenilworth village, Illinois",Kenilworth,39519,B01001_022E,Male,70 to 74 years,45,23
"Kenilworth village, Illinois",Kenilworth,39519,B01001_023E,Male,75 to 79 years,26,19
"Kenilworth village, Illinois",Kenilworth,39519,B01001_024E,Male,80 to 84 years,32,23
"Kenilworth village, Illinois",Kenilworth,39519,B01001_025E,Male,85 years and over,56,31
"Kenilworth village, Illinois",Kenilworth,39519,B01001_027E,Female,Under 5 years,100,34
"Kenilworth village, Illinois",Kenilworth,39519,B01001_028E,Female,5 to 9 years,85,32
"Kenilworth village, Illinois",Kenilworth,39519,B01001_029E,Female,10 to 14 years,114,42
"Kenilworth village, Illinois",Kenilworth,39519,B01001_030E,Female,15 to 17 years,58,21
"Kenilworth village, Illinois",Kenilworth,39519,B01001_031E,Female,18 and 19 years,20,17
"Kenilworth village, Illinois",Kenilworth,39519,B01001_032E,Female,20 years,25,24
"Kenilworth village, Illinois",Kenilworth,39519,B01001_033E,Female,21 years,0,11
"Kenilworth village, Illinois",Kenilworth,39519,B01001_034E,Female,22 to 24 years,32,20
"Kenilworth village, Illinois",Kenilworth,39519,B01001_035E,Female,25 to 29 years,24,28
"Kenilworth village, Illinois",Kenilworth,39519,B01001_036E,Female,30 to 34 years,23,22
"Kenilworth village, Illinois",Kenilworth,39519,B01001_037E,Female,35 to 39 years,60,27
"Kenilworth village, Illinois",Kenilworth,39519,B01001_038E,Female,40 to 44 years,82,26
"Kenilworth village, Illinois",Kenilworth,39519,B01001_039E,Female,45 to 49 years,101,29
"Kenilworth village, Illinois",Kenilworth,39519,B01001_040E,Female,50 to 54 years,83,31
"Kenilworth village, Illinois",Kenilworth,39519,B01001_041E,Female,55 to 59 years,130,40
"Kenilworth village, Illinois",Kenilworth,39519,B01001_042E,Female,60 and 61 years,39,24
"Kenilworth village, Illinois",Kenilworth,39519,B01001_043E,Female,62 to 64 years,47,25
"Kenilworth village, Illinois",Kenilworth,39519,B01001_044E,Female,65 and 66 years,26,19
"Kenilworth village, Illinois",Kenilworth,39519,B01001_045E,Female,67 to 69 years,26,20
"Kenilworth village, Illinois",Kenilworth,39519,B01001_046E,Female,70 to 74 years,55,26
"Kenilworth village, Illinois",Kenilworth,39519,B01001_047E,Female,75 to 79 years,34,19
"Kenilworth village, Illinois",Kenilworth,39519,B01001_048E,Female,80 to 84 years,21,18
"Kenilworth village, Illinois",Kenilworth,39519,B01001_049E,Female,85 years and over,15,16
"La Grange village, Illinois",La Grange,40767,B01001_003E,Male,Under 5 years,436,111
"La Grange village, Illinois",La Grange,40767,B01001_004E,Male,5 to 9 years,485,101
"La Grange village, Illinois",La Grange,40767,B01001_005E,Male,10 to 14 years,962,190
"La Grange village, Illinois",La Grange,40767,B01001_006E,Male,15 to 17 years,431,100
"La Grange village, Illinois",La Grange,40767,B01001_007E,Male,18 and 19 years,202,79
"La Grange village, Illinois",La Grange,40767,B01001_008E,Male,20 years,61,46
"La Grange village, Illinois",La Grange,40767,B01001_009E,Male,21 years,30,29
"La Grange village, Illinois",La Grange,40767,B01001_010E,Male,22 to 24 years,130,50
"La Grange village, Illinois",La Grange,40767,B01001_011E,Male,25 to 29 years,158,58
"La Grange village, Illinois",La Grange,40767,B01001_012E,Male,30 to 34 years,335,111
"La Grange village, Illinois",La Grange,40767,B01001_013E,Male,35 to 39 years,497,113
"La Grange village, Illinois",La Grange,40767,B01001_014E,Male,40 to 44 years,527,128
"La Grange village, Illinois",La Grange,40767,B01001_015E,Male,45 to 49 years,663,111
"La Grange village, Illinois",La Grange,40767,B01001_016E,Male,50 to 54 years,569,106
"La Grange village, Illinois",La Grange,40767,B01001_017E,Male,55 to 59 years,523,110
"La Grange village, Illinois",La Grange,40767,B01001_018E,Male,60 and 61 years,183,83
"La Grange village, Illinois",La Grange,40767,B01001_019E,Male,62 to 64 years,273,86
"La Grange village, Illinois",La Grange,40767,B01001_020E,Male,65 and 66 years,85,58
"La Grange village, Illinois",La Grange,40767,B01001_021E,Male,67 to 69 years,217,70
"La Grange village, Illinois",La Grange,40767,B01001_022E,Male,70 to 74 years,206,62
"La Grange village, Illinois",La Grange,40767,B01001_023E,Male,75 to 79 years,214,57
"La Grange village, Illinois",La Grange,40767,B01001_024E,Male,80 to 84 years,101,48
"La Grange village, Illinois",La Grange,40767,B01001_025E,Male,85 years and over,102,54
"La Grange village, Illinois",La Grange,40767,B01001_027E,Female,Under 5 years,537,131
"La Grange village, Illinois",La Grange,40767,B01001_028E,Female,5 to 9 years,558,123
"La Grange village, Illinois",La Grange,40767,B01001_029E,Female,10 to 14 years,620,107
"La Grange village, Illinois",La Grange,40767,B01001_030E,Female,15 to 17 years,408,85
"La Grange village, Illinois",La Grange,40767,B01001_031E,Female,18 and 19 years,158,66
"La Grange village, Illinois",La Grange,40767,B01001_032E,Female,20 years,115,83
"La Grange village, Illinois",La Grange,40767,B01001_033E,Female,21 years,57,35
"La Grange village, Illinois",La Grange,40767,B01001_034E,Female,22 to 24 years,145,71
"La Grange village, Illinois",La Grange,40767,B01001_035E,Female,25 to 29 years,202,96
"La Grange village, Illinois",La Grange,40767,B01001_036E,Female,30 to 34 years,386,84
"La Grange village, Illinois",La Grange,40767,B01001_037E,Female,35 to 39 years,547,128
"La Grange village, Illinois",La Grange,40767,B01001_038E,Female,40 to 44 years,547,112
"La Grange village, Illinois",La Grange,40767,B01001_039E,Female,45 to 49 years,689,112
"La Grange village, Illinois",La Grange,40767,B01001_040E,Female,50 to 54 years,554,97
"La Grange village, Illinois",La Grange,40767,B01001_041E,Female,55 to 59 years,544,103
"La Grange village, Illinois",La Grange,40767,B01001_042E,Female,60 and 61 years,219,78
"La Grange village, Illinois",La Grange,40767,B01001_043E,Female,62 to 64 years,314,67
"La Grange village, Illinois",La Grange,40767,B01001_044E,Female,65 and 66 years,172,67
"La Grange village, Illinois",La Grange,40767,B01001_045E,Female,67 to 69 years,241,77
"La Grange village, Illinois",La Grange,40767,B01001_046E,Female,70 to 74 years,330,75
"La Grange village, Illinois",La Grange,40767,B01001_047E,Female,75 to 79 years,260,98
"La Grange village, Illinois",La Grange,40767,B01001_048E,Female,80 to 84 years,188,66
"La Grange village, Illinois",La Grange,40767,B01001_049E,Female,85 years and over,364,115
"La Grange Park village, Illinois",La Grange Park,40793,B01001_003E,Male,Under 5 years,395,129
"La Grange Park village, Illinois",La Grange Park,40793,B01001_004E,Male,5 to 9 years,421,100
"La Grange Park village, Illinois",La Grange Park,40793,B01001_005E,Male,10 to 14 years,555,141
"La Grange Park village, Illinois",La Grange Park,40793,B01001_006E,Male,15 to 17 years,309,131
"La Grange Park village, Illinois",La Grange Park,40793,B01001_007E,Male,18 and 19 years,68,59
"La Grange Park village, Illinois",La Grange Park,40793,B01001_008E,Male,20 years,55,43
"La Grange Park village, Illinois",La Grange Park,40793,B01001_009E,Male,21 years,33,41
"La Grange Park village, Illinois",La Grange Park,40793,B01001_010E,Male,22 to 24 years,139,78
"La Grange Park village, Illinois",La Grange Park,40793,B01001_011E,Male,25 to 29 years,314,104
"La Grange Park village, Illinois",La Grange Park,40793,B01001_012E,Male,30 to 34 years,278,87
"La Grange Park village, Illinois",La Grange Park,40793,B01001_013E,Male,35 to 39 years,503,129
"La Grange Park village, Illinois",La Grange Park,40793,B01001_014E,Male,40 to 44 years,423,130
"La Grange Park village, Illinois",La Grange Park,40793,B01001_015E,Male,45 to 49 years,414,104
"La Grange Park village, Illinois",La Grange Park,40793,B01001_016E,Male,50 to 54 years,545,123
"La Grange Park village, Illinois",La Grange Park,40793,B01001_017E,Male,55 to 59 years,346,85
"La Grange Park village, Illinois",La Grange Park,40793,B01001_018E,Male,60 and 61 years,174,66
"La Grange Park village, Illinois",La Grange Park,40793,B01001_019E,Male,62 to 64 years,255,105
"La Grange Park village, Illinois",La Grange Park,40793,B01001_020E,Male,65 and 66 years,79,44
"La Grange Park village, Illinois",La Grange Park,40793,B01001_021E,Male,67 to 69 years,120,60
"La Grange Park village, Illinois",La Grange Park,40793,B01001_022E,Male,70 to 74 years,344,97
"La Grange Park village, Illinois",La Grange Park,40793,B01001_023E,Male,75 to 79 years,145,55
"La Grange Park village, Illinois",La Grange Park,40793,B01001_024E,Male,80 to 84 years,131,65
"La Grange Park village, Illinois",La Grange Park,40793,B01001_025E,Male,85 years and over,189,72
"La Grange Park village, Illinois",La Grange Park,40793,B01001_027E,Female,Under 5 years,433,170
"La Grange Park village, Illinois",La Grange Park,40793,B01001_028E,Female,5 to 9 years,544,137
"La Grange Park village, Illinois",La Grange Park,40793,B01001_029E,Female,10 to 14 years,539,144
"La Grange Park village, Illinois",La Grange Park,40793,B01001_030E,Female,15 to 17 years,315,99
"La Grange Park village, Illinois",La Grange Park,40793,B01001_031E,Female,18 and 19 years,127,96
"La Grange Park village, Illinois",La Grange Park,40793,B01001_032E,Female,20 years,76,85
"La Grange Park village, Illinois",La Grange Park,40793,B01001_033E,Female,21 years,68,58
"La Grange Park village, Illinois",La Grange Park,40793,B01001_034E,Female,22 to 24 years,239,119
"La Grange Park village, Illinois",La Grange Park,40793,B01001_035E,Female,25 to 29 years,251,85
"La Grange Park village, Illinois",La Grange Park,40793,B01001_036E,Female,30 to 34 years,430,123
"La Grange Park village, Illinois",La Grange Park,40793,B01001_037E,Female,35 to 39 years,491,96
"La Grange Park village, Illinois",La Grange Park,40793,B01001_038E,Female,40 to 44 years,431,110
"La Grange Park village, Illinois",La Grange Park,40793,B01001_039E,Female,45 to 49 years,544,136
"La Grange Park village, Illinois",La Grange Park,40793,B01001_040E,Female,50 to 54 years,604,123
"La Grange Park village, Illinois",La Grange Park,40793,B01001_041E,Female,55 to 59 years,382,96
"La Grange Park village, Illinois",La Grange Park,40793,B01001_042E,Female,60 and 61 years,98,54
"La Grange Park village, Illinois",La Grange Park,40793,B01001_043E,Female,62 to 64 years,137,55
"La Grange Park village, Illinois",La Grange Park,40793,B01001_044E,Female,65 and 66 years,206,79
"La Grange Park village, Illinois",La Grange Park,40793,B01001_045E,Female,67 to 69 years,230,69
"La Grange Park village, Illinois",La Grange Park,40793,B01001_046E,Female,70 to 74 years,287,102
"La Grange Park village, Illinois",La Grange Park,40793,B01001_047E,Female,75 to 79 years,134,65
"La Grange Park village, Illinois",La Grange Park,40793,B01001_048E,Female,80 to 84 years,166,59
"La Grange Park village, Illinois",La Grange Park,40793,B01001_049E,Female,85 years and over,428,90
"Lansing village, Illinois",Lansing,42028,B01001_003E,Male,Under 5 years,727,266
"Lansing village, Illinois",Lansing,42028,B01001_004E,Male,5 to 9 years,827,329
"Lansing village, Illinois",Lansing,42028,B01001_005E,Male,10 to 14 years,865,209
"Lansing village, Illinois",Lansing,42028,B01001_006E,Male,15 to 17 years,920,213
"Lansing village, Illinois",Lansing,42028,B01001_007E,Male,18 and 19 years,274,111
"Lansing village, Illinois",Lansing,42028,B01001_008E,Male,20 years,116,68
"Lansing village, Illinois",Lansing,42028,B01001_009E,Male,21 years,108,70
"Lansing village, Illinois",Lansing,42028,B01001_010E,Male,22 to 24 years,434,163
"Lansing village, Illinois",Lansing,42028,B01001_011E,Male,25 to 29 years,746,289
"Lansing village, Illinois",Lansing,42028,B01001_012E,Male,30 to 34 years,551,163
"Lansing village, Illinois",Lansing,42028,B01001_013E,Male,35 to 39 years,709,181
"Lansing village, Illinois",Lansing,42028,B01001_014E,Male,40 to 44 years,720,199
"Lansing village, Illinois",Lansing,42028,B01001_015E,Male,45 to 49 years,974,223
"Lansing village, Illinois",Lansing,42028,B01001_016E,Male,50 to 54 years,775,186
"Lansing village, Illinois",Lansing,42028,B01001_017E,Male,55 to 59 years,730,176
"Lansing village, Illinois",Lansing,42028,B01001_018E,Male,60 and 61 years,333,115
"Lansing village, Illinois",Lansing,42028,B01001_019E,Male,62 to 64 years,556,170
"Lansing village, Illinois",Lansing,42028,B01001_020E,Male,65 and 66 years,401,105
"Lansing village, Illinois",Lansing,42028,B01001_021E,Male,67 to 69 years,303,109
"Lansing village, Illinois",Lansing,42028,B01001_022E,Male,70 to 74 years,503,150
"Lansing village, Illinois",Lansing,42028,B01001_023E,Male,75 to 79 years,328,143
"Lansing village, Illinois",Lansing,42028,B01001_024E,Male,80 to 84 years,231,79
"Lansing village, Illinois",Lansing,42028,B01001_025E,Male,85 years and over,193,79
"Lansing village, Illinois",Lansing,42028,B01001_027E,Female,Under 5 years,666,195
"Lansing village, Illinois",Lansing,42028,B01001_028E,Female,5 to 9 years,997,251
"Lansing village, Illinois",Lansing,42028,B01001_029E,Female,10 to 14 years,1005,246
"Lansing village, Illinois",Lansing,42028,B01001_030E,Female,15 to 17 years,659,208
"Lansing village, Illinois",Lansing,42028,B01001_031E,Female,18 and 19 years,481,171
"Lansing village, Illinois",Lansing,42028,B01001_032E,Female,20 years,197,150
"Lansing village, Illinois",Lansing,42028,B01001_033E,Female,21 years,347,176
"Lansing village, Illinois",Lansing,42028,B01001_034E,Female,22 to 24 years,587,186
"Lansing village, Illinois",Lansing,42028,B01001_035E,Female,25 to 29 years,869,231
"Lansing village, Illinois",Lansing,42028,B01001_036E,Female,30 to 34 years,664,224
"Lansing village, Illinois",Lansing,42028,B01001_037E,Female,35 to 39 years,1049,255
"Lansing village, Illinois",Lansing,42028,B01001_038E,Female,40 to 44 years,1322,253
"Lansing village, Illinois",Lansing,42028,B01001_039E,Female,45 to 49 years,1060,211
"Lansing village, Illinois",Lansing,42028,B01001_040E,Female,50 to 54 years,1010,237
"Lansing village, Illinois",Lansing,42028,B01001_041E,Female,55 to 59 years,1012,215
"Lansing village, Illinois",Lansing,42028,B01001_042E,Female,60 and 61 years,448,177
"Lansing village, Illinois",Lansing,42028,B01001_043E,Female,62 to 64 years,806,263
"Lansing village, Illinois",Lansing,42028,B01001_044E,Female,65 and 66 years,355,123
"Lansing village, Illinois",Lansing,42028,B01001_045E,Female,67 to 69 years,612,168
"Lansing village, Illinois",Lansing,42028,B01001_046E,Female,70 to 74 years,485,111
"Lansing village, Illinois",Lansing,42028,B01001_047E,Female,75 to 79 years,307,90
"Lansing village, Illinois",Lansing,42028,B01001_048E,Female,80 to 84 years,264,110
"Lansing village, Illinois",Lansing,42028,B01001_049E,Female,85 years and over,378,137
"Cook County (part), Lemont village, Illinois",Lemont,42795,B01001_003E,Male,Under 5 years,361,119
"Cook County (part), Lemont village, Illinois",Lemont,42795,B01001_004E,Male,5 to 9 years,686,171
"Cook County (part), Lemont village, Illinois",Lemont,42795,B01001_005E,Male,10 to 14 years,634,200
"Cook County (part), Lemont village, Illinois",Lemont,42795,B01001_006E,Male,15 to 17 years,343,122
"Cook County (part), Lemont village, Illinois",Lemont,42795,B01001_007E,Male,18 and 19 years,150,72
"Cook County (part), Lemont village, Illinois",Lemont,42795,B01001_008E,Male,20 years,64,43
"Cook County (part), Lemont village, Illinois",Lemont,42795,B01001_009E,Male,21 years,136,72
"Cook County (part), Lemont village, Illinois",Lemont,42795,B01001_010E,Male,22 to 24 years,134,75
"Cook County (part), Lemont village, Illinois",Lemont,42795,B01001_011E,Male,25 to 29 years,461,221
"Cook County (part), Lemont village, Illinois",Lemont,42795,B01001_012E,Male,30 to 34 years,323,111
"Cook County (part), Lemont village, Illinois",Lemont,42795,B01001_013E,Male,35 to 39 years,590,138
"Cook County (part), Lemont village, Illinois",Lemont,42795,B01001_014E,Male,40 to 44 years,362,112
"Cook County (part), Lemont village, Illinois",Lemont,42795,B01001_015E,Male,45 to 49 years,727,191
"Cook County (part), Lemont village, Illinois",Lemont,42795,B01001_016E,Male,50 to 54 years,431,131
"Cook County (part), Lemont village, Illinois",Lemont,42795,B01001_017E,Male,55 to 59 years,757,169
"Cook County (part), Lemont village, Illinois",Lemont,42795,B01001_018E,Male,60 and 61 years,337,126
"Cook County (part), Lemont village, Illinois",Lemont,42795,B01001_019E,Male,62 to 64 years,377,134
"Cook County (part), Lemont village, Illinois",Lemont,42795,B01001_020E,Male,65 and 66 years,193,90
"Cook County (part), Lemont village, Illinois",Lemont,42795,B01001_021E,Male,67 to 69 years,410,153
"Cook County (part), Lemont village, Illinois",Lemont,42795,B01001_022E,Male,70 to 74 years,261,88
"Cook County (part), Lemont village, Illinois",Lemont,42795,B01001_023E,Male,75 to 79 years,187,83
"Cook County (part), Lemont village, Illinois",Lemont,42795,B01001_024E,Male,80 to 84 years,274,116
"Cook County (part), Lemont village, Illinois",Lemont,42795,B01001_025E,Male,85 years and over,79,52
"Cook County (part), Lemont village, Illinois",Lemont,42795,B01001_027E,Female,Under 5 years,320,118
"Cook County (part), Lemont village, Illinois",Lemont,42795,B01001_028E,Female,5 to 9 years,634,203
"Cook County (part), Lemont village, Illinois",Lemont,42795,B01001_029E,Female,10 to 14 years,601,185
"Cook County (part), Lemont village, Illinois",Lemont,42795,B01001_030E,Female,15 to 17 years,362,127
"Cook County (part), Lemont village, Illinois",Lemont,42795,B01001_031E,Female,18 and 19 years,102,61
"Cook County (part), Lemont village, Illinois",Lemont,42795,B01001_032E,Female,20 years,47,41
"Cook County (part), Lemont village, Illinois",Lemont,42795,B01001_033E,Female,21 years,18,28
"Cook County (part), Lemont village, Illinois",Lemont,42795,B01001_034E,Female,22 to 24 years,342,117
"Cook County (part), Lemont village, Illinois",Lemont,42795,B01001_035E,Female,25 to 29 years,292,115
"Cook County (part), Lemont village, Illinois",Lemont,42795,B01001_036E,Female,30 to 34 years,561,175
"Cook County (part), Lemont village, Illinois",Lemont,42795,B01001_037E,Female,35 to 39 years,467,142
"Cook County (part), Lemont village, Illinois",Lemont,42795,B01001_038E,Female,40 to 44 years,323,111
