census_name,clean_name,census_place_code,variable,sex,age,estimate,margin_of_error
"Bellwood village, Illinois",Bellwood,04975,B01001_016E,Male,50 to 54 years,534,163
"Bellwood village, Illinois",Bellwood,04975,B01001_017E,Male,55 to 59 years,543,168
"Bellwood village, Illinois",Bellwood,04975,B01001_018E,Male,60 and 61 years,268,121
"Bellwood village, Illinois",Bellwood,04975,B01001_019E,Male,62 to 64 years,183,89
"Bellwood village, Illinois",Bellwood,04975,B01001_020E,Male,65 and 66 years,120,52
"Bellwood village, Illinois",Bellwood,04975,B01001_021E,Male,67 to 69 years,206,74
"Bellwood village, Illinois",Bellwood,04975,B01001_022E,Male,70 to 74 years,481,151
"Bellwood village, Illinois",Bellwood,04975,B01001_023E,Male,75 to 79 years,217,93
"Bellwood village, Illinois",Bellwood,04975,B01001_024E,Male,80 to 84 years,114,65
"Bellwood village, Illinois",Bellwood,04975,B01001_025E,Male,85 years and over,25,24
"Bellwood village, Illinois",Bellwood,04975,B01001_027E,Female,Under 5 years,729,215
"Bellwood village, Illinois",Bellwood,04975,B01001_028E,Female,5 to 9 years,680,213
"Bellwood village, Illinois",Bellwood,04975,B01001_029E,Female,10 to 14 years,576,205
"Bellwood village, Illinois",Bellwood,04975,B01001_030E,Female,15 to 17 years,149,73
"Bellwood village, Illinois",Bellwood,04975,B01001_031E,Female,18 and 19 years,288,134
"Bellwood village, Illinois",Bellwood,04975,B01001_032E,Female,20 years,90,63
"Bellwood village, Illinois",Bellwood,04975,B01001_033E,Female,21 years,287,144
"Bellwood village, Illinois",Bellwood,04975,B01001_034E,Female,22 to 24 years,503,151
"Bellwood village, Illinois",Bellwood,04975,B01001_035E,Female,25 to 29 years,798,236
"Bellwood village, Illinois",Bellwood,04975,B01001_036E,Female,30 to 34 years,652,195
"Bellwood village, Illinois",Bellwood,04975,B01001_037E,Female,35 to 39 years,644,189
"Bellwood village, Illinois",Bellwood,04975,B01001_038E,Female,40 to 44 years,475,158
"Bellwood village, Illinois",Bellwood,04975,B01001_039E,Female,45 to 49 years,563,158
"Bellwood village, Illinois",Bellwood,04975,B01001_040E,Female,50 to 54 years,511,146
"Bellwood village, Illinois",Bellwood,04975,B01001_041E,Female,55 to 59 years,877,182
"Bellwood village, Illinois",Bellwood,04975,B01001_042E,Female,60 and 61 years,290,107
"Bellwood village, Illinois",Bellwood,04975,B01001_043E,Female,62 to 64 years,489,132
"Bellwood village, Illinois",Bellwood,04975,B01001_044E,Female,65 and 66 years,245,113
"Bellwood village, Illinois",Bellwood,04975,B01001_045E,Female,67 to 69 years,375,108
"Bellwood village, Illinois",Bellwood,04975,B01001_046E,Female,70 to 74 years,511,153
"Bellwood village, Illinois",Bellwood,04975,B01001_047E,Female,75 to 79 years,250,92
"Bellwood village, Illinois",Bellwood,04975,B01001_048E,Female,80 to 84 years,162,72
"Bellwood village, Illinois",Bellwood,04975,B01001_049E,Female,85 years and over,153,86
"Cook County (part), Bensenville village, Illinois",Bensenville,05248,B01001_003E,Male,Under 5 years,0,11
"Cook County (part), Bensenville village, Illinois",Bensenville,05248,B01001_004E,Male,5 to 9 years,0,11
"Cook County (part), Bensenville village, Illinois",Bensenville,05248,B01001_005E,Male,10 to 14 years,0,11
"Cook County (part), Bensenville village, Illinois",Bensenville,05248,B01001_006E,Male,15 to 17 years,0,11
"Cook County (part), Bensenville village, Illinois",Bensenville,05248,B01001_007E,Male,18 and 19 years,0,11
"Cook County (part), Bensenville village, Illinois",Bensenville,05248,B01001_008E,Male,20 years,0,11
"Cook County (part), Bensenville village, Illinois",Bensenville,05248,B01001_009E,Male,21 years,0,11
"Cook County (part), Bensenville village, Illinois",Bensenville,05248,B01001_010E,Male,22 to 24 years,0,11
"Cook County (part), Bensenville village, Illinois",Bensenville,05248,B01001_011E,Male,25 to 29 years,0,11
"Cook County (part), Bensenville village, Illinois",Bensenville,05248,B01001_012E,Male,30 to 34 years,0,11
"Cook County (part), Bensenville village, Illinois",Bensenville,05248,B01001_013E,Male,35 to 39 years,0,11
"Cook County (part), Bensenville village, Illinois",Bensenville,05248,B01001_014E,Male,40 to 44 years,0,11
"Cook County (part), Bensenville village, Illinois",Bensenville,05248,B01001_015E,Male,45 to 49 years,0,11
"Cook County (part), Bensenville village, Illinois",Bensenville,05248,B01001_016E,Male,50 to 54 years,0,11
"Cook County (part), Bensenville village, Illinois",Bensenville,05248,B01001_017E,Male,55 to 59 years,0,11
"Cook County (part), Bensenville village, Illinois",Bensenville,05248,B01001_018E,Male,60 and 61 years,0,11
"Cook County (part), Bensenville village, Illinois",Bensenville,05248,B01001_019E,Male,62 to 64 years,0,11
"Cook County (part), Bensenville village, Illinois",Bensenville,05248,B01001_020E,Male,65 and 66 years,0,11
"Cook County (part), Bensenville village, Illinois",Bensenville,05248,B01001_021E,Male,67 to 69 years,0,11
"Cook County (part), Bensenville village, Illinois",Bensenville,05248,B01001_022E,Male,70 to 74 years,0,11
"Cook County (part), Bensenville village, Illinois",Bensenville,05248,B01001_023E,Male,75 to 79 years,0,11
"Cook County (part), Bensenville village, Illinois",Bensenville,05248,B01001_024E,Male,80 to 84 years,0,11
"Cook County (part), Bensenville village, Illinois",Bensenville,05248,B01001_025E,Male,85 years and over,0,11
"Cook County (part), Bensenville village, Illinois",Bensenville,05248,B01001_027E,Female,Under 5 years,0,11
"Cook County (part), Bensenville village, Illinois",Bensenville,05248,B01001_028E,Female,5 to 9 years,0,11
"Cook County (part), Bensenville village, Illinois",Bensenville,05248,B01001_029E,Female,10 to 14 years,0,11
"Cook County (part), Bensenville village, Illinois",Bensenville,05248,B01001_030E,Female,15 to 17 years,0,11
"Cook County (part), Bensenville village, Illinois",Bensenville,05248,B01001_031E,Female,18 and 19 years,0,11
"Cook County (part), Bensenville village, Illinois",Bensenville,05248,B01001_032E,Female,20 years,0,11
"Cook County (part), Bensenville village, Illinois",Bensenville,05248,B01001_033E,Female,21 years,0,11
"Cook County (part), Bensenville village, Illinois",Bensenville,05248,B01001_034E,Female,22 to 24 years,0,11
"Cook County (part), Bensenville village, Illinois",Bensenville,05248,B01001_035E,Female,25 to 29 years,0,11
"Cook County (part), Bensenville village, Illinois",Bensenville,05248,B01001_036E,Female,30 to 34 years,0,11
"Cook County (part), Bensenville village, Illinois",Bensenville,05248,B01001_037E,Female,35 to 39 years,0,11
"Cook County (part), Bensenville village, Illinois",Bensenville,05248,B01001_038E,Female,40 to 44 years,0,11
"Cook County (part), Bensenville village, Illinois",Bensenville,05248,B01001_039E,Female,45 to 49 years,0,11
"Cook County (part), Bensenville village, Illinois",Bensenville,05248,B01001_040E,Female,50 to 54 years,0,11
"Cook County (part), Bensenville village, Illinois",Bensenville,05248,B01001_041E,Female,55 to 59 years,0,11
"Cook County (part), Bensenville village, Illinois",Bensenville,05248,B01001_042E,Female,60 and 61 years,0,11
"Cook County (part), Bensenville village, Illinois",Bensenville,05248,B01001_043E,Female,62 to 64 years,0,11
"Cook County (part), Bensenville village, Illinois",Bensenville,05248,B01001_044E,Female,65 and 66 years,0,11
"Cook County (part), Bensenville village, Illinois",Bensenville,05248,B01001_045E,Female,67 to 69 years,0,11
"Cook County (part), Bensenville village, Illinois",Bensenville,05248,B01001_046E,Female,70 to 74 years,0,11
"Cook County (part), Bensenville village, Illinois",Bensenville,05248,B01001_047E,Female,75 to 79 years,0,11
"Cook County (part), Bensenville village, Illinois",Bensenville,05248,B01001_048E,Female,80 to 84 years,0,11
"Cook County (part), Bensenville village, Illinois",Bensenville,05248,B01001_049E,Female,85 years and over,0,11
"Berkeley village, Illinois",Berkeley,05404,B01001_003E,Male,Under 5 years,248,160
"Berkeley village, Illinois",Berkeley,05404,B01001_004E,Male,5 to 9 years,153,78
"Berkeley village, Illinois",Berkeley,05404,B01001_005E,Male,10 to 14 years,160,90
"Berkeley village, Illinois",Berkeley,05404,B01001_006E,Male,15 to 17 years,95,69
"Berkeley village, Illinois",Berkeley,05404,B01001_007E,Male,18 and 19 years,54,40
"Berkeley village, Illinois",Berkeley,05404,B01001_008E,Male,20 years,29,31
"Berkeley village, Illinois",Berkeley,05404,B01001_009E,Male,21 years,58,56
"Berkeley village, Illinois",Berkeley,05404,B01001_010E,Male,22 to 24 years,75,46
"Berkeley village, Illinois",Berkeley,05404,B01001_011E,Male,25 to 29 years,139,77
"Berkeley village, Illinois",Berkeley,05404,B01001_012E,Male,30 to 34 years,272,140
"Berkeley village, Illinois",Berkeley,05404,B01001_013E,Male,35 to 39 years,104,51
"Berkeley village, Illinois",Berkeley,05404,B01001_014E,Male,40 to 44 years,122,95
"Berkeley village, Illinois",Berkeley,05404,B01001_015E,Male,45 to 49 years,99,46
"Berkeley village, Illinois",Berkeley,05404,B01001_016E,Male,50 to 54 years,225,82
"Berkeley village, Illinois",Berkeley,05404,B01001_017E,Male,55 to 59 years,325,98
"Berkeley village, Illinois",Berkeley,05404,B01001_018E,Male,60 and 61 years,69,42
"Berkeley village, Illinois",Berkeley,05404,B01001_019E,Male,62 to 64 years,87,53
"Berkeley village, Illinois",Berkeley,05404,B01001_020E,Male,65 and 66 years,63,45
"Berkeley village, Illinois",Berkeley,05404,B01001_021E,Male,67 to 69 years,45,28
"Berkeley village, Illinois",Berkeley,05404,B01001_022E,Male,70 to 74 years,84,42
"Berkeley village, Illinois",Berkeley,05404,B01001_023E,Male,75 to 79 years,86,53
"Berkeley village, Illinois",Berkeley,05404,B01001_024E,Male,80 to 84 years,52,34
"Berkeley village, Illinois",Berkeley,05404,B01001_025E,Male,85 years and over,60,48
"Berkeley village, Illinois",Berkeley,05404,B01001_027E,Female,Under 5 years,72,74
"Berkeley village, Illinois",Berkeley,05404,B01001_028E,Female,5 to 9 years,149,83
"Berkeley village, Illinois",Berkeley,05404,B01001_029E,Female,10 to 14 years,100,58
"Berkeley village, Illinois",Berkeley,05404,B01001_030E,Female,15 to 17 years,98,70
"Berkeley village, Illinois",Berkeley,05404,B01001_031E,Female,18 and 19 years,38,51
"Berkeley village, Illinois",Berkeley,05404,B01001_032E,Female,20 years,10,17
"Berkeley village, Illinois",Berkeley,05404,B01001_033E,Female,21 years,50,64
"Berkeley village, Illinois",Berkeley,05404,B01001_034E,Female,22 to 24 years,86,71
"Berkeley village, Illinois",Berkeley,05404,B01001_035E,Female,25 to 29 years,194,82
"Berkeley village, Illinois",Berkeley,05404,B01001_036E,Female,30 to 34 years,287,121
"Berkeley village, Illinois",Berkeley,05404,B01001_037E,Female,35 to 39 years,131,73
"Berkeley village, Illinois",Berkeley,05404,B01001_038E,Female,40 to 44 years,105,69
"Berkeley village, Illinois",Berkeley,05404,B01001_039E,Female,45 to 49 years,109,72
"Berkeley village, Illinois",Berkeley,05404,B01001_040E,Female,50 to 54 years,197,72
"Berkeley village, Illinois",Berkeley,05404,B01001_041E,Female,55 to 59 years,203,63
"Berkeley village, Illinois",Berkeley,05404,B01001_042E,Female,60 and 61 years,33,26
"Berkeley village, Illinois",Berkeley,05404,B01001_043E,Female,62 to 64 years,145,68
"Berkeley village, Illinois",Berkeley,05404,B01001_044E,Female,65 and 66 years,37,27
"Berkeley village, Illinois",Berkeley,05404,B01001_045E,Female,67 to 69 years,20,21
"Berkeley village, Illinois",Berkeley,05404,B01001_046E,Female,70 to 74 years,151,67
"Berkeley village, Illinois",Berkeley,05404,B01001_047E,Female,75 to 79 years,61,51
"Berkeley village, Illinois",Berkeley,05404,B01001_048E,Female,80 to 84 years,26,25
"Berkeley village, Illinois",Berkeley,05404,B01001_049E,Female,85 years and over,110,63
"Berwyn city, Illinois",Berwyn,05573,B01001_003E,Male,Under 5 years,2040,357
"Berwyn city, Illinois",Berwyn,05573,B01001_004E,Male,5 to 9 years,1877,373
"Berwyn city, Illinois",Berwyn,05573,B01001_005E,Male,10 to 14 years,2766,434
"Berwyn city, Illinois",Berwyn,05573,B01001_006E,Male,15 to 17 years,1254,316
"Berwyn city, Illinois",Berwyn,05573,B01001_007E,Male,18 and 19 years,438,148
"Berwyn city, Illinois",Berwyn,05573,B01001_008E,Male,20 years,367,150
"Berwyn city, Illinois",Berwyn,05573,B01001_009E,Male,21 years,551,173
"Berwyn city, Illinois",Berwyn,05573,B01001_010E,Male,22 to 24 years,1279,272
"Berwyn city, Illinois",Berwyn,05573,B01001_011E,Male,25 to 29 years,1678,314
"Berwyn city, Illinois",Berwyn,05573,B01001_012E,Male,30 to 34 years,2109,367
"Berwyn city, Illinois",Berwyn,05573,B01001_013E,Male,35 to 39 years,2265,414
"Berwyn city, Illinois",Berwyn,05573,B01001_014E,Male,40 to 44 years,2015,323
"Berwyn city, Illinois",Berwyn,05573,B01001_015E,Male,45 to 49 years,1769,284
"Berwyn city, Illinois",Berwyn,05573,B01001_016E,Male,50 to 54 years,1653,258
"Berwyn city, Illinois",Berwyn,05573,B01001_017E,Male,55 to 59 years,1502,279
"Berwyn city, Illinois",Berwyn,05573,B01001_018E,Male,60 and 61 years,663,225
"Berwyn city, Illinois",Berwyn,05573,B01001_019E,Male,62 to 64 years,884,217
"Berwyn city, Illinois",Berwyn,05573,B01001_020E,Male,65 and 66 years,523,156
"Berwyn city, Illinois",Berwyn,05573,B01001_021E,Male,67 to 69 years,524,139
"Berwyn city, Illinois",Berwyn,05573,B01001_022E,Male,70 to 74 years,629,158
"Berwyn city, Illinois",Berwyn,05573,B01001_023E,Male,75 to 79 years,466,154
"Berwyn city, Illinois",Berwyn,05573,B01001_024E,Male,80 to 84 years,284,125
"Berwyn city, Illinois",Berwyn,05573,B01001_025E,Male,85 years and over,296,119
"Berwyn city, Illinois",Berwyn,05573,B01001_027E,Female,Under 5 years,1979,398
"Berwyn city, Illinois",Berwyn,05573,B01001_028E,Female,5 to 9 years,1959,363
"Berwyn city, Illinois",Berwyn,05573,B01001_029E,Female,10 to 14 years,1939,412
"Berwyn city, Illinois",Berwyn,05573,B01001_030E,Female,15 to 17 years,1243,283
"Berwyn city, Illinois",Berwyn,05573,B01001_031E,Female,18 and 19 years,635,196
"Berwyn city, Illinois",Berwyn,05573,B01001_032E,Female,20 years,211,115
"Berwyn city, Illinois",Berwyn,05573,B01001_033E,Female,21 years,592,236
"Berwyn city, Illinois",Berwyn,05573,B01001_034E,Female,22 to 24 years,1320,311
"Berwyn city, Illinois",Berwyn,05573,B01001_035E,Female,25 to 29 years,1526,281
"Berwyn city, Illinois",Berwyn,05573,B01001_036E,Female,30 to 34 years,1869,296
"Berwyn city, Illinois",Berwyn,05573,B01001_037E,Female,35 to 39 years,2327,337
"Berwyn city, Illinois",Berwyn,05573,B01001_038E,Female,40 to 44 years,1973,333
"Berwyn city, Illinois",Berwyn,05573,B01001_039E,Female,45 to 49 years,2081,350
"Berwyn city, Illinois",Berwyn,05573,B01001_040E,Female,50 to 54 years,1672,277
"Berwyn city, Illinois",Berwyn,05573,B01001_041E,Female,55 to 59 years,1588,260
"Berwyn city, Illinois",Berwyn,05573,B01001_042E,Female,60 and 61 years,800,211
"Berwyn city, Illinois",Berwyn,05573,B01001_043E,Female,62 to 64 years,899,211
"Berwyn city, Illinois",Berwyn,05573,B01001_044E,Female,65 and 66 years,364,140
"Berwyn city, Illinois",Berwyn,05573,B01001_045E,Female,67 to 69 years,571,141
"Berwyn city, Illinois",Berwyn,05573,B01001_046E,Female,70 to 74 years,718,170
"Berwyn city, Illinois",Berwyn,05573,B01001_047E,Female,75 to 79 years,410,141
"Berwyn city, Illinois",Berwyn,05573,B01001_048E,Female,80 to 84 years,568,175
"Berwyn city, Illinois",Berwyn,05573,B01001_049E,Female,85 years and over,331,124
"Blue Island city, Illinois",Blue Island,06704,B01001_003E,Male,Under 5 years,523,177
"Blue Island city, Illinois",Blue Island,06704,B01001_004E,Male,5 to 9 years,731,238
"Blue Island city, Illinois",Blue Island,06704,B01001_005E,Male,10 to 14 years,1026,235
"Blue Island city, Illinois",Blue Island,06704,B01001_006E,Male,15 to 17 years,460,150
"Blue Island city, Illinois",Blue Island,06704,B01001_007E,Male,18 and 19 years,507,156
"Blue Island city, Illinois",Blue Island,06704,B01001_008E,Male,20 years,199,126
"Blue Island city, Illinois",Blue Island,06704,B01001_009E,Male,21 years,331,144
"Blue Island city, Illinois",Blue Island,06704,B01001_010E,Male,22 to 24 years,418,154
"Blue Island city, Illinois",Blue Island,06704,B01001_011E,Male,25 to 29 years,774,194
"Blue Island city, Illinois",Blue Island,06704,B01001_012E,Male,30 to 34 years,787,252
"Blue Island city, Illinois",Blue Island,06704,B01001_013E,Male,35 to 39 years,873,233
"Blue Island city, Illinois",Blue Island,06704,B01001_014E,Male,40 to 44 years,666,184
