zcta,variable,sex,age,total_pop,pop_in_cook
60641,P012014,Male,40 to 44 years,2716,2716
60641,P012015,Male,45 to 49 years,2554,2554
60641,P012016,Male,50 to 54 years,2398,2398
60641,P012017,Male,55 to 59 years,2158,2158
60641,P012018,Male,60 and 61 years,725,725
60641,P012019,Male,62 to 64 years,955,955
60641,P012020,Male,65 and 66 years,446,446
60641,P012021,Male,67 to 69 years,514,514
60641,P012022,Male,70 to 74 years,655,655
60641,P012023,Male,75 to 79 years,448,448
60641,P012024,Male,80 to 84 years,288,288
60641,P012025,Male,85 years and over,225,225
60641,P012027,Female,Under 5 years,2726,2726
60641,P012028,Female,5 to 9 years,2311,2311
60641,P012029,Female,10 to 14 years,2253,2253
60641,P012030,Female,15 to 17 years,1380,1380
60641,P012031,Female,18 and 19 years,822,822
60641,P012032,Female,20 years,465,465
60641,P012033,Female,21 years,470,470
60641,P012034,Female,22 to 24 years,1643,1643
60641,P012035,Female,25 to 29 years,3069,3069
60641,P012036,Female,30 to 34 years,2795,2795
60641,P012037,Female,35 to 39 years,2611,2611
60641,P012038,Female,40 to 44 years,2490,2490
60641,P012039,Female,45 to 49 years,2435,2435
60641,P012040,Female,50 to 54 years,2637,2637
60641,P012041,Female,55 to 59 years,2194,2194
60641,P012042,Female,60 and 61 years,784,784
60641,P012043,Female,62 to 64 years,1070,1070
60641,P012044,Female,65 and 66 years,514,514
60641,P012045,Female,67 to 69 years,593,593
60641,P012046,Female,70 to 74 years,913,913
60641,P012047,Female,75 to 79 years,683,683
60641,P012048,Female,80 to 84 years,571,571
60641,P012049,Female,85 years and over,556,556
60642,P012003,Male,Under 5 years,528,528
60642,P012004,Male,5 to 9 years,280,280
60642,P012005,Male,10 to 14 years,267,267
60642,P012006,Male,15 to 17 years,170,170
60642,P012007,Male,18 and 19 years,97,97
60642,P012008,Male,20 years,93,93
60642,P012009,Male,21 years,114,114
60642,P012010,Male,22 to 24 years,624,624
60642,P012011,Male,25 to 29 years,1928,1928
60642,P012012,Male,30 to 34 years,1761,1761
60642,P012013,Male,35 to 39 years,1073,1073
60642,P012014,Male,40 to 44 years,625,625
60642,P012015,Male,45 to 49 years,453,453
60642,P012016,Male,50 to 54 years,431,431
60642,P012017,Male,55 to 59 years,397,397
60642,P012018,Male,60 and 61 years,124,124
60642,P012019,Male,62 to 64 years,165,165
60642,P012020,Male,65 and 66 years,82,82
60642,P012021,Male,67 to 69 years,92,92
60642,P012022,Male,70 to 74 years,147,147
60642,P012023,Male,75 to 79 years,93,93
60642,P012024,Male,80 to 84 years,67,67
60642,P012025,Male,85 years and over,41,41
60642,P012027,Female,Under 5 years,521,521
60642,P012028,Female,5 to 9 years,260,260
60642,P012029,Female,10 to 14 years,292,292
60642,P012030,Female,15 to 17 years,152,152
60642,P012031,Female,18 and 19 years,128,128
60642,P012032,Female,20 years,91,91
60642,P012033,Female,21 years,105,105
60642,P012034,Female,22 to 24 years,653,653
60642,P012035,Female,25 to 29 years,1925,1925
60642,P012036,Female,30 to 34 years,1558,1558
60642,P012037,Female,35 to 39 years,838,838
60642,P012038,Female,40 to 44 years,470,470
60642,P012039,Female,45 to 49 years,373,373
60642,P012040,Female,50 to 54 years,350,350
60642,P012041,Female,55 to 59 years,262,262
60642,P012042,Female,60 and 61 years,98,98
60642,P012043,Female,62 to 64 years,136,136
60642,P012044,Female,65 and 66 years,87,87
60642,P012045,Female,67 to 69 years,110,110
60642,P012046,Female,70 to 74 years,152,152
60642,P012047,Female,75 to 79 years,120,120
60642,P012048,Female,80 to 84 years,84,84
60642,P012049,Female,85 years and over,63,63
60643,P012003,Male,Under 5 years,1346,1346
60643,P012004,Male,5 to 9 years,1604,1604
60643,P012005,Male,10 to 14 years,1835,1835
60643,P012006,Male,15 to 17 years,1337,1337
60643,P012007,Male,18 and 19 years,692,692
60643,P012008,Male,20 years,284,284
60643,P012009,Male,21 years,285,285
60643,P012010,Male,22 to 24 years,766,766
60643,P012011,Male,25 to 29 years,1094,1094
60643,P012012,Male,30 to 34 years,1130,1130
60643,P012013,Male,35 to 39 years,1202,1202
60643,P012014,Male,40 to 44 years,1508,1508
60643,P012015,Male,45 to 49 years,1721,1721
60643,P012016,Male,50 to 54 years,1801,1801
60643,P012017,Male,55 to 59 years,1537,1537
60643,P012018,Male,60 and 61 years,611,611
60643,P012019,Male,62 to 64 years,719,719
60643,P012020,Male,65 and 66 years,391,391
60643,P012021,Male,67 to 69 years,552,552
60643,P012022,Male,70 to 74 years,787,787
60643,P012023,Male,75 to 79 years,727,727
60643,P012024,Male,80 to 84 years,413,413
60643,P012025,Male,85 years and over,299,299
60643,P012027,Female,Under 5 years,1347,1347
60643,P012028,Female,5 to 9 years,1584,1584
60643,P012029,Female,10 to 14 years,1880,1880
60643,P012030,Female,15 to 17 years,1362,1362
60643,P012031,Female,18 and 19 years,711,711
60643,P012032,Female,20 years,274,274
60643,P012033,Female,21 years,259,259
60643,P012034,Female,22 to 24 years,831,831
60643,P012035,Female,25 to 29 years,1251,1251
60643,P012036,Female,30 to 34 years,1314,1314
60643,P012037,Female,35 to 39 years,1703,1703
60643,P012038,Female,40 to 44 years,1724,1724
60643,P012039,Female,45 to 49 years,2056,2056
60643,P012040,Female,50 to 54 years,2187,2187
60643,P012041,Female,55 to 59 years,2088,2088
60643,P012042,Female,60 and 61 years,780,780
60643,P012043,Female,62 to 64 years,955,955
60643,P012044,Female,65 and 66 years,557,557
60643,P012045,Female,67 to 69 years,808,808
60643,P012046,Female,70 to 74 years,1307,1307
60643,P012047,Female,75 to 79 years,982,982
60643,P012048,Female,80 to 84 years,635,635
60643,P012049,Female,85 years and over,716,716
60644,P012003,Male,Under 5 years,1863,1863
60644,P012004,Male,5 to 9 years,1792,1792
60644,P012005,Male,10 to 14 years,1921,1921
60644,P012006,Male,15 to 17 years,1363,1363
60644,P012007,Male,18 and 19 years,754,754
60644,P012008,Male,20 years,346,346
60644,P012009,Male,21 years,316,316
60644,P012010,Male,22 to 24 years,912,912
60644,P012011,Male,25 to 29 years,1409,1409
60644,P012012,Male,30 to 34 years,1366,1366
60644,P012013,Male,35 to 39 years,1254,1254
60644,P012014,Male,40 to 44 years,1301,1301
60644,P012015,Male,45 to 49 years,1585,1585
60644,P012016,Male,50 to 54 years,1609,1609
60644,P012017,Male,55 to 59 years,1270,1270
60644,P012018,Male,60 and 61 years,466,466
60644,P012019,Male,62 to 64 years,533,533
60644,P012020,Male,65 and 66 years,353,353
60644,P012021,Male,67 to 69 years,420,420
60644,P012022,Male,70 to 74 years,610,610
60644,P012023,Male,75 to 79 years,416,416
60644,P012024,Male,80 to 84 years,240,240
60644,P012025,Male,85 years and over,115,115
60644,P012027,Female,Under 5 years,1808,1808
60644,P012028,Female,5 to 9 years,1647,1647
60644,P012029,Female,10 to 14 years,1844,1844
60644,P012030,Female,15 to 17 years,1382,1382
60644,P012031,Female,18 and 19 years,895,895
60644,P012032,Female,20 years,470,470
60644,P012033,Female,21 years,417,417
60644,P012034,Female,22 to 24 years,1172,1172
60644,P012035,Female,25 to 29 years,1913,1913
60644,P012036,Female,30 to 34 years,1675,1675
60644,P012037,Female,35 to 39 years,1631,1631
60644,P012038,Female,40 to 44 years,1653,1653
60644,P012039,Female,45 to 49 years,1827,1827
60644,P012040,Female,50 to 54 years,1938,1938
60644,P012041,Female,55 to 59 years,1571,1571
60644,P012042,Female,60 and 61 years,539,539
60644,P012043,Female,62 to 64 years,690,690
60644,P012044,Female,65 and 66 years,385,385
60644,P012045,Female,67 to 69 years,597,597
60644,P012046,Female,70 to 74 years,970,970
60644,P012047,Female,75 to 79 years,673,673
60644,P012048,Female,80 to 84 years,403,403
60644,P012049,Female,85 years and over,334,334
60645,P012003,Male,Under 5 years,1915,1915
60645,P012004,Male,5 to 9 years,1759,1759
60645,P012005,Male,10 to 14 years,1500,1500
60645,P012006,Male,15 to 17 years,875,875
60645,P012007,Male,18 and 19 years,507,507
60645,P012008,Male,20 years,250,250
60645,P012009,Male,21 years,283,283
60645,P012010,Male,22 to 24 years,865,865
60645,P012011,Male,25 to 29 years,1705,1705
60645,P012012,Male,30 to 34 years,1655,1655
60645,P012013,Male,35 to 39 years,1643,1643
60645,P012014,Male,40 to 44 years,1560,1560
60645,P012015,Male,45 to 49 years,1554,1554
60645,P012016,Male,50 to 54 years,1484,1484
60645,P012017,Male,55 to 59 years,1361,1361
60645,P012018,Male,60 and 61 years,486,486
60645,P012019,Male,62 to 64 years,574,574
60645,P012020,Male,65 and 66 years,304,304
60645,P012021,Male,67 to 69 years,355,355
60645,P012022,Male,70 to 74 years,434,434
60645,P012023,Male,75 to 79 years,380,380
60645,P012024,Male,80 to 84 years,318,318
60645,P012025,Male,85 years and over,311,311
60645,P012027,Female,Under 5 years,1874,1874
60645,P012028,Female,5 to 9 years,1712,1712
60645,P012029,Female,10 to 14 years,1528,1528
60645,P012030,Female,15 to 17 years,897,897
60645,P012031,Female,18 and 19 years,516,516
60645,P012032,Female,20 years,267,267
60645,P012033,Female,21 years,250,250
60645,P012034,Female,22 to 24 years,905,905
60645,P012035,Female,25 to 29 years,1716,1716
60645,P012036,Female,30 to 34 years,1704,1704
60645,P012037,Female,35 to 39 years,1607,1607
60645,P012038,Female,40 to 44 years,1472,1472
60645,P012039,Female,45 to 49 years,1594,1594
60645,P012040,Female,50 to 54 years,1544,1544
60645,P012041,Female,55 to 59 years,1457,1457
60645,P012042,Female,60 and 61 years,500,500
60645,P012043,Female,62 to 64 years,655,655
60645,P012044,Female,65 and 66 years,348,348
60645,P012045,Female,67 to 69 years,414,414
60645,P012046,Female,70 to 74 years,639,639
60645,P012047,Female,75 to 79 years,498,498
60645,P012048,Female,80 to 84 years,464,464
60645,P012049,Female,85 years and over,635,635
60646,P012003,Male,Under 5 years,825,825
60646,P012004,Male,5 to 9 years,899,899
60646,P012005,Male,10 to 14 years,868,868
60646,P012006,Male,15 to 17 years,456,456
60646,P012007,Male,18 and 19 years,247,247
60646,P012008,Male,20 years,112,112
60646,P012009,Male,21 years,106,106
60646,P012010,Male,22 to 24 years,395,395
60646,P012011,Male,25 to 29 years,589,589
60646,P012012,Male,30 to 34 years,617,617
60646,P012013,Male,35 to 39 years,856,856
60646,P012014,Male,40 to 44 years,997,997
60646,P012015,Male,45 to 49 years,1076,1076
60646,P012016,Male,50 to 54 years,1054,1054
60646,P012017,Male,55 to 59 years,902,902
60646,P012018,Male,60 and 61 years,351,351
60646,P012019,Male,62 to 64 years,470,470
60646,P012020,Male,65 and 66 years,233,233
60646,P012021,Male,67 to 69 years,353,353
60646,P012022,Male,70 to 74 years,491,491
60646,P012023,Male,75 to 79 years,469,469
60646,P012024,Male,80 to 84 years,328,328
60646,P012025,Male,85 years and over,259,259
60646,P012027,Female,Under 5 years,777,777
60646,P012028,Female,5 to 9 years,911,911
60646,P012029,Female,10 to 14 years,857,857
60646,P012030,Female,15 to 17 years,472,472
60646,P012031,Female,18 and 19 years,224,224
60646,P012032,Female,20 years,91,91
60646,P012033,Female,21 years,111,111
60646,P012034,Female,22 to 24 years,383,383
60646,P012035,Female,25 to 29 years,616,616
60646,P012036,Female,30 to 34 years,671,671
60646,P012037,Female,35 to 39 years,914,914
60646,P012038,Female,40 to 44 years,1009,1009
60646,P012039,Female,45 to 49 years,1123,1123
60646,P012040,Female,50 to 54 years,1096,1096
60646,P012041,Female,55 to 59 years,1004,1004
60646,P012042,Female,60 and 61 years,356,356
60646,P012043,Female,62 to 64 years,506,506
60646,P012044,Female,65 and 66 years,293,293
60646,P012045,Female,67 to 69 years,433,433
60646,P012046,Female,70 to 74 years,687,687
60646,P012047,Female,75 to 79 years,533,533
60646,P012048,Female,80 to 84 years,531,531
60646,P012049,Female,85 years and over,626,626
60647,P012003,Male,Under 5 years,3270,3270
60647,P012004,Male,5 to 9 years,2633,2633
60647,P012005,Male,10 to 14 years,2417,2417
60647,P012006,Male,15 to 17 years,1457,1457
60647,P012007,Male,18 and 19 years,985,985
60647,P012008,Male,20 years,590,590
60647,P012009,Male,21 years,635,635
60647,P012010,Male,22 to 24 years,2667,2667
60647,P012011,Male,25 to 29 years,6399,6399
60647,P012012,Male,30 to 34 years,5816,5816
60647,P012013,Male,35 to 39 years,4283,4283
60647,P012014,Male,40 to 44 years,3107,3107
60647,P012015,Male,45 to 49 years,2574,2574
60647,P012016,Male,50 to 54 years,2110,2110
60647,P012017,Male,55 to 59 years,1711,1711
60647,P012018,Male,60 and 61 years,597,597
60647,P012019,Male,62 to 64 years,775,775
60647,P012020,Male,65 and 66 years,376,376
60647,P012021,Male,67 to 69 years,416,416
60647,P012022,Male,70 to 74 years,564,564
60647,P012023,Male,75 to 79 years,378,378
60647,P012024,Male,80 to 84 years,243,243
60647,P012025,Male,85 years and over,165,165
60647,P012027,Female,Under 5 years,3259,3259
60647,P012028,Female,5 to 9 years,2395,2395
60647,P012029,Female,10 to 14 years,2266,2266
60647,P012030,Female,15 to 17 years,1514,1514
60647,P012031,Female,18 and 19 years,972,972
60647,P012032,Female,20 years,624,624
60647,P012033,Female,21 years,617,617
60647,P012034,Female,22 to 24 years,2875,2875
60647,P012035,Female,25 to 29 years,6301,6301
60647,P012036,Female,30 to 34 years,5405,5405
60647,P012037,Female,35 to 39 years,3700,3700
60647,P012038,Female,40 to 44 years,2815,2815
60647,P012039,Female,45 to 49 years,2283,2283
60647,P012040,Female,50 to 54 years,2045,2045
60647,P012041,Female,55 to 59 years,1737,1737
60647,P012042,Female,60 and 61 years,618,618
60647,P012043,Female,62 to 64 years,764,764
60647,P012044,Female,65 and 66 years,406,406
60647,P012045,Female,67 to 69 years,580,580
60647,P012046,Female,70 to 74 years,703,703
60647,P012047,Female,75 to 79 years,513,513
60647,P012048,Female,80 to 84 years,367,367
60647,P012049,Female,85 years and over,364,364
60649,P012003,Male,Under 5 years,1498,1498
60649,P012004,Male,5 to 9 years,1382,1382
60649,P012005,Male,10 to 14 years,1498,1498
60649,P012006,Male,15 to 17 years,915,915
60649,P012007,Male,18 and 19 years,605,605
60649,P012008,Male,20 years,276,276
60649,P012009,Male,21 years,275,275
60649,P012010,Male,22 to 24 years,774,774
60649,P012011,Male,25 to 29 years,1386,1386
60649,P012012,Male,30 to 34 years,1317,1317
60649,P012013,Male,35 to 39 years,1255,1255
60649,P012014,Male,40 to 44 years,1384,1384
60649,P012015,Male,45 to 49 years,1435,1435
60649,P012016,Male,50 to 54 years,1593,1593
60649,P012017,Male,55 to 59 years,1371,1371
60649,P012018,Male,60 and 61 years,455,455
60649,P012019,Male,62 to 64 years,646,646
60649,P012020,Male,65 and 66 years,365,365
60649,P012021,Male,67 to 69 years,445,445
60649,P012022,Male,70 to 74 years,592,592
60649,P012023,Male,75 to 79 years,386,386
60649,P012024,Male,80 to 84 years,275,275
60649,P012025,Male,85 years and over,206,206
60649,P012027,Female,Under 5 years,1496,1496
60649,P012028,Female,5 to 9 years,1418,1418
60649,P012029,Female,10 to 14 years,1439,1439
60649,P012030,Female,15 to 17 years,1006,1006
60649,P012031,Female,18 and 19 years,649,649
60649,P012032,Female,20 years,339,339
60649,P012033,Female,21 years,372,372
60649,P012034,Female,22 to 24 years,1095,1095
60649,P012035,Female,25 to 29 years,2043,2043
60649,P012036,Female,30 to 34 years,1749,1749
60649,P012037,Female,35 to 39 years,1682,1682
60649,P012038,Female,40 to 44 years,1704,1704
60649,P012039,Female,45 to 49 years,1938,1938
60649,P012040,Female,50 to 54 years,2134,2134
60649,P012041,Female,55 to 59 years,1896,1896
60649,P012042,Female,60 and 61 years,694,694
60649,P012043,Female,62 to 64 years,796,796
60649,P012044,Female,65 and 66 years,492,492
60649,P012045,Female,67 to 69 years,682,682
60649,P012046,Female,70 to 74 years,860,860
60649,P012047,Female,75 to 79 years,715,715
60649,P012048,Female,80 to 84 years,534,534
60649,P012049,Female,85 years and over,583,583
60651,P012003,Male,Under 5 years,2656,2656
60651,P012004,Male,5 to 9 years,2473,2473
60651,P012005,Male,10 to 14 years,2633,2633
60651,P012006,Male,15 to 17 years,1720,1720
60651,P012007,Male,18 and 19 years,1083,1083
60651,P012008,Male,20 years,566,566
60651,P012009,Male,21 years,504,504
60651,P012010,Male,22 to 24 years,1494,1494
60651,P012011,Male,25 to 29 years,2280,2280
60651,P012012,Male,30 to 34 years,2125,2125
60651,P012013,Male,35 to 39 years,2029,2029
60651,P012014,Male,40 to 44 years,1747,1747
60651,P012015,Male,45 to 49 years,1844,1844
60651,P012016,Male,50 to 54 years,1867,1867
60651,P012017,Male,55 to 59 years,1643,1643
60651,P012018,Male,60 and 61 years,606,606
60651,P012019,Male,62 to 64 years,794,794
60651,P012020,Male,65 and 66 years,429,429
60651,P012021,Male,67 to 69 years,510,510
60651,P012022,Male,70 to 74 years,601,601
60651,P012023,Male,75 to 79 years,389,389
60651,P012024,Male,80 to 84 years,228,228
60651,P012025,Male,85 years and over,124,124
60651,P012027,Female,Under 5 years,2666,2666
60651,P012028,Female,5 to 9 years,2383,2383
60651,P012029,Female,10 to 14 years,2540,2540
60651,P012030,Female,15 to 17 years,1744,1744
60651,P012031,Female,18 and 19 years,1152,1152
60651,P012032,Female,20 years,546,546
60651,P012033,Female,21 years,539,539
60651,P012034,Female,22 to 24 years,1536,1536
60651,P012035,Female,25 to 29 years,2584,2584
60651,P012036,Female,30 to 34 years,2462,2462
60651,P012037,Female,35 to 39 years,2157,2157
60651,P012038,Female,40 to 44 years,2039,2039
60651,P012039,Female,45 to 49 years,2144,2144
60651,P012040,Female,50 to 54 years,2233,2233
60651,P012041,Female,55 to 59 years,2089,2089
60651,P012042,Female,60 and 61 years,817,817
60651,P012043,Female,62 to 64 years,987,987
60651,P012044,Female,65 and 66 years,531,531
60651,P012045,Female,67 to 69 years,670,670
60651,P012046,Female,70 to 74 years,892,892
60651,P012047,Female,75 to 79 years,589,589
60651,P012048,Female,80 to 84 years,346,346
60651,P012049,Female,85 years and over,276,276
60652,P012003,Male,Under 5 years,1431,1431
60652,P012004,Male,5 to 9 years,1640,1640
60652,P012005,Male,10 to 14 years,1778,1778
60652,P012006,Male,15 to 17 years,1072,1072
60652,P012007,Male,18 and 19 years,642,642
60652,P012008,Male,20 years,307,307
60652,P012009,Male,21 years,317,317
60652,P012010,Male,22 to 24 years,807,807
60652,P012011,Male,25 to 29 years,1289,1289
60652,P012012,Male,30 to 34 years,1247,1247
60652,P012013,Male,35 to 39 years,1299,1299
60652,P012014,Male,40 to 44 years,1346,1346
60652,P012015,Male,45 to 49 years,1440,1440
60652,P012016,Male,50 to 54 years,1401,1401
60652,P012017,Male,55 to 59 years,1103,1103
60652,P012018,Male,60 and 61 years,354,354
60652,P012019,Male,62 to 64 years,452,452
60652,P012020,Male,65 and 66 years,205,205
60652,P012021,Male,67 to 69 years,294,294
60652,P012022,Male,70 to 74 years,376,376
60652,P012023,Male,75 to 79 years,279,279
60652,P012024,Male,80 to 84 years,229,229
60652,P012025,Male,85 years and over,199,199
60652,P012027,Female,Under 5 years,1383,1383
60652,P012028,Female,5 to 9 years,1624,1624
60652,P012029,Female,10 to 14 years,1751,1751
60652,P012030,Female,15 to 17 years,1042,1042
60652,P012031,Female,18 and 19 years,626,626
60652,P012032,Female,20 years,301,301
60652,P012033,Female,21 years,243,243
60652,P012034,Female,22 to 24 years,778,778
60652,P012035,Female,25 to 29 years,1287,1287
60652,P012036,Female,30 to 34 years,1431,1431
60652,P012037,Female,35 to 39 years,1468,1468
60652,P012038,Female,40 to 44 years,1584,1584
60652,P012039,Female,45 to 49 years,1662,1662
60652,P012040,Female,50 to 54 years,1658,1658
60652,P012041,Female,55 to 59 years,1322,1322
60652,P012042,Female,60 and 61 years,437,437
60652,P012043,Female,62 to 64 years,502,502
60652,P012044,Female,65 and 66 years,269,269
60652,P012045,Female,67 to 69 years,352,352
60652,P012046,Female,70 to 74 years,442,442
60652,P012047,Female,75 to 79 years,412,412
60652,P012048,Female,80 to 84 years,450,450
60652,P012049,Female,85 years and over,428,428
60653,P012003,Male,Under 5 years,1071,1071
60653,P012004,Male,5 to 9 years,1050,1050
60653,P012005,Male,10 to 14 years,1095,1095
60653,P012006,Male,15 to 17 years,687,687
60653,P012007,Male,18 and 19 years,388,388
60653,P012008,Male,20 years,184,184
60653,P012009,Male,21 years,161,161
60653,P012010,Male,22 to 24 years,377,377
60653,P012011,Male,25 to 29 years,753,753
60653,P012012,Male,30 to 34 years,823,823
60653,P012013,Male,35 to 39 years,896,896
60653,P012014,Male,40 to 44 years,832,832
60653,P012015,Male,45 to 49 years,782,782
60653,P012016,Male,50 to 54 years,824,824
60653,P012017,Male,55 to 59 years,697,697
60653,P012018,Male,60 and 61 years,258,258
60653,P012019,Male,62 to 64 years,398,398
60653,P012020,Male,65 and 66 years,185,185
60653,P012021,Male,67 to 69 years,292,292
60653,P012022,Male,70 to 74 years,357,357
60653,P012023,Male,75 to 79 years,267,267
60653,P012024,Male,80 to 84 years,178,178
60653,P012025,Male,85 years and over,162,162
60653,P012027,Female,Under 5 years,1045,1045
60653,P012028,Female,5 to 9 years,1015,1015
60653,P012029,Female,10 to 14 years,1136,1136
60653,P012030,Female,15 to 17 years,741,741
60653,P012031,Female,18 and 19 years,405,405
60653,P012032,Female,20 years,151,151
60653,P012033,Female,21 years,200,200
60653,P012034,Female,22 to 24 years,603,603
60653,P012035,Female,25 to 29 years,1309,1309
60653,P012036,Female,30 to 34 years,1383,1383
60653,P012037,Female,35 to 39 years,1422,1422
60653,P012038,Female,40 to 44 years,1198,1198
60653,P012039,Female,45 to 49 years,1120,1120
60653,P012040,Female,50 to 54 years,1141,1141
60653,P012041,Female,55 to 59 years,1025,1025
60653,P012042,Female,60 and 61 years,319,319
60653,P012043,Female,62 to 64 years,474,474
60653,P012044,Female,65 and 66 years,259,259
60653,P012045,Female,67 to 69 years,350,350
60653,P012046,Female,70 to 74 years,535,535
60653,P012047,Female,75 to 79 years,488,488
60653,P012048,Female,80 to 84 years,396,396
60653,P012049,Female,85 years and over,476,476
60654,P012003,Male,Under 5 years,275,275
60654,P012004,Male,5 to 9 years,65,65
60654,P012005,Male,10 to 14 years,28,28
60654,P012006,Male,15 to 17 years,18,18
60654,P012007,Male,18 and 19 years,24,24
60654,P012008,Male,20 years,24,24
60654,P012009,Male,21 years,41,41
60654,P012010,Male,22 to 24 years,448,448
60654,P012011,Male,25 to 29 years,1774,1774
60654,P012012,Male,30 to 34 years,1356,1356
60654,P012013,Male,35 to 39 years,871,871
60654,P012014,Male,40 to 44 years,582,582
60654,P012015,Male,45 to 49 years,567,567
60654,P012016,Male,50 to 54 years,513,513
60654,P012017,Male,55 to 59 years,452,452
60654,P012018,Male,60 and 61 years,165,165
60654,P012019,Male,62 to 64 years,168,168
60654,P012020,Male,65 and 66 years,83,83
60654,P012021,Male,67 to 69 years,96,96
60654,P012022,Male,70 to 74 years,103,103
60654,P012023,Male,75 to 79 years,58,58
60654,P012024,Male,80 to 84 years,33,33
60654,P012025,Male,85 years and over,14,14
60654,P012027,Female,Under 5 years,235,235
60654,P012028,Female,5 to 9 years,61,61
60654,P012029,Female,10 to 14 years,39,39
60654,P012030,Female,15 to 17 years,27,27
60654,P012031,Female,18 and 19 years,32,32
60654,P012032,Female,20 years,29,29
60654,P012033,Female,21 years,42,42
60654,P012034,Female,22 to 24 years,578,578
60654,P012035,Female,25 to 29 years,1932,1932
60654,P012036,Female,30 to 34 years,1313,1313
60654,P012037,Female,35 to 39 years,685,685
60654,P012038,Female,40 to 44 years,450,450
60654,P012039,Female,45 to 49 years,413,413
60654,P012040,Female,50 to 54 years,352,352
60654,P012041,Female,55 to 59 years,352,352
60654,P012042,Female,60 and 61 years,134,134
60654,P012043,Female,62 to 64 years,144,144
60654,P012044,Female,65 and 66 years,59,59
60654,P012045,Female,67 to 69 years,72,72
60654,P012046,Female,70 to 74 years,66,66
60654,P012047,Female,75 to 79 years,42,42
60654,P012048,Female,80 to 84 years,39,39
60654,P012049,Female,85 years and over,21,21
60655,P012003,Male,Under 5 years,958,958
60655,P012004,Male,5 to 9 years,1017,1017
60655,P012005,Male,10 to 14 years,988,988
60655,P012006,Male,15 to 17 years,617,617
60655,P012007,Male,18 and 19 years,457,457
60655,P012008,Male,20 years,206,206
60655,P012009,Male,21 years,190,190
60655,P012010,Male,22 to 24 years,518,518
60655,P012011,Male,25 to 29 years,941,941
60655,P012012,Male,30 to 34 years,902,902
60655,P012013,Male,35 to 39 years,1012,1012
60655,P012014,Male,40 to 44 years,992,992
60655,P012015,Male,45 to 49 years,1115,1115
60655,P012016,Male,50 to 54 years,1183,1183
60655,P012017,Male,55 to 59 years,974,974
60655,P012018,Male,60 and 61 years,314,314
60655,P012019,Male,62 to 64 years,346,346
60655,P012020,Male,65 and 66 years,166,166
60655,P012021,Male,67 to 69 years,258,258
60655,P012022,Male,70 to 74 years,262,262
60655,P012023,Male,75 to 79 years,206,206
60655,P012024,Male,80 to 84 years,178,178
60655,P012025,Male,85 years and over,176,176
60655,P012027,Female,Under 5 years,999,999
60655,P012028,Female,5 to 9 years,943,943
60655,P012029,Female,10 to 14 years,964,964
60655,P012030,Female,15 to 17 years,597,597
60655,P012031,Female,18 and 19 years,526,526
60655,P012032,Female,20 years,261,261
60655,P012033,Female,21 years,223,223
60655,P012034,Female,22 to 24 years,530,530
60655,P012035,Female,25 to 29 years,800,800
60655,P012036,Female,30 to 34 years,919,919
60655,P012037,Female,35 to 39 years,935,935
60655,P012038,Female,40 to 44 years,1061,1061
60655,P012039,Female,45 to 49 years,1138,1138
60655,P012040,Female,50 to 54 years,1187,1187
60655,P012041,Female,55 to 59 years,965,965
60655,P012042,Female,60 and 61 years,290,290
60655,P012043,Female,62 to 64 years,361,361
60655,P012044,Female,65 and 66 years,209,209
60655,P012045,Female,67 to 69 years,280,280
60655,P012046,Female,70 to 74 years,360,360
60655,P012047,Female,75 to 79 years,309,309
60655,P012048,Female,80 to 84 years,349,349
60655,P012049,Female,85 years and over,368,368
60656,P012003,Male,Under 5 years,901,901
60656,P012004,Male,5 to 9 years,772,772
60656,P012005,Male,10 to 14 years,662,662
60656,P012006,Male,15 to 17 years,390,390
60656,P012007,Male,18 and 19 years,239,239
60656,P012008,Male,20 years,98,98
60656,P012009,Male,21 years,132,132
60656,P012010,Male,22 to 24 years,481,481
60656,P012011,Male,25 to 29 years,1058,1058
60656,P012012,Male,30 to 34 years,1227,1227
60656,P012013,Male,35 to 39 years,1071,1071
60656,P012014,Male,40 to 44 years,1032,1032
60656,P012015,Male,45 to 49 years,1006,1006
60656,P012016,Male,50 to 54 years,1029,1029
60656,P012017,Male,55 to 59 years,893,893
60656,P012018,Male,60 and 61 years,316,316
60656,P012019,Male,62 to 64 years,426,426
60656,P012020,Male,65 and 66 years,221,221
60656,P012021,Male,67 to 69 years,300,300
60656,P012022,Male,70 to 74 years,397,397
60656,P012023,Male,75 to 79 years,343,343
60656,P012024,Male,80 to 84 years,271,271
60656,P012025,Male,85 years and over,269,269
60656,P012027,Female,Under 5 years,851,851
60656,P012028,Female,5 to 9 years,664,664
60656,P012029,Female,10 to 14 years,643,643
60656,P012030,Female,15 to 17 years,359,359
60656,P012031,Female,18 and 19 years,202,202
60656,P012032,Female,20 years,132,132
60656,P012033,Female,21 years,98,98
60656,P012034,Female,22 to 24 years,463,463
60656,P012035,Female,25 to 29 years,1046,1046
60656,P012036,Female,30 to 34 years,1187,1187
60656,P012037,Female,35 to 39 years,1007,1007
60656,P012038,Female,40 to 44 years,915,915
60656,P012039,Female,45 to 49 years,897,897
60656,P012040,Female,50 to 54 years,1051,1051
60656,P012041,Female,55 to 59 years,1026,1026
60656,P012042,Female,60 and 61 years,379,379
60656,P012043,Female,62 to 64 years,455,455
60656,P012044,Female,65 and 66 years,256,256
