census_name,clean_name,census_place_code,variable,sex,age,estimate
"Midlothian village, Illinois",Midlothian,48892,P012033,Female,21 years,94
"Midlothian village, Illinois",Midlothian,48892,P012034,Female,22 to 24 years,297
"Midlothian village, Illinois",Midlothian,48892,P012035,Female,25 to 29 years,540
"Midlothian village, Illinois",Midlothian,48892,P012036,Female,30 to 34 years,533
"Midlothian village, Illinois",Midlothian,48892,P012037,Female,35 to 39 years,474
"Midlothian village, Illinois",Midlothian,48892,P012038,Female,40 to 44 years,484
"Midlothian village, Illinois",Midlothian,48892,P012039,Female,45 to 49 years,632
"Midlothian village, Illinois",Midlothian,48892,P012040,Female,50 to 54 years,573
"Midlothian village, Illinois",Midlothian,48892,P012041,Female,55 to 59 years,486
"Midlothian village, Illinois",Midlothian,48892,P012042,Female,60 and 61 years,137
"Midlothian village, Illinois",Midlothian,48892,P012043,Female,62 to 64 years,189
"Midlothian village, Illinois",Midlothian,48892,P012044,Female,65 and 66 years,114
"Midlothian village, Illinois",Midlothian,48892,P012045,Female,67 to 69 years,173
"Midlothian village, Illinois",Midlothian,48892,P012046,Female,70 to 74 years,192
"Midlothian village, Illinois",Midlothian,48892,P012047,Female,75 to 79 years,142
"Midlothian village, Illinois",Midlothian,48892,P012048,Female,80 to 84 years,113
"Midlothian village, Illinois",Midlothian,48892,P012049,Female,85 years and over,118
"Morton Grove village, Illinois",Morton Grove,50647,P012003,Male,Under 5 years,636
"Morton Grove village, Illinois",Morton Grove,50647,P012004,Male,5 to 9 years,616
"Morton Grove village, Illinois",Morton Grove,50647,P012005,Male,10 to 14 years,575
"Morton Grove village, Illinois",Morton Grove,50647,P012006,Male,15 to 17 years,425
"Morton Grove village, Illinois",Morton Grove,50647,P012007,Male,18 and 19 years,245
"Morton Grove village, Illinois",Morton Grove,50647,P012008,Male,20 years,112
"Morton Grove village, Illinois",Morton Grove,50647,P012009,Male,21 years,119
"Morton Grove village, Illinois",Morton Grove,50647,P012010,Male,22 to 24 years,406
"Morton Grove village, Illinois",Morton Grove,50647,P012011,Male,25 to 29 years,643
"Morton Grove village, Illinois",Morton Grove,50647,P012012,Male,30 to 34 years,623
"Morton Grove village, Illinois",Morton Grove,50647,P012013,Male,35 to 39 years,614
"Morton Grove village, Illinois",Morton Grove,50647,P012014,Male,40 to 44 years,679
"Morton Grove village, Illinois",Morton Grove,50647,P012015,Male,45 to 49 years,816
"Morton Grove village, Illinois",Morton Grove,50647,P012016,Male,50 to 54 years,876
"Morton Grove village, Illinois",Morton Grove,50647,P012017,Male,55 to 59 years,856
"Morton Grove village, Illinois",Morton Grove,50647,P012018,Male,60 and 61 years,359
"Morton Grove village, Illinois",Morton Grove,50647,P012019,Male,62 to 64 years,471
"Morton Grove village, Illinois",Morton Grove,50647,P012020,Male,65 and 66 years,248
"Morton Grove village, Illinois",Morton Grove,50647,P012021,Male,67 to 69 years,330
"Morton Grove village, Illinois",Morton Grove,50647,P012022,Male,70 to 74 years,500
"Morton Grove village, Illinois",Morton Grove,50647,P012023,Male,75 to 79 years,392
"Morton Grove village, Illinois",Morton Grove,50647,P012024,Male,80 to 84 years,332
"Morton Grove village, Illinois",Morton Grove,50647,P012025,Male,85 years and over,239
"Morton Grove village, Illinois",Morton Grove,50647,P012027,Female,Under 5 years,535
"Morton Grove village, Illinois",Morton Grove,50647,P012028,Female,5 to 9 years,566
"Morton Grove village, Illinois",Morton Grove,50647,P012029,Female,10 to 14 years,640
"Morton Grove village, Illinois",Morton Grove,50647,P012030,Female,15 to 17 years,425
"Morton Grove village, Illinois",Morton Grove,50647,P012031,Female,18 and 19 years,247
"Morton Grove village, Illinois",Morton Grove,50647,P012032,Female,20 years,113
"Morton Grove village, Illinois",Morton Grove,50647,P012033,Female,21 years,100
"Morton Grove village, Illinois",Morton Grove,50647,P012034,Female,22 to 24 years,350
"Morton Grove village, Illinois",Morton Grove,50647,P012035,Female,25 to 29 years,631
"Morton Grove village, Illinois",Morton Grove,50647,P012036,Female,30 to 34 years,617
"Morton Grove village, Illinois",Morton Grove,50647,P012037,Female,35 to 39 years,688
"Morton Grove village, Illinois",Morton Grove,50647,P012038,Female,40 to 44 years,769
"Morton Grove village, Illinois",Morton Grove,50647,P012039,Female,45 to 49 years,852
"Morton Grove village, Illinois",Morton Grove,50647,P012040,Female,50 to 54 years,998
"Morton Grove village, Illinois",Morton Grove,50647,P012041,Female,55 to 59 years,981
"Morton Grove village, Illinois",Morton Grove,50647,P012042,Female,60 and 61 years,353
"Morton Grove village, Illinois",Morton Grove,50647,P012043,Female,62 to 64 years,541
"Morton Grove village, Illinois",Morton Grove,50647,P012044,Female,65 and 66 years,281
"Morton Grove village, Illinois",Morton Grove,50647,P012045,Female,67 to 69 years,392
"Morton Grove village, Illinois",Morton Grove,50647,P012046,Female,70 to 74 years,605
"Morton Grove village, Illinois",Morton Grove,50647,P012047,Female,75 to 79 years,506
"Morton Grove village, Illinois",Morton Grove,50647,P012048,Female,80 to 84 years,479
"Morton Grove village, Illinois",Morton Grove,50647,P012049,Female,85 years and over,489
"Mount Prospect village, Illinois",Mount Prospect,51089,P012003,Male,Under 5 years,1749
"Mount Prospect village, Illinois",Mount Prospect,51089,P012004,Male,5 to 9 years,1710
"Mount Prospect village, Illinois",Mount Prospect,51089,P012005,Male,10 to 14 years,1784
"Mount Prospect village, Illinois",Mount Prospect,51089,P012006,Male,15 to 17 years,1101
"Mount Prospect village, Illinois",Mount Prospect,51089,P012007,Male,18 and 19 years,586
"Mount Prospect village, Illinois",Mount Prospect,51089,P012008,Male,20 years,268
"Mount Prospect village, Illinois",Mount Prospect,51089,P012009,Male,21 years,255
"Mount Prospect village, Illinois",Mount Prospect,51089,P012010,Male,22 to 24 years,994
"Mount Prospect village, Illinois",Mount Prospect,51089,P012011,Male,25 to 29 years,1819
"Mount Prospect village, Illinois",Mount Prospect,51089,P012012,Male,30 to 34 years,1954
"Mount Prospect village, Illinois",Mount Prospect,51089,P012013,Male,35 to 39 years,1940
"Mount Prospect village, Illinois",Mount Prospect,51089,P012014,Male,40 to 44 years,1937
"Mount Prospect village, Illinois",Mount Prospect,51089,P012015,Male,45 to 49 years,2000
"Mount Prospect village, Illinois",Mount Prospect,51089,P012016,Male,50 to 54 years,1969
"Mount Prospect village, Illinois",Mount Prospect,51089,P012017,Male,55 to 59 years,1700
"Mount Prospect village, Illinois",Mount Prospect,51089,P012018,Male,60 and 61 years,582
"Mount Prospect village, Illinois",Mount Prospect,51089,P012019,Male,62 to 64 years,782
"Mount Prospect village, Illinois",Mount Prospect,51089,P012020,Male,65 and 66 years,437
"Mount Prospect village, Illinois",Mount Prospect,51089,P012021,Male,67 to 69 years,603
"Mount Prospect village, Illinois",Mount Prospect,51089,P012022,Male,70 to 74 years,796
"Mount Prospect village, Illinois",Mount Prospect,51089,P012023,Male,75 to 79 years,777
"Mount Prospect village, Illinois",Mount Prospect,51089,P012024,Male,80 to 84 years,602
"Mount Prospect village, Illinois",Mount Prospect,51089,P012025,Male,85 years and over,384
"Mount Prospect village, Illinois",Mount Prospect,51089,P012027,Female,Under 5 years,1660
"Mount Prospect village, Illinois",Mount Prospect,51089,P012028,Female,5 to 9 years,1708
"Mount Prospect village, Illinois",Mount Prospect,51089,P012029,Female,10 to 14 years,1680
"Mount Prospect village, Illinois",Mount Prospect,51089,P012030,Female,15 to 17 years,1016
"Mount Prospect village, Illinois",Mount Prospect,51089,P012031,Female,18 and 19 years,500
"Mount Prospect village, Illinois",Mount Prospect,51089,P012032,Female,20 years,213
"Mount Prospect village, Illinois",Mount Prospect,51089,P012033,Female,21 years,232
"Mount Prospect village, Illinois",Mount Prospect,51089,P012034,Female,22 to 24 years,878
"Mount Prospect village, Illinois",Mount Prospect,51089,P012035,Female,25 to 29 years,1724
"Mount Prospect village, Illinois",Mount Prospect,51089,P012036,Female,30 to 34 years,1717
"Mount Prospect village, Illinois",Mount Prospect,51089,P012037,Female,35 to 39 years,1818
"Mount Prospect village, Illinois",Mount Prospect,51089,P012038,Female,40 to 44 years,1867
"Mount Prospect village, Illinois",Mount Prospect,51089,P012039,Female,45 to 49 years,2082
"Mount Prospect village, Illinois",Mount Prospect,51089,P012040,Female,50 to 54 years,2119
"Mount Prospect village, Illinois",Mount Prospect,51089,P012041,Female,55 to 59 years,1722
"Mount Prospect village, Illinois",Mount Prospect,51089,P012042,Female,60 and 61 years,622
"Mount Prospect village, Illinois",Mount Prospect,51089,P012043,Female,62 to 64 years,895
"Mount Prospect village, Illinois",Mount Prospect,51089,P012044,Female,65 and 66 years,502
"Mount Prospect village, Illinois",Mount Prospect,51089,P012045,Female,67 to 69 years,746
"Mount Prospect village, Illinois",Mount Prospect,51089,P012046,Female,70 to 74 years,1137
"Mount Prospect village, Illinois",Mount Prospect,51089,P012047,Female,75 to 79 years,988
"Mount Prospect village, Illinois",Mount Prospect,51089,P012048,Female,80 to 84 years,877
"Mount Prospect village, Illinois",Mount Prospect,51089,P012049,Female,85 years and over,735
"Niles village, Illinois",Niles,53000,P012003,Male,Under 5 years,633
"Niles village, Illinois",Niles,53000,P012004,Male,5 to 9 years,668
"Niles village, Illinois",Niles,53000,P012005,Male,10 to 14 years,761
"Niles village, Illinois",Niles,53000,P012006,Male,15 to 17 years,500
"Niles village, Illinois",Niles,53000,P012007,Male,18 and 19 years,309
"Niles village, Illinois",Niles,53000,P012008,Male,20 years,158
"Niles village, Illinois",Niles,53000,P012009,Male,21 years,178
"Niles village, Illinois",Niles,53000,P012010,Male,22 to 24 years,507
"Niles village, Illinois",Niles,53000,P012011,Male,25 to 29 years,825
"Niles village, Illinois",Niles,53000,P012012,Male,30 to 34 years,762
"Niles village, Illinois",Niles,53000,P012013,Male,35 to 39 years,837
"Niles village, Illinois",Niles,53000,P012014,Male,40 to 44 years,848
"Niles village, Illinois",Niles,53000,P012015,Male,45 to 49 years,968
"Niles village, Illinois",Niles,53000,P012016,Male,50 to 54 years,1117
"Niles village, Illinois",Niles,53000,P012017,Male,55 to 59 years,1015
"Niles village, Illinois",Niles,53000,P012018,Male,60 and 61 years,415
"Niles village, Illinois",Niles,53000,P012019,Male,62 to 64 years,571
"Niles village, Illinois",Niles,53000,P012020,Male,65 and 66 years,288
"Niles village, Illinois",Niles,53000,P012021,Male,67 to 69 years,378
"Niles village, Illinois",Niles,53000,P012022,Male,70 to 74 years,637
"Niles village, Illinois",Niles,53000,P012023,Male,75 to 79 years,573
"Niles village, Illinois",Niles,53000,P012024,Male,80 to 84 years,563
"Niles village, Illinois",Niles,53000,P012025,Male,85 years and over,567
"Niles village, Illinois",Niles,53000,P012027,Female,Under 5 years,580
"Niles village, Illinois",Niles,53000,P012028,Female,5 to 9 years,645
"Niles village, Illinois",Niles,53000,P012029,Female,10 to 14 years,730
"Niles village, Illinois",Niles,53000,P012030,Female,15 to 17 years,463
"Niles village, Illinois",Niles,53000,P012031,Female,18 and 19 years,261
"Niles village, Illinois",Niles,53000,P012032,Female,20 years,134
"Niles village, Illinois",Niles,53000,P012033,Female,21 years,133
"Niles village, Illinois",Niles,53000,P012034,Female,22 to 24 years,460
"Niles village, Illinois",Niles,53000,P012035,Female,25 to 29 years,741
"Niles village, Illinois",Niles,53000,P012036,Female,30 to 34 years,742
"Niles village, Illinois",Niles,53000,P012037,Female,35 to 39 years,790
"Niles village, Illinois",Niles,53000,P012038,Female,40 to 44 years,901
"Niles village, Illinois",Niles,53000,P012039,Female,45 to 49 years,1107
"Niles village, Illinois",Niles,53000,P012040,Female,50 to 54 years,1193
"Niles village, Illinois",Niles,53000,P012041,Female,55 to 59 years,1166
"Niles village, Illinois",Niles,53000,P012042,Female,60 and 61 years,396
"Niles village, Illinois",Niles,53000,P012043,Female,62 to 64 years,633
"Niles village, Illinois",Niles,53000,P012044,Female,65 and 66 years,311
"Niles village, Illinois",Niles,53000,P012045,Female,67 to 69 years,544
"Niles village, Illinois",Niles,53000,P012046,Female,70 to 74 years,848
"Niles village, Illinois",Niles,53000,P012047,Female,75 to 79 years,839
"Niles village, Illinois",Niles,53000,P012048,Female,80 to 84 years,868
"Niles village, Illinois",Niles,53000,P012049,Female,85 years and over,1240
"Norridge village, Illinois",Norridge,53377,P012003,Male,Under 5 years,299
"Norridge village, Illinois",Norridge,53377,P012004,Male,5 to 9 years,316
"Norridge village, Illinois",Norridge,53377,P012005,Male,10 to 14 years,371
"Norridge village, Illinois",Norridge,53377,P012006,Male,15 to 17 years,277
"Norridge village, Illinois",Norridge,53377,P012007,Male,18 and 19 years,193
"Norridge village, Illinois",Norridge,53377,P012008,Male,20 years,65
"Norridge village, Illinois",Norridge,53377,P012009,Male,21 years,92
"Norridge village, Illinois",Norridge,53377,P012010,Male,22 to 24 years,274
"Norridge village, Illinois",Norridge,53377,P012011,Male,25 to 29 years,392
"Norridge village, Illinois",Norridge,53377,P012012,Male,30 to 34 years,394
"Norridge village, Illinois",Norridge,53377,P012013,Male,35 to 39 years,389
"Norridge village, Illinois",Norridge,53377,P012014,Male,40 to 44 years,468
"Norridge village, Illinois",Norridge,53377,P012015,Male,45 to 49 years,527
"Norridge village, Illinois",Norridge,53377,P012016,Male,50 to 54 years,541
"Norridge village, Illinois",Norridge,53377,P012017,Male,55 to 59 years,497
"Norridge village, Illinois",Norridge,53377,P012018,Male,60 and 61 years,151
"Norridge village, Illinois",Norridge,53377,P012019,Male,62 to 64 years,237
"Norridge village, Illinois",Norridge,53377,P012020,Male,65 and 66 years,107
"Norridge village, Illinois",Norridge,53377,P012021,Male,67 to 69 years,184
"Norridge village, Illinois",Norridge,53377,P012022,Male,70 to 74 years,267
"Norridge village, Illinois",Norridge,53377,P012023,Male,75 to 79 years,300
"Norridge village, Illinois",Norridge,53377,P012024,Male,80 to 84 years,277
"Norridge village, Illinois",Norridge,53377,P012025,Male,85 years and over,267
"Norridge village, Illinois",Norridge,53377,P012027,Female,Under 5 years,253
"Norridge village, Illinois",Norridge,53377,P012028,Female,5 to 9 years,333
"Norridge village, Illinois",Norridge,53377,P012029,Female,10 to 14 years,372
"Norridge village, Illinois",Norridge,53377,P012030,Female,15 to 17 years,269
"Norridge village, Illinois",Norridge,53377,P012031,Female,18 and 19 years,155
"Norridge village, Illinois",Norridge,53377,P012032,Female,20 years,93
"Norridge village, Illinois",Norridge,53377,P012033,Female,21 years,69
"Norridge village, Illinois",Norridge,53377,P012034,Female,22 to 24 years,245
"Norridge village, Illinois",Norridge,53377,P012035,Female,25 to 29 years,385
"Norridge village, Illinois",Norridge,53377,P012036,Female,30 to 34 years,381
"Norridge village, Illinois",Norridge,53377,P012037,Female,35 to 39 years,396
"Norridge village, Illinois",Norridge,53377,P012038,Female,40 to 44 years,436
"Norridge village, Illinois",Norridge,53377,P012039,Female,45 to 49 years,503
"Norridge village, Illinois",Norridge,53377,P012040,Female,50 to 54 years,606
"Norridge village, Illinois",Norridge,53377,P012041,Female,55 to 59 years,524
"Norridge village, Illinois",Norridge,53377,P012042,Female,60 and 61 years,184
"Norridge village, Illinois",Norridge,53377,P012043,Female,62 to 64 years,277
"Norridge village, Illinois",Norridge,53377,P012044,Female,65 and 66 years,129
"Norridge village, Illinois",Norridge,53377,P012045,Female,67 to 69 years,194
"Norridge village, Illinois",Norridge,53377,P012046,Female,70 to 74 years,408
"Norridge village, Illinois",Norridge,53377,P012047,Female,75 to 79 years,440
"Norridge village, Illinois",Norridge,53377,P012048,Female,80 to 84 years,480
"Norridge village, Illinois",Norridge,53377,P012049,Female,85 years and over,555
"North Riverside village, Illinois",North Riverside,54144,P012003,Male,Under 5 years,179
"North Riverside village, Illinois",North Riverside,54144,P012004,Male,5 to 9 years,172
