census_name,clean_name,census_place_code,variable,sex,age,estimate
"Lynwood village, Illinois",Lynwood,45421,P012029,Female,10 to 14 years,382
"Lynwood village, Illinois",Lynwood,45421,P012030,Female,15 to 17 years,255
"Lynwood village, Illinois",Lynwood,45421,P012031,Female,18 and 19 years,120
"Lynwood village, Illinois",Lynwood,45421,P012032,Female,20 years,57
"Lynwood village, Illinois",Lynwood,45421,P012033,Female,21 years,52
"Lynwood village, Illinois",Lynwood,45421,P012034,Female,22 to 24 years,165
"Lynwood village, Illinois",Lynwood,45421,P012035,Female,25 to 29 years,234
"Lynwood village, Illinois",Lynwood,45421,P012036,Female,30 to 34 years,264
"Lynwood village, Illinois",Lynwood,45421,P012037,Female,35 to 39 years,346
"Lynwood village, Illinois",Lynwood,45421,P012038,Female,40 to 44 years,397
"Lynwood village, Illinois",Lynwood,45421,P012039,Female,45 to 49 years,399
"Lynwood village, Illinois",Lynwood,45421,P012040,Female,50 to 54 years,414
"Lynwood village, Illinois",Lynwood,45421,P012041,Female,55 to 59 years,358
"Lynwood village, Illinois",Lynwood,45421,P012042,Female,60 and 61 years,124
"Lynwood village, Illinois",Lynwood,45421,P012043,Female,62 to 64 years,167
"Lynwood village, Illinois",Lynwood,45421,P012044,Female,65 and 66 years,71
"Lynwood village, Illinois",Lynwood,45421,P012045,Female,67 to 69 years,110
"Lynwood village, Illinois",Lynwood,45421,P012046,Female,70 to 74 years,147
"Lynwood village, Illinois",Lynwood,45421,P012047,Female,75 to 79 years,98
"Lynwood village, Illinois",Lynwood,45421,P012048,Female,80 to 84 years,71
"Lynwood village, Illinois",Lynwood,45421,P012049,Female,85 years and over,63
"Lyons village, Illinois",Lyons,45434,P012003,Male,Under 5 years,366
"Lyons village, Illinois",Lyons,45434,P012004,Male,5 to 9 years,385
"Lyons village, Illinois",Lyons,45434,P012005,Male,10 to 14 years,363
"Lyons village, Illinois",Lyons,45434,P012006,Male,15 to 17 years,219
"Lyons village, Illinois",Lyons,45434,P012007,Male,18 and 19 years,134
"Lyons village, Illinois",Lyons,45434,P012008,Male,20 years,62
"Lyons village, Illinois",Lyons,45434,P012009,Male,21 years,63
"Lyons village, Illinois",Lyons,45434,P012010,Male,22 to 24 years,210
"Lyons village, Illinois",Lyons,45434,P012011,Male,25 to 29 years,424
"Lyons village, Illinois",Lyons,45434,P012012,Male,30 to 34 years,448
"Lyons village, Illinois",Lyons,45434,P012013,Male,35 to 39 years,431
"Lyons village, Illinois",Lyons,45434,P012014,Male,40 to 44 years,358
"Lyons village, Illinois",Lyons,45434,P012015,Male,45 to 49 years,402
"Lyons village, Illinois",Lyons,45434,P012016,Male,50 to 54 years,402
"Lyons village, Illinois",Lyons,45434,P012017,Male,55 to 59 years,309
"Lyons village, Illinois",Lyons,45434,P012018,Male,60 and 61 years,118
"Lyons village, Illinois",Lyons,45434,P012019,Male,62 to 64 years,156
"Lyons village, Illinois",Lyons,45434,P012020,Male,65 and 66 years,86
"Lyons village, Illinois",Lyons,45434,P012021,Male,67 to 69 years,91
"Lyons village, Illinois",Lyons,45434,P012022,Male,70 to 74 years,123
"Lyons village, Illinois",Lyons,45434,P012023,Male,75 to 79 years,101
"Lyons village, Illinois",Lyons,45434,P012024,Male,80 to 84 years,68
"Lyons village, Illinois",Lyons,45434,P012025,Male,85 years and over,61
"Lyons village, Illinois",Lyons,45434,P012027,Female,Under 5 years,357
"Lyons village, Illinois",Lyons,45434,P012028,Female,5 to 9 years,381
"Lyons village, Illinois",Lyons,45434,P012029,Female,10 to 14 years,329
"Lyons village, Illinois",Lyons,45434,P012030,Female,15 to 17 years,164
"Lyons village, Illinois",Lyons,45434,P012031,Female,18 and 19 years,109
"Lyons village, Illinois",Lyons,45434,P012032,Female,20 years,55
"Lyons village, Illinois",Lyons,45434,P012033,Female,21 years,55
"Lyons village, Illinois",Lyons,45434,P012034,Female,22 to 24 years,217
"Lyons village, Illinois",Lyons,45434,P012035,Female,25 to 29 years,435
"Lyons village, Illinois",Lyons,45434,P012036,Female,30 to 34 years,403
"Lyons village, Illinois",Lyons,45434,P012037,Female,35 to 39 years,368
"Lyons village, Illinois",Lyons,45434,P012038,Female,40 to 44 years,366
"Lyons village, Illinois",Lyons,45434,P012039,Female,45 to 49 years,369
"Lyons village, Illinois",Lyons,45434,P012040,Female,50 to 54 years,343
"Lyons village, Illinois",Lyons,45434,P012041,Female,55 to 59 years,328
"Lyons village, Illinois",Lyons,45434,P012042,Female,60 and 61 years,130
"Lyons village, Illinois",Lyons,45434,P012043,Female,62 to 64 years,158
"Lyons village, Illinois",Lyons,45434,P012044,Female,65 and 66 years,82
"Lyons village, Illinois",Lyons,45434,P012045,Female,67 to 69 years,116
"Lyons village, Illinois",Lyons,45434,P012046,Female,70 to 74 years,147
"Lyons village, Illinois",Lyons,45434,P012047,Female,75 to 79 years,134
"Lyons village, Illinois",Lyons,45434,P012048,Female,80 to 84 years,144
"Lyons village, Illinois",Lyons,45434,P012049,Female,85 years and over,159
"Markham city, Illinois",Markham,47007,P012003,Male,Under 5 years,419
"Markham city, Illinois",Markham,47007,P012004,Male,5 to 9 years,497
"Markham city, Illinois",Markham,47007,P012005,Male,10 to 14 years,548
"Markham city, Illinois",Markham,47007,P012006,Male,15 to 17 years,403
"Markham city, Illinois",Markham,47007,P012007,Male,18 and 19 years,243
"Markham city, Illinois",Markham,47007,P012008,Male,20 years,98
"Markham city, Illinois",Markham,47007,P012009,Male,21 years,82
"Markham city, Illinois",Markham,47007,P012010,Male,22 to 24 years,230
"Markham city, Illinois",Markham,47007,P012011,Male,25 to 29 years,309
"Markham city, Illinois",Markham,47007,P012012,Male,30 to 34 years,343
"Markham city, Illinois",Markham,47007,P012013,Male,35 to 39 years,366
"Markham city, Illinois",Markham,47007,P012014,Male,40 to 44 years,351
"Markham city, Illinois",Markham,47007,P012015,Male,45 to 49 years,354
"Markham city, Illinois",Markham,47007,P012016,Male,50 to 54 years,402
"Markham city, Illinois",Markham,47007,P012017,Male,55 to 59 years,314
"Markham city, Illinois",Markham,47007,P012018,Male,60 and 61 years,112
"Markham city, Illinois",Markham,47007,P012019,Male,62 to 64 years,147
"Markham city, Illinois",Markham,47007,P012020,Male,65 and 66 years,73
"Markham city, Illinois",Markham,47007,P012021,Male,67 to 69 years,116
"Markham city, Illinois",Markham,47007,P012022,Male,70 to 74 years,144
"Markham city, Illinois",Markham,47007,P012023,Male,75 to 79 years,125
"Markham city, Illinois",Markham,47007,P012024,Male,80 to 84 years,98
"Markham city, Illinois",Markham,47007,P012025,Male,85 years and over,60
"Markham city, Illinois",Markham,47007,P012027,Female,Under 5 years,400
"Markham city, Illinois",Markham,47007,P012028,Female,5 to 9 years,496
"Markham city, Illinois",Markham,47007,P012029,Female,10 to 14 years,547
"Markham city, Illinois",Markham,47007,P012030,Female,15 to 17 years,376
"Markham city, Illinois",Markham,47007,P012031,Female,18 and 19 years,207
"Markham city, Illinois",Markham,47007,P012032,Female,20 years,90
"Markham city, Illinois",Markham,47007,P012033,Female,21 years,93
"Markham city, Illinois",Markham,47007,P012034,Female,22 to 24 years,210
"Markham city, Illinois",Markham,47007,P012035,Female,25 to 29 years,363
"Markham city, Illinois",Markham,47007,P012036,Female,30 to 34 years,439
"Markham city, Illinois",Markham,47007,P012037,Female,35 to 39 years,433
"Markham city, Illinois",Markham,47007,P012038,Female,40 to 44 years,433
"Markham city, Illinois",Markham,47007,P012039,Female,45 to 49 years,442
"Markham city, Illinois",Markham,47007,P012040,Female,50 to 54 years,434
"Markham city, Illinois",Markham,47007,P012041,Female,55 to 59 years,407
"Markham city, Illinois",Markham,47007,P012042,Female,60 and 61 years,149
"Markham city, Illinois",Markham,47007,P012043,Female,62 to 64 years,197
"Markham city, Illinois",Markham,47007,P012044,Female,65 and 66 years,110
"Markham city, Illinois",Markham,47007,P012045,Female,67 to 69 years,184
"Markham city, Illinois",Markham,47007,P012046,Female,70 to 74 years,221
"Markham city, Illinois",Markham,47007,P012047,Female,75 to 79 years,190
"Markham city, Illinois",Markham,47007,P012048,Female,80 to 84 years,135
"Markham city, Illinois",Markham,47007,P012049,Female,85 years and over,118
"Matteson village, Illinois",Matteson,47540,P012003,Male,Under 5 years,576
"Matteson village, Illinois",Matteson,47540,P012004,Male,5 to 9 years,694
"Matteson village, Illinois",Matteson,47540,P012005,Male,10 to 14 years,832
"Matteson village, Illinois",Matteson,47540,P012006,Male,15 to 17 years,546
"Matteson village, Illinois",Matteson,47540,P012007,Male,18 and 19 years,255
"Matteson village, Illinois",Matteson,47540,P012008,Male,20 years,94
"Matteson village, Illinois",Matteson,47540,P012009,Male,21 years,104
"Matteson village, Illinois",Matteson,47540,P012010,Male,22 to 24 years,309
"Matteson village, Illinois",Matteson,47540,P012011,Male,25 to 29 years,432
"Matteson village, Illinois",Matteson,47540,P012012,Male,30 to 34 years,494
"Matteson village, Illinois",Matteson,47540,P012013,Male,35 to 39 years,573
"Matteson village, Illinois",Matteson,47540,P012014,Male,40 to 44 years,589
"Matteson village, Illinois",Matteson,47540,P012015,Male,45 to 49 years,614
"Matteson village, Illinois",Matteson,47540,P012016,Male,50 to 54 years,632
"Matteson village, Illinois",Matteson,47540,P012017,Male,55 to 59 years,577
"Matteson village, Illinois",Matteson,47540,P012018,Male,60 and 61 years,195
"Matteson village, Illinois",Matteson,47540,P012019,Male,62 to 64 years,280
"Matteson village, Illinois",Matteson,47540,P012020,Male,65 and 66 years,158
"Matteson village, Illinois",Matteson,47540,P012021,Male,67 to 69 years,194
"Matteson village, Illinois",Matteson,47540,P012022,Male,70 to 74 years,227
"Matteson village, Illinois",Matteson,47540,P012023,Male,75 to 79 years,155
"Matteson village, Illinois",Matteson,47540,P012024,Male,80 to 84 years,107
"Matteson village, Illinois",Matteson,47540,P012025,Male,85 years and over,71
"Matteson village, Illinois",Matteson,47540,P012027,Female,Under 5 years,547
"Matteson village, Illinois",Matteson,47540,P012028,Female,5 to 9 years,615
"Matteson village, Illinois",Matteson,47540,P012029,Female,10 to 14 years,828
"Matteson village, Illinois",Matteson,47540,P012030,Female,15 to 17 years,511
"Matteson village, Illinois",Matteson,47540,P012031,Female,18 and 19 years,241
"Matteson village, Illinois",Matteson,47540,P012032,Female,20 years,92
"Matteson village, Illinois",Matteson,47540,P012033,Female,21 years,96
"Matteson village, Illinois",Matteson,47540,P012034,Female,22 to 24 years,281
"Matteson village, Illinois",Matteson,47540,P012035,Female,25 to 29 years,460
"Matteson village, Illinois",Matteson,47540,P012036,Female,30 to 34 years,637
"Matteson village, Illinois",Matteson,47540,P012037,Female,35 to 39 years,791
"Matteson village, Illinois",Matteson,47540,P012038,Female,40 to 44 years,754
"Matteson village, Illinois",Matteson,47540,P012039,Female,45 to 49 years,861
"Matteson village, Illinois",Matteson,47540,P012040,Female,50 to 54 years,835
"Matteson village, Illinois",Matteson,47540,P012041,Female,55 to 59 years,731
"Matteson village, Illinois",Matteson,47540,P012042,Female,60 and 61 years,314
"Matteson village, Illinois",Matteson,47540,P012043,Female,62 to 64 years,365
"Matteson village, Illinois",Matteson,47540,P012044,Female,65 and 66 years,187
"Matteson village, Illinois",Matteson,47540,P012045,Female,67 to 69 years,257
"Matteson village, Illinois",Matteson,47540,P012046,Female,70 to 74 years,306
"Matteson village, Illinois",Matteson,47540,P012047,Female,75 to 79 years,239
"Matteson village, Illinois",Matteson,47540,P012048,Female,80 to 84 years,171
"Matteson village, Illinois",Matteson,47540,P012049,Female,85 years and over,182
"Maywood village, Illinois",Maywood,47774,P012003,Male,Under 5 years,899
"Maywood village, Illinois",Maywood,47774,P012004,Male,5 to 9 years,956
"Maywood village, Illinois",Maywood,47774,P012005,Male,10 to 14 years,955
"Maywood village, Illinois",Maywood,47774,P012006,Male,15 to 17 years,636
"Maywood village, Illinois",Maywood,47774,P012007,Male,18 and 19 years,351
"Maywood village, Illinois",Maywood,47774,P012008,Male,20 years,205
"Maywood village, Illinois",Maywood,47774,P012009,Male,21 years,183
"Maywood village, Illinois",Maywood,47774,P012010,Male,22 to 24 years,513
"Maywood village, Illinois",Maywood,47774,P012011,Male,25 to 29 years,789
"Maywood village, Illinois",Maywood,47774,P012012,Male,30 to 34 years,782
"Maywood village, Illinois",Maywood,47774,P012013,Male,35 to 39 years,714
"Maywood village, Illinois",Maywood,47774,P012014,Male,40 to 44 years,665
"Maywood village, Illinois",Maywood,47774,P012015,Male,45 to 49 years,764
"Maywood village, Illinois",Maywood,47774,P012016,Male,50 to 54 years,761
"Maywood village, Illinois",Maywood,47774,P012017,Male,55 to 59 years,629
"Maywood village, Illinois",Maywood,47774,P012018,Male,60 and 61 years,220
"Maywood village, Illinois",Maywood,47774,P012019,Male,62 to 64 years,270
"Maywood village, Illinois",Maywood,47774,P012020,Male,65 and 66 years,160
"Maywood village, Illinois",Maywood,47774,P012021,Male,67 to 69 years,231
"Maywood village, Illinois",Maywood,47774,P012022,Male,70 to 74 years,296
"Maywood village, Illinois",Maywood,47774,P012023,Male,75 to 79 years,246
"Maywood village, Illinois",Maywood,47774,P012024,Male,80 to 84 years,131
"Maywood village, Illinois",Maywood,47774,P012025,Male,85 years and over,81
"Maywood village, Illinois",Maywood,47774,P012027,Female,Under 5 years,876
"Maywood village, Illinois",Maywood,47774,P012028,Female,5 to 9 years,859
"Maywood village, Illinois",Maywood,47774,P012029,Female,10 to 14 years,968
"Maywood village, Illinois",Maywood,47774,P012030,Female,15 to 17 years,666
"Maywood village, Illinois",Maywood,47774,P012031,Female,18 and 19 years,368
"Maywood village, Illinois",Maywood,47774,P012032,Female,20 years,204
"Maywood village, Illinois",Maywood,47774,P012033,Female,21 years,188
"Maywood village, Illinois",Maywood,47774,P012034,Female,22 to 24 years,462
"Maywood village, Illinois",Maywood,47774,P012035,Female,25 to 29 years,898
"Maywood village, Illinois",Maywood,47774,P012036,Female,30 to 34 years,760
"Maywood village, Illinois",Maywood,47774,P012037,Female,35 to 39 years,782
"Maywood village, Illinois",Maywood,47774,P012038,Female,40 to 44 years,809
"Maywood village, Illinois",Maywood,47774,P012039,Female,45 to 49 years,786
"Maywood village, Illinois",Maywood,47774,P012040,Female,50 to 54 years,863
"Maywood village, Illinois",Maywood,47774,P012041,Female,55 to 59 years,820
"Maywood village, Illinois",Maywood,47774,P012042,Female,60 and 61 years,268
"Maywood village, Illinois",Maywood,47774,P012043,Female,62 to 64 years,394
"Maywood village, Illinois",Maywood,47774,P012044,Female,65 and 66 years,215
"Maywood village, Illinois",Maywood,47774,P012045,Female,67 to 69 years,305
"Maywood village, Illinois",Maywood,47774,P012046,Female,70 to 74 years,446
"Maywood village, Illinois",Maywood,47774,P012047,Female,75 to 79 years,333
"Maywood village, Illinois",Maywood,47774,P012048,Female,80 to 84 years,217
"Maywood village, Illinois",Maywood,47774,P012049,Female,85 years and over,166
"McCook village, Illinois",McCook,45564,P012003,Male,Under 5 years,7
"McCook village, Illinois",McCook,45564,P012004,Male,5 to 9 years,2
"McCook village, Illinois",McCook,45564,P012005,Male,10 to 14 years,6
"McCook village, Illinois",McCook,45564,P012006,Male,15 to 17 years,6
"McCook village, Illinois",McCook,45564,P012007,Male,18 and 19 years,1
"McCook village, Illinois",McCook,45564,P012008,Male,20 years,1
"McCook village, Illinois",McCook,45564,P012009,Male,21 years,2
"McCook village, Illinois",McCook,45564,P012010,Male,22 to 24 years,2
"McCook village, Illinois",McCook,45564,P012011,Male,25 to 29 years,10
"McCook village, Illinois",McCook,45564,P012012,Male,30 to 34 years,3
"McCook village, Illinois",McCook,45564,P012013,Male,35 to 39 years,8
"McCook village, Illinois",McCook,45564,P012014,Male,40 to 44 years,5
"McCook village, Illinois",McCook,45564,P012015,Male,45 to 49 years,4
"McCook village, Illinois",McCook,45564,P012016,Male,50 to 54 years,17
"McCook village, Illinois",McCook,45564,P012017,Male,55 to 59 years,4
"McCook village, Illinois",McCook,45564,P012018,Male,60 and 61 years,7
"McCook village, Illinois",McCook,45564,P012019,Male,62 to 64 years,4
"McCook village, Illinois",McCook,45564,P012020,Male,65 and 66 years,1
"McCook village, Illinois",McCook,45564,P012021,Male,67 to 69 years,5
"McCook village, Illinois",McCook,45564,P012022,Male,70 to 74 years,6
"McCook village, Illinois",McCook,45564,P012023,Male,75 to 79 years,1
"McCook village, Illinois",McCook,45564,P012024,Male,80 to 84 years,3
"McCook village, Illinois",McCook,45564,P012025,Male,85 years and over,3
"McCook village, Illinois",McCook,45564,P012027,Female,Under 5 years,7
"McCook village, Illinois",McCook,45564,P012028,Female,5 to 9 years,5
"McCook village, Illinois",McCook,45564,P012029,Female,10 to 14 years,6
"McCook village, Illinois",McCook,45564,P012030,Female,15 to 17 years,3
"McCook village, Illinois",McCook,45564,P012031,Female,18 and 19 years,5
"McCook village, Illinois",McCook,45564,P012032,Female,20 years,2
"McCook village, Illinois",McCook,45564,P012033,Female,21 years,2
"McCook village, Illinois",McCook,45564,P012034,Female,22 to 24 years,2
"McCook village, Illinois",McCook,45564,P012035,Female,25 to 29 years,7
"McCook village, Illinois",McCook,45564,P012036,Female,30 to 34 years,9
"McCook village, Illinois",McCook,45564,P012037,Female,35 to 39 years,4
"McCook village, Illinois",McCook,45564,P012038,Female,40 to 44 years,9
"McCook village, Illinois",McCook,45564,P012039,Female,45 to 49 years,13
"McCook village, Illinois",McCook,45564,P012040,Female,50 to 54 years,3
"McCook village, Illinois",McCook,45564,P012041,Female,55 to 59 years,4
"McCook village, Illinois",McCook,45564,P012042,Female,60 and 61 years,6
"McCook village, Illinois",McCook,45564,P012043,Female,62 to 64 years,8
"McCook village, Illinois",McCook,45564,P012044,Female,65 and 66 years,4
"McCook village, Illinois",McCook,45564,P012045,Female,67 to 69 years,2
"McCook village, Illinois",McCook,45564,P012046,Female,70 to 74 years,4
"McCook village, Illinois",McCook,45564,P012047,Female,75 to 79 years,1
"McCook village, Illinois",McCook,45564,P012048,Female,80 to 84 years,7
"McCook village, Illinois",McCook,45564,P012049,Female,85 years and over,7
"Melrose Park village, Illinois",Melrose Park,48242,P012003,Male,Under 5 years,1234
"Melrose Park village, Illinois",Melrose Park,48242,P012004,Male,5 to 9 years,1134
"Melrose Park village, Illinois",Melrose Park,48242,P012005,Male,10 to 14 years,990
"Melrose Park village, Illinois",Melrose Park,48242,P012006,Male,15 to 17 years,558
"Melrose Park village, Illinois",Melrose Park,48242,P012007,Male,18 and 19 years,327
"Melrose Park village, Illinois",Melrose Park,48242,P012008,Male,20 years,176
"Melrose Park village, Illinois",Melrose Park,48242,P012009,Male,21 years,165
"Melrose Park village, Illinois",Melrose Park,48242,P012010,Male,22 to 24 years,637
"Melrose Park village, Illinois",Melrose Park,48242,P012011,Male,25 to 29 years,1068
"Melrose Park village, Illinois",Melrose Park,48242,P012012,Male,30 to 34 years,1056
"Melrose Park village, Illinois",Melrose Park,48242,P012013,Male,35 to 39 years,1026
"Melrose Park village, Illinois",Melrose Park,48242,P012014,Male,40 to 44 years,824
"Melrose Park village, Illinois",Melrose Park,48242,P012015,Male,45 to 49 years,774
"Melrose Park village, Illinois",Melrose Park,48242,P012016,Male,50 to 54 years,724
"Melrose Park village, Illinois",Melrose Park,48242,P012017,Male,55 to 59 years,545
"Melrose Park village, Illinois",Melrose Park,48242,P012018,Male,60 and 61 years,208
"Melrose Park village, Illinois",Melrose Park,48242,P012019,Male,62 to 64 years,267
"Melrose Park village, Illinois",Melrose Park,48242,P012020,Male,65 and 66 years,137
"Melrose Park village, Illinois",Melrose Park,48242,P012021,Male,67 to 69 years,183
"Melrose Park village, Illinois",Melrose Park,48242,P012022,Male,70 to 74 years,236
"Melrose Park village, Illinois",Melrose Park,48242,P012023,Male,75 to 79 years,174
"Melrose Park village, Illinois",Melrose Park,48242,P012024,Male,80 to 84 years,154
"Melrose Park village, Illinois",Melrose Park,48242,P012025,Male,85 years and over,136
"Melrose Park village, Illinois",Melrose Park,48242,P012027,Female,Under 5 years,1190
"Melrose Park village, Illinois",Melrose Park,48242,P012028,Female,5 to 9 years,1052
"Melrose Park village, Illinois",Melrose Park,48242,P012029,Female,10 to 14 years,966
"Melrose Park village, Illinois",Melrose Park,48242,P012030,Female,15 to 17 years,508
"Melrose Park village, Illinois",Melrose Park,48242,P012031,Female,18 and 19 years,322
"Melrose Park village, Illinois",Melrose Park,48242,P012032,Female,20 years,165
"Melrose Park village, Illinois",Melrose Park,48242,P012033,Female,21 years,171
"Melrose Park village, Illinois",Melrose Park,48242,P012034,Female,22 to 24 years,608
"Melrose Park village, Illinois",Melrose Park,48242,P012035,Female,25 to 29 years,1032
"Melrose Park village, Illinois",Melrose Park,48242,P012036,Female,30 to 34 years,980
"Melrose Park village, Illinois",Melrose Park,48242,P012037,Female,35 to 39 years,975
"Melrose Park village, Illinois",Melrose Park,48242,P012038,Female,40 to 44 years,813
"Melrose Park village, Illinois",Melrose Park,48242,P012039,Female,45 to 49 years,699
"Melrose Park village, Illinois",Melrose Park,48242,P012040,Female,50 to 54 years,686
"Melrose Park village, Illinois",Melrose Park,48242,P012041,Female,55 to 59 years,523
"Melrose Park village, Illinois",Melrose Park,48242,P012042,Female,60 and 61 years,205
"Melrose Park village, Illinois",Melrose Park,48242,P012043,Female,62 to 64 years,326
"Melrose Park village, Illinois",Melrose Park,48242,P012044,Female,65 and 66 years,161
"Melrose Park village, Illinois",Melrose Park,48242,P012045,Female,67 to 69 years,235
"Melrose Park village, Illinois",Melrose Park,48242,P012046,Female,70 to 74 years,302
"Melrose Park village, Illinois",Melrose Park,48242,P012047,Female,75 to 79 years,266
"Melrose Park village, Illinois",Melrose Park,48242,P012048,Female,80 to 84 years,227
"Melrose Park village, Illinois",Melrose Park,48242,P012049,Female,85 years and over,266
"Merrionette Park village, Illinois",Merrionette Park,48554,P012003,Male,Under 5 years,60
"Merrionette Park village, Illinois",Merrionette Park,48554,P012004,Male,5 to 9 years,48
"Merrionette Park village, Illinois",Merrionette Park,48554,P012005,Male,10 to 14 years,44
"Merrionette Park village, Illinois",Merrionette Park,48554,P012006,Male,15 to 17 years,34
"Merrionette Park village, Illinois",Merrionette Park,48554,P012007,Male,18 and 19 years,19
"Merrionette Park village, Illinois",Merrionette Park,48554,P012008,Male,20 years,11
"Merrionette Park village, Illinois",Merrionette Park,48554,P012009,Male,21 years,7
"Merrionette Park village, Illinois",Merrionette Park,48554,P012010,Male,22 to 24 years,34
"Merrionette Park village, Illinois",Merrionette Park,48554,P012011,Male,25 to 29 years,74
"Merrionette Park village, Illinois",Merrionette Park,48554,P012012,Male,30 to 34 years,74
"Merrionette Park village, Illinois",Merrionette Park,48554,P012013,Male,35 to 39 years,63
"Merrionette Park village, Illinois",Merrionette Park,48554,P012014,Male,40 to 44 years,64
"Merrionette Park village, Illinois",Merrionette Park,48554,P012015,Male,45 to 49 years,67
"Merrionette Park village, Illinois",Merrionette Park,48554,P012016,Male,50 to 54 years,83
"Merrionette Park village, Illinois",Merrionette Park,48554,P012017,Male,55 to 59 years,73
"Merrionette Park village, Illinois",Merrionette Park,48554,P012018,Male,60 and 61 years,17
"Merrionette Park village, Illinois",Merrionette Park,48554,P012019,Male,62 to 64 years,38
"Merrionette Park village, Illinois",Merrionette Park,48554,P012020,Male,65 and 66 years,19
"Merrionette Park village, Illinois",Merrionette Park,48554,P012021,Male,67 to 69 years,20
"Merrionette Park village, Illinois",Merrionette Park,48554,P012022,Male,70 to 74 years,28
"Merrionette Park village, Illinois",Merrionette Park,48554,P012023,Male,75 to 79 years,18
"Merrionette Park village, Illinois",Merrionette Park,48554,P012024,Male,80 to 84 years,18
"Merrionette Park village, Illinois",Merrionette Park,48554,P012025,Male,85 years and over,14
"Merrionette Park village, Illinois",Merrionette Park,48554,P012027,Female,Under 5 years,48
"Merrionette Park village, Illinois",Merrionette Park,48554,P012028,Female,5 to 9 years,48
"Merrionette Park village, Illinois",Merrionette Park,48554,P012029,Female,10 to 14 years,56
"Merrionette Park village, Illinois",Merrionette Park,48554,P012030,Female,15 to 17 years,30
"Merrionette Park village, Illinois",Merrionette Park,48554,P012031,Female,18 and 19 years,19
"Merrionette Park village, Illinois",Merrionette Park,48554,P012032,Female,20 years,7
"Merrionette Park village, Illinois",Merrionette Park,48554,P012033,Female,21 years,12
"Merrionette Park village, Illinois",Merrionette Park,48554,P012034,Female,22 to 24 years,40
"Merrionette Park village, Illinois",Merrionette Park,48554,P012035,Female,25 to 29 years,73
"Merrionette Park village, Illinois",Merrionette Park,48554,P012036,Female,30 to 34 years,68
"Merrionette Park village, Illinois",Merrionette Park,48554,P012037,Female,35 to 39 years,46
"Merrionette Park village, Illinois",Merrionette Park,48554,P012038,Female,40 to 44 years,62
"Merrionette Park village, Illinois",Merrionette Park,48554,P012039,Female,45 to 49 years,88
"Merrionette Park village, Illinois",Merrionette Park,48554,P012040,Female,50 to 54 years,91
"Merrionette Park village, Illinois",Merrionette Park,48554,P012041,Female,55 to 59 years,60
"Merrionette Park village, Illinois",Merrionette Park,48554,P012042,Female,60 and 61 years,25
"Merrionette Park village, Illinois",Merrionette Park,48554,P012043,Female,62 to 64 years,33
"Merrionette Park village, Illinois",Merrionette Park,48554,P012044,Female,65 and 66 years,18
"Merrionette Park village, Illinois",Merrionette Park,48554,P012045,Female,67 to 69 years,26
"Merrionette Park village, Illinois",Merrionette Park,48554,P012046,Female,70 to 74 years,34
"Merrionette Park village, Illinois",Merrionette Park,48554,P012047,Female,75 to 79 years,38
"Merrionette Park village, Illinois",Merrionette Park,48554,P012048,Female,80 to 84 years,29
"Merrionette Park village, Illinois",Merrionette Park,48554,P012049,Female,85 years and over,22
"Midlothian village, Illinois",Midlothian,48892,P012003,Male,Under 5 years,551
"Midlothian village, Illinois",Midlothian,48892,P012004,Male,5 to 9 years,569
"Midlothian village, Illinois",Midlothian,48892,P012005,Male,10 to 14 years,568
"Midlothian village, Illinois",Midlothian,48892,P012006,Male,15 to 17 years,352
"Midlothian village, Illinois",Midlothian,48892,P012007,Male,18 and 19 years,209
"Midlothian village, Illinois",Midlothian,48892,P012008,Male,20 years,102
"Midlothian village, Illinois",Midlothian,48892,P012009,Male,21 years,111
"Midlothian village, Illinois",Midlothian,48892,P012010,Male,22 to 24 years,289
"Midlothian village, Illinois",Midlothian,48892,P012011,Male,25 to 29 years,559
"Midlothian village, Illinois",Midlothian,48892,P012012,Male,30 to 34 years,531
"Midlothian village, Illinois",Midlothian,48892,P012013,Male,35 to 39 years,489
"Midlothian village, Illinois",Midlothian,48892,P012014,Male,40 to 44 years,516
"Midlothian village, Illinois",Midlothian,48892,P012015,Male,45 to 49 years,583
"Midlothian village, Illinois",Midlothian,48892,P012016,Male,50 to 54 years,559
"Midlothian village, Illinois",Midlothian,48892,P012017,Male,55 to 59 years,479
"Midlothian village, Illinois",Midlothian,48892,P012018,Male,60 and 61 years,148
"Midlothian village, Illinois",Midlothian,48892,P012019,Male,62 to 64 years,190
"Midlothian village, Illinois",Midlothian,48892,P012020,Male,65 and 66 years,83
"Midlothian village, Illinois",Midlothian,48892,P012021,Male,67 to 69 years,123
"Midlothian village, Illinois",Midlothian,48892,P012022,Male,70 to 74 years,147
"Midlothian village, Illinois",Midlothian,48892,P012023,Male,75 to 79 years,105
"Midlothian village, Illinois",Midlothian,48892,P012024,Male,80 to 84 years,69
"Midlothian village, Illinois",Midlothian,48892,P012025,Male,85 years and over,49
"Midlothian village, Illinois",Midlothian,48892,P012027,Female,Under 5 years,507
"Midlothian village, Illinois",Midlothian,48892,P012028,Female,5 to 9 years,520
"Midlothian village, Illinois",Midlothian,48892,P012029,Female,10 to 14 years,524
"Midlothian village, Illinois",Midlothian,48892,P012030,Female,15 to 17 years,336
"Midlothian village, Illinois",Midlothian,48892,P012031,Female,18 and 19 years,175
"Midlothian village, Illinois",Midlothian,48892,P012032,Female,20 years,85
