geoid_zcta,variable,sex,age,total_pop,pop_in_cook
60638,P12_034N,Female,22 to 24 years,976,976
60638,P12_035N,Female,25 to 29 years,1745,1745
60638,P12_036N,Female,30 to 34 years,1845,1845
60638,P12_037N,Female,35 to 39 years,2012,2012
60638,P12_038N,Female,40 to 44 years,2090,2090
60638,P12_039N,Female,45 to 49 years,1962,1962
60638,P12_040N,Female,50 to 54 years,1763,1763
60638,P12_041N,Female,55 to 59 years,1833,1833
60638,P12_042N,Female,60 and 61 years,779,779
60638,P12_043N,Female,62 to 64 years,1092,1092
60638,P12_044N,Female,65 and 66 years,651,651
60638,P12_045N,Female,67 to 69 years,895,895
60638,P12_046N,Female,70 to 74 years,1097,1097
60638,P12_047N,Female,75 to 79 years,819,819
60638,P12_048N,Female,80 to 84 years,683,683
60638,P12_049N,Female,85 years and over,776,776
60639,P12_003N,Male,Under 5 years,2676,2676
60639,P12_004N,Male,5 to 9 years,3113,3113
60639,P12_005N,Male,10 to 14 years,3654,3654
60639,P12_006N,Male,15 to 17 years,2155,2155
60639,P12_007N,Male,18 and 19 years,1357,1357
60639,P12_008N,Male,20 years,695,695
60639,P12_009N,Male,21 years,733,733
60639,P12_010N,Male,22 to 24 years,2091,2091
60639,P12_011N,Male,25 to 29 years,3416,3416
60639,P12_012N,Male,30 to 34 years,3278,3278
60639,P12_013N,Male,35 to 39 years,3185,3185
60639,P12_014N,Male,40 to 44 years,3265,3265
60639,P12_015N,Male,45 to 49 years,2891,2891
60639,P12_016N,Male,50 to 54 years,2852,2852
60639,P12_017N,Male,55 to 59 years,2582,2582
60639,P12_018N,Male,60 and 61 years,893,893
60639,P12_019N,Male,62 to 64 years,1243,1243
60639,P12_020N,Male,65 and 66 years,721,721
60639,P12_021N,Male,67 to 69 years,977,977
60639,P12_022N,Male,70 to 74 years,1151,1151
60639,P12_023N,Male,75 to 79 years,662,662
60639,P12_024N,Male,80 to 84 years,367,367
60639,P12_025N,Male,85 years and over,243,243
60639,P12_027N,Female,Under 5 years,2627,2627
60639,P12_028N,Female,5 to 9 years,3061,3061
60639,P12_029N,Female,10 to 14 years,3596,3596
60639,P12_030N,Female,15 to 17 years,2087,2087
60639,P12_031N,Female,18 and 19 years,1298,1298
60639,P12_032N,Female,20 years,682,682
60639,P12_033N,Female,21 years,631,631
60639,P12_034N,Female,22 to 24 years,2139,2139
60639,P12_035N,Female,25 to 29 years,3399,3399
60639,P12_036N,Female,30 to 34 years,3213,3213
60639,P12_037N,Female,35 to 39 years,3223,3223
60639,P12_038N,Female,40 to 44 years,3342,3342
60639,P12_039N,Female,45 to 49 years,3038,3038
60639,P12_040N,Female,50 to 54 years,2701,2701
60639,P12_041N,Female,55 to 59 years,2706,2706
60639,P12_042N,Female,60 and 61 years,1014,1014
60639,P12_043N,Female,62 to 64 years,1304,1304
60639,P12_044N,Female,65 and 66 years,853,853
60639,P12_045N,Female,67 to 69 years,1110,1110
60639,P12_046N,Female,70 to 74 years,1423,1423
60639,P12_047N,Female,75 to 79 years,893,893
60639,P12_048N,Female,80 to 84 years,532,532
60639,P12_049N,Female,85 years and over,471,471
60640,P12_003N,Male,Under 5 years,1323,1323
60640,P12_004N,Male,5 to 9 years,946,946
60640,P12_005N,Male,10 to 14 years,919,919
60640,P12_006N,Male,15 to 17 years,481,481
60640,P12_007N,Male,18 and 19 years,338,338
60640,P12_008N,Male,20 years,165,165
60640,P12_009N,Male,21 years,256,256
60640,P12_010N,Male,22 to 24 years,1317,1317
60640,P12_011N,Male,25 to 29 years,4178,4178
60640,P12_012N,Male,30 to 34 years,4803,4803
60640,P12_013N,Male,35 to 39 years,3628,3628
60640,P12_014N,Male,40 to 44 years,2724,2724
60640,P12_015N,Male,45 to 49 years,2381,2381
60640,P12_016N,Male,50 to 54 years,2523,2523
60640,P12_017N,Male,55 to 59 years,2420,2420
60640,P12_018N,Male,60 and 61 years,777,777
60640,P12_019N,Male,62 to 64 years,1079,1079
60640,P12_020N,Male,65 and 66 years,635,635
60640,P12_021N,Male,67 to 69 years,840,840
60640,P12_022N,Male,70 to 74 years,1002,1002
60640,P12_023N,Male,75 to 79 years,589,589
60640,P12_024N,Male,80 to 84 years,477,477
60640,P12_025N,Male,85 years and over,361,361
60640,P12_027N,Female,Under 5 years,1318,1318
60640,P12_028N,Female,5 to 9 years,960,960
60640,P12_029N,Female,10 to 14 years,820,820
60640,P12_030N,Female,15 to 17 years,494,494
60640,P12_031N,Female,18 and 19 years,320,320
60640,P12_032N,Female,20 years,238,238
60640,P12_033N,Female,21 years,252,252
60640,P12_034N,Female,22 to 24 years,1645,1645
60640,P12_035N,Female,25 to 29 years,4446,4446
60640,P12_036N,Female,30 to 34 years,4247,4247
60640,P12_037N,Female,35 to 39 years,3014,3014
60640,P12_038N,Female,40 to 44 years,2134,2134
60640,P12_039N,Female,45 to 49 years,1777,1777
60640,P12_040N,Female,50 to 54 years,1752,1752
60640,P12_041N,Female,55 to 59 years,1600,1600
60640,P12_042N,Female,60 and 61 years,663,663
60640,P12_043N,Female,62 to 64 years,936,936
60640,P12_044N,Female,65 and 66 years,644,644
60640,P12_045N,Female,67 to 69 years,861,861
60640,P12_046N,Female,70 to 74 years,1197,1197
60640,P12_047N,Female,75 to 79 years,877,877
60640,P12_048N,Female,80 to 84 years,702,702
60640,P12_049N,Female,85 years and over,882,882
60641,P12_003N,Male,Under 5 years,2085,2085
60641,P12_004N,Male,5 to 9 years,2039,2039
60641,P12_005N,Male,10 to 14 years,2063,2063
60641,P12_006N,Male,15 to 17 years,1230,1230
60641,P12_007N,Male,18 and 19 years,723,723
60641,P12_008N,Male,20 years,435,435
60641,P12_009N,Male,21 years,406,406
60641,P12_010N,Male,22 to 24 years,1324,1324
60641,P12_011N,Male,25 to 29 years,2911,2911
60641,P12_012N,Male,30 to 34 years,3086,3086
60641,P12_013N,Male,35 to 39 years,2933,2933
60641,P12_014N,Male,40 to 44 years,2532,2532
60641,P12_015N,Male,45 to 49 years,2355,2355
60641,P12_016N,Male,50 to 54 years,2369,2369
60641,P12_017N,Male,55 to 59 years,2090,2090
60641,P12_018N,Male,60 and 61 years,811,811
60641,P12_019N,Male,62 to 64 years,1149,1149
60641,P12_020N,Male,65 and 66 years,795,795
60641,P12_021N,Male,67 to 69 years,830,830
60641,P12_022N,Male,70 to 74 years,992,992
60641,P12_023N,Male,75 to 79 years,561,561
60641,P12_024N,Male,80 to 84 years,340,340
60641,P12_025N,Male,85 years and over,261,261
60641,P12_027N,Female,Under 5 years,1957,1957
60641,P12_028N,Female,5 to 9 years,2035,2035
60641,P12_029N,Female,10 to 14 years,2165,2165
60641,P12_030N,Female,15 to 17 years,1157,1157
60641,P12_031N,Female,18 and 19 years,737,737
60641,P12_032N,Female,20 years,388,388
60641,P12_033N,Female,21 years,430,430
60641,P12_034N,Female,22 to 24 years,1327,1327
60641,P12_035N,Female,25 to 29 years,2842,2842
60641,P12_036N,Female,30 to 34 years,2937,2937
60641,P12_037N,Female,35 to 39 years,2870,2870
60641,P12_038N,Female,40 to 44 years,2505,2505
60641,P12_039N,Female,45 to 49 years,2216,2216
60641,P12_040N,Female,50 to 54 years,2190,2190
60641,P12_041N,Female,55 to 59 years,2142,2142
60641,P12_042N,Female,60 and 61 years,896,896
60641,P12_043N,Female,62 to 64 years,1281,1281
60641,P12_044N,Female,65 and 66 years,725,725
60641,P12_045N,Female,67 to 69 years,943,943
60641,P12_046N,Female,70 to 74 years,1326,1326
60641,P12_047N,Female,75 to 79 years,808,808
60641,P12_048N,Female,80 to 84 years,531,531
60641,P12_049N,Female,85 years and over,626,626
60642,P12_003N,Male,Under 5 years,508,508
60642,P12_004N,Male,5 to 9 years,242,242
60642,P12_005N,Male,10 to 14 years,212,212
60642,P12_006N,Male,15 to 17 years,135,135
60642,P12_007N,Male,18 and 19 years,75,75
60642,P12_008N,Male,20 years,36,36
60642,P12_009N,Male,21 years,56,56
60642,P12_010N,Male,22 to 24 years,579,579
60642,P12_011N,Male,25 to 29 years,2485,2485
60642,P12_012N,Male,30 to 34 years,2377,2377
60642,P12_013N,Male,35 to 39 years,1383,1383
60642,P12_014N,Male,40 to 44 years,788,788
60642,P12_015N,Male,45 to 49 years,532,532
60642,P12_016N,Male,50 to 54 years,420,420
60642,P12_017N,Male,55 to 59 years,331,331
60642,P12_018N,Male,60 and 61 years,139,139
60642,P12_019N,Male,62 to 64 years,158,158
60642,P12_020N,Male,65 and 66 years,129,129
60642,P12_021N,Male,67 to 69 years,134,134
60642,P12_022N,Male,70 to 74 years,204,204
60642,P12_023N,Male,75 to 79 years,85,85
60642,P12_024N,Male,80 to 84 years,57,57
60642,P12_025N,Male,85 years and over,46,46
60642,P12_027N,Female,Under 5 years,520,520
60642,P12_028N,Female,5 to 9 years,231,231
60642,P12_029N,Female,10 to 14 years,248,248
60642,P12_030N,Female,15 to 17 years,138,138
60642,P12_031N,Female,18 and 19 years,90,90
60642,P12_032N,Female,20 years,67,67
60642,P12_033N,Female,21 years,63,63
60642,P12_034N,Female,22 to 24 years,626,626
60642,P12_035N,Female,25 to 29 years,2469,2469
60642,P12_036N,Female,30 to 34 years,2208,2208
60642,P12_037N,Female,35 to 39 years,1181,1181
60642,P12_038N,Female,40 to 44 years,686,686
60642,P12_039N,Female,45 to 49 years,425,425
60642,P12_040N,Female,50 to 54 years,314,314
60642,P12_041N,Female,55 to 59 years,297,297
60642,P12_042N,Female,60 and 61 years,108,108
60642,P12_043N,Female,62 to 64 years,169,169
60642,P12_044N,Female,65 and 66 years,113,113
60642,P12_045N,Female,67 to 69 years,128,128
60642,P12_046N,Female,70 to 74 years,196,196
60642,P12_047N,Female,75 to 79 years,137,137
60642,P12_048N,Female,80 to 84 years,86,86
60642,P12_049N,Female,85 years and over,76,76
60643,P12_003N,Male,Under 5 years,1185,1185
60643,P12_004N,Male,5 to 9 years,1309,1309
60643,P12_005N,Male,10 to 14 years,1548,1548
60643,P12_006N,Male,15 to 17 years,921,921
60643,P12_007N,Male,18 and 19 years,560,560
60643,P12_008N,Male,20 years,286,286
60643,P12_009N,Male,21 years,308,308
60643,P12_010N,Male,22 to 24 years,749,749
60643,P12_011N,Male,25 to 29 years,1250,1250
60643,P12_012N,Male,30 to 34 years,1134,1134
60643,P12_013N,Male,35 to 39 years,1213,1213
60643,P12_014N,Male,40 to 44 years,1244,1244
60643,P12_015N,Male,45 to 49 years,1291,1291
60643,P12_016N,Male,50 to 54 years,1477,1477
60643,P12_017N,Male,55 to 59 years,1561,1561
60643,P12_018N,Male,60 and 61 years,661,661
60643,P12_019N,Male,62 to 64 years,910,910
60643,P12_020N,Male,65 and 66 years,541,541
60643,P12_021N,Male,67 to 69 years,687,687
60643,P12_022N,Male,70 to 74 years,1014,1014
60643,P12_023N,Male,75 to 79 years,704,704
60643,P12_024N,Male,80 to 84 years,479,479
60643,P12_025N,Male,85 years and over,463,463
60643,P12_027N,Female,Under 5 years,1178,1178
60643,P12_028N,Female,5 to 9 years,1298,1298
60643,P12_029N,Female,10 to 14 years,1528,1528
60643,P12_030N,Female,15 to 17 years,1036,1036
60643,P12_031N,Female,18 and 19 years,571,571
60643,P12_032N,Female,20 years,295,295
60643,P12_033N,Female,21 years,312,312
60643,P12_034N,Female,22 to 24 years,856,856
60643,P12_035N,Female,25 to 29 years,1267,1267
60643,P12_036N,Female,30 to 34 years,1410,1410
60643,P12_037N,Female,35 to 39 years,1558,1558
60643,P12_038N,Female,40 to 44 years,1660,1660
60643,P12_039N,Female,45 to 49 years,1635,1635
60643,P12_040N,Female,50 to 54 years,1647,1647
60643,P12_041N,Female,55 to 59 years,1894,1894
60643,P12_042N,Female,60 and 61 years,828,828
60643,P12_043N,Female,62 to 64 years,1161,1161
60643,P12_044N,Female,65 and 66 years,768,768
60643,P12_045N,Female,67 to 69 years,1039,1039
60643,P12_046N,Female,70 to 74 years,1432,1432
60643,P12_047N,Female,75 to 79 years,1082,1082
60643,P12_048N,Female,80 to 84 years,905,905
60643,P12_049N,Female,85 years and over,976,976
60644,P12_003N,Male,Under 5 years,1567,1567
60644,P12_004N,Male,5 to 9 years,1512,1512
60644,P12_005N,Male,10 to 14 years,1664,1664
60644,P12_006N,Male,15 to 17 years,998,998
60644,P12_007N,Male,18 and 19 years,575,575
60644,P12_008N,Male,20 years,271,271
60644,P12_009N,Male,21 years,275,275
60644,P12_010N,Male,22 to 24 years,855,855
60644,P12_011N,Male,25 to 29 years,1581,1581
60644,P12_012N,Male,30 to 34 years,1611,1611
60644,P12_013N,Male,35 to 39 years,1433,1433
60644,P12_014N,Male,40 to 44 years,1444,1444
60644,P12_015N,Male,45 to 49 years,1285,1285
60644,P12_016N,Male,50 to 54 years,1313,1313
60644,P12_017N,Male,55 to 59 years,1509,1509
60644,P12_018N,Male,60 and 61 years,611,611
60644,P12_019N,Male,62 to 64 years,723,723
60644,P12_020N,Male,65 and 66 years,427,427
60644,P12_021N,Male,67 to 69 years,521,521
60644,P12_022N,Male,70 to 74 years,622,622
60644,P12_023N,Male,75 to 79 years,404,404
60644,P12_024N,Male,80 to 84 years,292,292
60644,P12_025N,Male,85 years and over,235,235
60644,P12_027N,Female,Under 5 years,1511,1511
60644,P12_028N,Female,5 to 9 years,1535,1535
60644,P12_029N,Female,10 to 14 years,1640,1640
60644,P12_030N,Female,15 to 17 years,982,982
60644,P12_031N,Female,18 and 19 years,654,654
60644,P12_032N,Female,20 years,337,337
60644,P12_033N,Female,21 years,336,336
60644,P12_034N,Female,22 to 24 years,1008,1008
60644,P12_035N,Female,25 to 29 years,2088,2088
60644,P12_036N,Female,30 to 34 years,1960,1960
60644,P12_037N,Female,35 to 39 years,1768,1768
60644,P12_038N,Female,40 to 44 years,1579,1579
60644,P12_039N,Female,45 to 49 years,1522,1522
60644,P12_040N,Female,50 to 54 years,1555,1555
60644,P12_041N,Female,55 to 59 years,1605,1605
60644,P12_042N,Female,60 and 61 years,729,729
60644,P12_043N,Female,62 to 64 years,903,903
60644,P12_044N,Female,65 and 66 years,529,529
60644,P12_045N,Female,67 to 69 years,684,684
60644,P12_046N,Female,70 to 74 years,905,905
60644,P12_047N,Female,75 to 79 years,663,663
60644,P12_048N,Female,80 to 84 years,545,545
60644,P12_049N,Female,85 years and over,473,473
60645,P12_003N,Male,Under 5 years,1780,1780
60645,P12_004N,Male,5 to 9 years,1726,1726
60645,P12_005N,Male,10 to 14 years,1814,1814
60645,P12_006N,Male,15 to 17 years,926,926
60645,P12_007N,Male,18 and 19 years,632,632
60645,P12_008N,Male,20 years,309,309
60645,P12_009N,Male,21 years,295,295
60645,P12_010N,Male,22 to 24 years,915,915
60645,P12_011N,Male,25 to 29 years,1753,1753
60645,P12_012N,Male,30 to 34 years,1809,1809
60645,P12_013N,Male,35 to 39 years,1719,1719
60645,P12_014N,Male,40 to 44 years,1591,1591
60645,P12_015N,Male,45 to 49 years,1469,1469
60645,P12_016N,Male,50 to 54 years,1511,1511
60645,P12_017N,Male,55 to 59 years,1428,1428
60645,P12_018N,Male,60 and 61 years,556,556
60645,P12_019N,Male,62 to 64 years,771,771
60645,P12_020N,Male,65 and 66 years,559,559
60645,P12_021N,Male,67 to 69 years,662,662
60645,P12_022N,Male,70 to 74 years,798,798
60645,P12_023N,Male,75 to 79 years,476,476
60645,P12_024N,Male,80 to 84 years,294,294
60645,P12_025N,Male,85 years and over,282,282
60645,P12_027N,Female,Under 5 years,1639,1639
60645,P12_028N,Female,5 to 9 years,1742,1742
60645,P12_029N,Female,10 to 14 years,1716,1716
60645,P12_030N,Female,15 to 17 years,932,932
60645,P12_031N,Female,18 and 19 years,574,574
60645,P12_032N,Female,20 years,292,292
60645,P12_033N,Female,21 years,268,268
60645,P12_034N,Female,22 to 24 years,961,961
60645,P12_035N,Female,25 to 29 years,1652,1652
60645,P12_036N,Female,30 to 34 years,1690,1690
60645,P12_037N,Female,35 to 39 years,1642,1642
60645,P12_038N,Female,40 to 44 years,1562,1562
60645,P12_039N,Female,45 to 49 years,1476,1476
60645,P12_040N,Female,50 to 54 years,1374,1374
60645,P12_041N,Female,55 to 59 years,1478,1478
60645,P12_042N,Female,60 and 61 years,560,560
60645,P12_043N,Female,62 to 64 years,836,836
60645,P12_044N,Female,65 and 66 years,580,580
60645,P12_045N,Female,67 to 69 years,704,704
60645,P12_046N,Female,70 to 74 years,926,926
60645,P12_047N,Female,75 to 79 years,604,604
60645,P12_048N,Female,80 to 84 years,487,487
60645,P12_049N,Female,85 years and over,586,586
60646,P12_003N,Male,Under 5 years,779,779
60646,P12_004N,Male,5 to 9 years,944,944
60646,P12_005N,Male,10 to 14 years,902,902
60646,P12_006N,Male,15 to 17 years,559,559
60646,P12_007N,Male,18 and 19 years,270,270
60646,P12_008N,Male,20 years,155,155
60646,P12_009N,Male,21 years,168,168
60646,P12_010N,Male,22 to 24 years,406,406
60646,P12_011N,Male,25 to 29 years,603,603
60646,P12_012N,Male,30 to 34 years,651,651
60646,P12_013N,Male,35 to 39 years,894,894
60646,P12_014N,Male,40 to 44 years,957,957
60646,P12_015N,Male,45 to 49 years,1025,1025
60646,P12_016N,Male,50 to 54 years,1064,1064
60646,P12_017N,Male,55 to 59 years,1033,1033
60646,P12_018N,Male,60 and 61 years,344,344
60646,P12_019N,Male,62 to 64 years,564,564
60646,P12_020N,Male,65 and 66 years,307,307
60646,P12_021N,Male,67 to 69 years,454,454
60646,P12_022N,Male,70 to 74 years,702,702
60646,P12_023N,Male,75 to 79 years,415,415
60646,P12_024N,Male,80 to 84 years,327,327
60646,P12_025N,Male,85 years and over,307,307
60646,P12_027N,Female,Under 5 years,783,783
60646,P12_028N,Female,5 to 9 years,910,910
60646,P12_029N,Female,10 to 14 years,863,863
60646,P12_030N,Female,15 to 17 years,546,546
60646,P12_031N,Female,18 and 19 years,265,265
60646,P12_032N,Female,20 years,163,163
60646,P12_033N,Female,21 years,109,109
60646,P12_034N,Female,22 to 24 years,363,363
60646,P12_035N,Female,25 to 29 years,522,522
60646,P12_036N,Female,30 to 34 years,702,702
60646,P12_037N,Female,35 to 39 years,1004,1004
60646,P12_038N,Female,40 to 44 years,1048,1048
60646,P12_039N,Female,45 to 49 years,1045,1045
60646,P12_040N,Female,50 to 54 years,1004,1004
60646,P12_041N,Female,55 to 59 years,1026,1026
60646,P12_042N,Female,60 and 61 years,410,410
60646,P12_043N,Female,62 to 64 years,548,548
60646,P12_044N,Female,65 and 66 years,373,373
60646,P12_045N,Female,67 to 69 years,523,523
60646,P12_046N,Female,70 to 74 years,784,784
60646,P12_047N,Female,75 to 79 years,596,596
60646,P12_048N,Female,80 to 84 years,461,461
60646,P12_049N,Female,85 years and over,505,505
60647,P12_003N,Male,Under 5 years,2543,2543
60647,P12_004N,Male,5 to 9 years,1927,1927
60647,P12_005N,Male,10 to 14 years,1809,1809
60647,P12_006N,Male,15 to 17 years,1030,1030
60647,P12_007N,Male,18 and 19 years,603,603
60647,P12_008N,Male,20 years,395,395
60647,P12_009N,Male,21 years,367,367
60647,P12_010N,Male,22 to 24 years,2087,2087
60647,P12_011N,Male,25 to 29 years,6649,6649
60647,P12_012N,Male,30 to 34 years,7057,7057
60647,P12_013N,Male,35 to 39 years,4886,4886
60647,P12_014N,Male,40 to 44 years,3145,3145
60647,P12_015N,Male,45 to 49 years,2359,2359
60647,P12_016N,Male,50 to 54 years,1933,1933
60647,P12_017N,Male,55 to 59 years,1653,1653
60647,P12_018N,Male,60 and 61 years,604,604
60647,P12_019N,Male,62 to 64 years,830,830
60647,P12_020N,Male,65 and 66 years,480,480
60647,P12_021N,Male,67 to 69 years,577,577
60647,P12_022N,Male,70 to 74 years,789,789
60647,P12_023N,Male,75 to 79 years,464,464
60647,P12_024N,Male,80 to 84 years,257,257
60647,P12_025N,Male,85 years and over,233,233
60647,P12_027N,Female,Under 5 years,2512,2512
60647,P12_028N,Female,5 to 9 years,1805,1805
60647,P12_029N,Female,10 to 14 years,1670,1670
60647,P12_030N,Female,15 to 17 years,995,995
60647,P12_031N,Female,18 and 19 years,585,585
60647,P12_032N,Female,20 years,369,369
60647,P12_033N,Female,21 years,413,413
60647,P12_034N,Female,22 to 24 years,2407,2407
60647,P12_035N,Female,25 to 29 years,7359,7359
60647,P12_036N,Female,30 to 34 years,6825,6825
60647,P12_037N,Female,35 to 39 years,4402,4402
60647,P12_038N,Female,40 to 44 years,3015,3015
60647,P12_039N,Female,45 to 49 years,2246,2246
60647,P12_040N,Female,50 to 54 years,1826,1826
60647,P12_041N,Female,55 to 59 years,1591,1591
60647,P12_042N,Female,60 and 61 years,619,619
60647,P12_043N,Female,62 to 64 years,820,820
60647,P12_044N,Female,65 and 66 years,541,541
60647,P12_045N,Female,67 to 69 years,691,691
60647,P12_046N,Female,70 to 74 years,946,946
60647,P12_047N,Female,75 to 79 years,568,568
60647,P12_048N,Female,80 to 84 years,410,410
60647,P12_049N,Female,85 years and over,339,339
60649,P12_003N,Male,Under 5 years,1455,1455
60649,P12_004N,Male,5 to 9 years,1450,1450
60649,P12_005N,Male,10 to 14 years,1413,1413
60649,P12_006N,Male,15 to 17 years,690,690
60649,P12_007N,Male,18 and 19 years,547,547
60649,P12_008N,Male,20 years,257,257
60649,P12_009N,Male,21 years,269,269
60649,P12_010N,Male,22 to 24 years,796,796
60649,P12_011N,Male,25 to 29 years,1608,1608
60649,P12_012N,Male,30 to 34 years,1539,1539
60649,P12_013N,Male,35 to 39 years,1377,1377
60649,P12_014N,Male,40 to 44 years,1310,1310
60649,P12_015N,Male,45 to 49 years,1370,1370
60649,P12_016N,Male,50 to 54 years,1443,1443
60649,P12_017N,Male,55 to 59 years,1609,1609
60649,P12_018N,Male,60 and 61 years,680,680
60649,P12_019N,Male,62 to 64 years,901,901
60649,P12_020N,Male,65 and 66 years,502,502
60649,P12_021N,Male,67 to 69 years,619,619
60649,P12_022N,Male,70 to 74 years,775,775
60649,P12_023N,Male,75 to 79 years,475,475
60649,P12_024N,Male,80 to 84 years,302,302
60649,P12_025N,Male,85 years and over,216,216
60649,P12_027N,Female,Under 5 years,1454,1454
60649,P12_028N,Female,5 to 9 years,1483,1483
60649,P12_029N,Female,10 to 14 years,1325,1325
60649,P12_030N,Female,15 to 17 years,760,760
60649,P12_031N,Female,18 and 19 years,479,479
60649,P12_032N,Female,20 years,263,263
60649,P12_033N,Female,21 years,336,336
60649,P12_034N,Female,22 to 24 years,1070,1070
60649,P12_035N,Female,25 to 29 years,2279,2279
60649,P12_036N,Female,30 to 34 years,2038,2038
60649,P12_037N,Female,35 to 39 years,1712,1712
60649,P12_038N,Female,40 to 44 years,1648,1648
60649,P12_039N,Female,45 to 49 years,1721,1721
60649,P12_040N,Female,50 to 54 years,1798,1798
60649,P12_041N,Female,55 to 59 years,1871,1871
60649,P12_042N,Female,60 and 61 years,835,835
60649,P12_043N,Female,62 to 64 years,1081,1081
60649,P12_044N,Female,65 and 66 years,639,639
60649,P12_045N,Female,67 to 69 years,817,817
60649,P12_046N,Female,70 to 74 years,1146,1146
60649,P12_047N,Female,75 to 79 years,772,772
60649,P12_048N,Female,80 to 84 years,495,495
60649,P12_049N,Female,85 years and over,546,546
60651,P12_003N,Male,Under 5 years,1834,1834
60651,P12_004N,Male,5 to 9 years,2001,2001
60651,P12_005N,Male,10 to 14 years,2319,2319
60651,P12_006N,Male,15 to 17 years,1342,1342
60651,P12_007N,Male,18 and 19 years,889,889
60651,P12_008N,Male,20 years,430,430
60651,P12_009N,Male,21 years,480,480
60651,P12_010N,Male,22 to 24 years,1374,1374
60651,P12_011N,Male,25 to 29 years,2379,2379
60651,P12_012N,Male,30 to 34 years,2322,2322
60651,P12_013N,Male,35 to 39 years,2260,2260
60651,P12_014N,Male,40 to 44 years,2044,2044
60651,P12_015N,Male,45 to 49 years,1941,1941
60651,P12_016N,Male,50 to 54 years,1825,1825
60651,P12_017N,Male,55 to 59 years,1755,1755
60651,P12_018N,Male,60 and 61 years,723,723
60651,P12_019N,Male,62 to 64 years,855,855
60651,P12_020N,Male,65 and 66 years,531,531
60651,P12_021N,Male,67 to 69 years,693,693
60651,P12_022N,Male,70 to 74 years,966,966
60651,P12_023N,Male,75 to 79 years,612,612
60651,P12_024N,Male,80 to 84 years,335,335
60651,P12_025N,Male,85 years and over,185,185
60651,P12_027N,Female,Under 5 years,1775,1775
60651,P12_028N,Female,5 to 9 years,1940,1940
60651,P12_029N,Female,10 to 14 years,2332,2332
60651,P12_030N,Female,15 to 17 years,1313,1313
60651,P12_031N,Female,18 and 19 years,904,904
60651,P12_032N,Female,20 years,441,441
60651,P12_033N,Female,21 years,433,433
60651,P12_034N,Female,22 to 24 years,1424,1424
60651,P12_035N,Female,25 to 29 years,2469,2469
60651,P12_036N,Female,30 to 34 years,2528,2528
60651,P12_037N,Female,35 to 39 years,2354,2354
60651,P12_038N,Female,40 to 44 years,2207,2207
60651,P12_039N,Female,45 to 49 years,2056,2056
60651,P12_040N,Female,50 to 54 years,1887,1887
60651,P12_041N,Female,55 to 59 years,2001,2001
60651,P12_042N,Female,60 and 61 years,823,823
60651,P12_043N,Female,62 to 64 years,1079,1079
60651,P12_044N,Female,65 and 66 years,715,715
60651,P12_045N,Female,67 to 69 years,961,961
60651,P12_046N,Female,70 to 74 years,1343,1343
60651,P12_047N,Female,75 to 79 years,816,816
60651,P12_048N,Female,80 to 84 years,532,532
60651,P12_049N,Female,85 years and over,391,391
60652,P12_003N,Male,Under 5 years,1116,1116
60652,P12_004N,Male,5 to 9 years,1290,1290
60652,P12_005N,Male,10 to 14 years,1555,1555
60652,P12_006N,Male,15 to 17 years,1001,1001
60652,P12_007N,Male,18 and 19 years,673,673
60652,P12_008N,Male,20 years,341,341
60652,P12_009N,Male,21 years,335,335
60652,P12_010N,Male,22 to 24 years,912,912
60652,P12_011N,Male,25 to 29 years,1324,1324
60652,P12_012N,Male,30 to 34 years,1185,1185
60652,P12_013N,Male,35 to 39 years,1300,1300
60652,P12_014N,Male,40 to 44 years,1251,1251
60652,P12_015N,Male,45 to 49 years,1306,1306
60652,P12_016N,Male,50 to 54 years,1272,1272
60652,P12_017N,Male,55 to 59 years,1315,1315
60652,P12_018N,Male,60 and 61 years,503,503
60652,P12_019N,Male,62 to 64 years,665,665
60652,P12_020N,Male,65 and 66 years,419,419
60652,P12_021N,Male,67 to 69 years,494,494
60652,P12_022N,Male,70 to 74 years,614,614
60652,P12_023N,Male,75 to 79 years,314,314
60652,P12_024N,Male,80 to 84 years,190,190
60652,P12_025N,Male,85 years and over,205,205
60652,P12_027N,Female,Under 5 years,1038,1038
60652,P12_028N,Female,5 to 9 years,1264,1264
60652,P12_029N,Female,10 to 14 years,1450,1450
60652,P12_030N,Female,15 to 17 years,971,971
60652,P12_031N,Female,18 and 19 years,609,609
60652,P12_032N,Female,20 years,291,291
60652,P12_033N,Female,21 years,325,325
60652,P12_034N,Female,22 to 24 years,865,865
60652,P12_035N,Female,25 to 29 years,1337,1337
60652,P12_036N,Female,30 to 34 years,1300,1300
60652,P12_037N,Female,35 to 39 years,1327,1327
60652,P12_038N,Female,40 to 44 years,1437,1437
60652,P12_039N,Female,45 to 49 years,1505,1505
60652,P12_040N,Female,50 to 54 years,1475,1475
60652,P12_041N,Female,55 to 59 years,1518,1518
60652,P12_042N,Female,60 and 61 years,656,656
60652,P12_043N,Female,62 to 64 years,875,875
60652,P12_044N,Female,65 and 66 years,474,474
60652,P12_045N,Female,67 to 69 years,595,595
60652,P12_046N,Female,70 to 74 years,778,778
60652,P12_047N,Female,75 to 79 years,481,481
60652,P12_048N,Female,80 to 84 years,319,319
60652,P12_049N,Female,85 years and over,428,428
60653,P12_003N,Male,Under 5 years,1003,1003
60653,P12_004N,Male,5 to 9 years,1016,1016
60653,P12_005N,Male,10 to 14 years,1119,1119
