geoid_zcta,variable,sex,age,total_pop,pop_in_cook
60654,P12_049N,Female,85 years and over,54,54
60655,P12_003N,Male,Under 5 years,931,931
60655,P12_004N,Male,5 to 9 years,942,942
60655,P12_005N,Male,10 to 14 years,968,968
60655,P12_006N,Male,15 to 17 years,608,608
60655,P12_007N,Male,18 and 19 years,328,328
60655,P12_008N,Male,20 years,164,164
60655,P12_009N,Male,21 years,128,128
60655,P12_010N,Male,22 to 24 years,512,512
60655,P12_011N,Male,25 to 29 years,789,789
60655,P12_012N,Male,30 to 34 years,918,918
60655,P12_013N,Male,35 to 39 years,956,956
60655,P12_014N,Male,40 to 44 years,971,971
60655,P12_015N,Male,45 to 49 years,954,954
60655,P12_016N,Male,50 to 54 years,932,932
60655,P12_017N,Male,55 to 59 years,932,932
60655,P12_018N,Male,60 and 61 years,371,371
60655,P12_019N,Male,62 to 64 years,552,552
60655,P12_020N,Male,65 and 66 years,327,327
60655,P12_021N,Male,67 to 69 years,420,420
60655,P12_022N,Male,70 to 74 years,448,448
60655,P12_023N,Male,75 to 79 years,282,282
60655,P12_024N,Male,80 to 84 years,155,155
60655,P12_025N,Male,85 years and over,145,145
60655,P12_027N,Female,Under 5 years,848,848
60655,P12_028N,Female,5 to 9 years,887,887
60655,P12_029N,Female,10 to 14 years,1007,1007
60655,P12_030N,Female,15 to 17 years,564,564
60655,P12_031N,Female,18 and 19 years,375,375
60655,P12_032N,Female,20 years,175,175
60655,P12_033N,Female,21 years,149,149
60655,P12_034N,Female,22 to 24 years,445,445
60655,P12_035N,Female,25 to 29 years,760,760
60655,P12_036N,Female,30 to 34 years,900,900
60655,P12_037N,Female,35 to 39 years,972,972
60655,P12_038N,Female,40 to 44 years,961,961
60655,P12_039N,Female,45 to 49 years,909,909
60655,P12_040N,Female,50 to 54 years,974,974
60655,P12_041N,Female,55 to 59 years,962,962
60655,P12_042N,Female,60 and 61 years,427,427
60655,P12_043N,Female,62 to 64 years,564,564
60655,P12_044N,Female,65 and 66 years,324,324
60655,P12_045N,Female,67 to 69 years,420,420
60655,P12_046N,Female,70 to 74 years,536,536
60655,P12_047N,Female,75 to 79 years,372,372
60655,P12_048N,Female,80 to 84 years,243,243
60655,P12_049N,Female,85 years and over,330,330
60656,P12_003N,Male,Under 5 years,831,831
60656,P12_004N,Male,5 to 9 years,760,760
60656,P12_005N,Male,10 to 14 years,789,789
60656,P12_006N,Male,15 to 17 years,483,483
60656,P12_007N,Male,18 and 19 years,250,250
60656,P12_008N,Male,20 years,156,156
60656,P12_009N,Male,21 years,129,129
60656,P12_010N,Male,22 to 24 years,425,425
60656,P12_011N,Male,25 to 29 years,1064,1064
60656,P12_012N,Male,30 to 34 years,1234,1234
60656,P12_013N,Male,35 to 39 years,1161,1161
60656,P12_014N,Male,40 to 44 years,1097,1097
60656,P12_015N,Male,45 to 49 years,962,962
60656,P12_016N,Male,50 to 54 years,940,940
60656,P12_017N,Male,55 to 59 years,943,943
60656,P12_018N,Male,60 and 61 years,386,386
60656,P12_019N,Male,62 to 64 years,517,517
60656,P12_020N,Male,65 and 66 years,296,296
60656,P12_021N,Male,67 to 69 years,399,399
60656,P12_022N,Male,70 to 74 years,540,540
60656,P12_023N,Male,75 to 79 years,331,331
60656,P12_024N,Male,80 to 84 years,226,226
60656,P12_025N,Male,85 years and over,210,210
60656,P12_027N,Female,Under 5 years,828,828
60656,P12_028N,Female,5 to 9 years,807,807
60656,P12_029N,Female,10 to 14 years,705,705
60656,P12_030N,Female,15 to 17 years,409,409
60656,P12_031N,Female,18 and 19 years,217,217
60656,P12_032N,Female,20 years,97,97
60656,P12_033N,Female,21 years,151,151
60656,P12_034N,Female,22 to 24 years,427,427
60656,P12_035N,Female,25 to 29 years,981,981
60656,P12_036N,Female,30 to 34 years,1161,1161
60656,P12_037N,Female,35 to 39 years,1046,1046
60656,P12_038N,Female,40 to 44 years,989,989
60656,P12_039N,Female,45 to 49 years,950,950
60656,P12_040N,Female,50 to 54 years,902,902
60656,P12_041N,Female,55 to 59 years,950,950
60656,P12_042N,Female,60 and 61 years,392,392
60656,P12_043N,Female,62 to 64 years,527,527
60656,P12_044N,Female,65 and 66 years,337,337
60656,P12_045N,Female,67 to 69 years,518,518
60656,P12_046N,Female,70 to 74 years,673,673
60656,P12_047N,Female,75 to 79 years,461,461
60656,P12_048N,Female,80 to 84 years,370,370
60656,P12_049N,Female,85 years and over,447,447
60659,P12_003N,Male,Under 5 years,1446,1446
60659,P12_004N,Male,5 to 9 years,1360,1360
60659,P12_005N,Male,10 to 14 years,1455,1455
60659,P12_006N,Male,15 to 17 years,808,808
60659,P12_007N,Male,18 and 19 years,574,574
60659,P12_008N,Male,20 years,275,275
60659,P12_009N,Male,21 years,229,229
60659,P12_010N,Male,22 to 24 years,805,805
60659,P12_011N,Male,25 to 29 years,1536,1536
60659,P12_012N,Male,30 to 34 years,1607,1607
60659,P12_013N,Male,35 to 39 years,1517,1517
60659,P12_014N,Male,40 to 44 years,1315,1315
60659,P12_015N,Male,45 to 49 years,1300,1300
60659,P12_016N,Male,50 to 54 years,1234,1234
60659,P12_017N,Male,55 to 59 years,1204,1204
60659,P12_018N,Male,60 and 61 years,496,496
60659,P12_019N,Male,62 to 64 years,646,646
60659,P12_020N,Male,65 and 66 years,434,434
60659,P12_021N,Male,67 to 69 years,550,550
60659,P12_022N,Male,70 to 74 years,683,683
60659,P12_023N,Male,75 to 79 years,398,398
60659,P12_024N,Male,80 to 84 years,251,251
60659,P12_025N,Male,85 years and over,235,235
60659,P12_027N,Female,Under 5 years,1318,1318
60659,P12_028N,Female,5 to 9 years,1358,1358
60659,P12_029N,Female,10 to 14 years,1339,1339
60659,P12_030N,Female,15 to 17 years,830,830
60659,P12_031N,Female,18 and 19 years,464,464
60659,P12_032N,Female,20 years,285,285
60659,P12_033N,Female,21 years,259,259
60659,P12_034N,Female,22 to 24 years,728,728
60659,P12_035N,Female,25 to 29 years,1484,1484
60659,P12_036N,Female,30 to 34 years,1487,1487
60659,P12_037N,Female,35 to 39 years,1412,1412
60659,P12_038N,Female,40 to 44 years,1283,1283
60659,P12_039N,Female,45 to 49 years,1367,1367
60659,P12_040N,Female,50 to 54 years,1215,1215
60659,P12_041N,Female,55 to 59 years,1191,1191
60659,P12_042N,Female,60 and 61 years,511,511
60659,P12_043N,Female,62 to 64 years,694,694
60659,P12_044N,Female,65 and 66 years,439,439
60659,P12_045N,Female,67 to 69 years,566,566
60659,P12_046N,Female,70 to 74 years,727,727
60659,P12_047N,Female,75 to 79 years,512,512
60659,P12_048N,Female,80 to 84 years,390,390
60659,P12_049N,Female,85 years and over,362,362
60660,P12_003N,Male,Under 5 years,852,852
60660,P12_004N,Male,5 to 9 years,675,675
60660,P12_005N,Male,10 to 14 years,572,572
60660,P12_006N,Male,15 to 17 years,430,430
60660,P12_007N,Male,18 and 19 years,268,268
60660,P12_008N,Male,20 years,240,240
60660,P12_009N,Male,21 years,255,255
60660,P12_010N,Male,22 to 24 years,953,953
60660,P12_011N,Male,25 to 29 years,2278,2278
60660,P12_012N,Male,30 to 34 years,2649,2649
60660,P12_013N,Male,35 to 39 years,2208,2208
60660,P12_014N,Male,40 to 44 years,1723,1723
60660,P12_015N,Male,45 to 49 years,1575,1575
60660,P12_016N,Male,50 to 54 years,1630,1630
60660,P12_017N,Male,55 to 59 years,1621,1621
60660,P12_018N,Male,60 and 61 years,524,524
60660,P12_019N,Male,62 to 64 years,754,754
60660,P12_020N,Male,65 and 66 years,450,450
60660,P12_021N,Male,67 to 69 years,551,551
60660,P12_022N,Male,70 to 74 years,772,772
60660,P12_023N,Male,75 to 79 years,472,472
60660,P12_024N,Male,80 to 84 years,238,238
60660,P12_025N,Male,85 years and over,156,156
60660,P12_027N,Female,Under 5 years,813,813
60660,P12_028N,Female,5 to 9 years,601,601
60660,P12_029N,Female,10 to 14 years,540,540
60660,P12_030N,Female,15 to 17 years,377,377
60660,P12_031N,Female,18 and 19 years,901,901
60660,P12_032N,Female,20 years,572,572
60660,P12_033N,Female,21 years,300,300
60660,P12_034N,Female,22 to 24 years,1267,1267
60660,P12_035N,Female,25 to 29 years,2333,2333
60660,P12_036N,Female,30 to 34 years,2136,2136
60660,P12_037N,Female,35 to 39 years,1762,1762
60660,P12_038N,Female,40 to 44 years,1342,1342
60660,P12_039N,Female,45 to 49 years,1161,1161
60660,P12_040N,Female,50 to 54 years,1164,1164
60660,P12_041N,Female,55 to 59 years,1148,1148
60660,P12_042N,Female,60 and 61 years,420,420
60660,P12_043N,Female,62 to 64 years,640,640
60660,P12_044N,Female,65 and 66 years,455,455
60660,P12_045N,Female,67 to 69 years,610,610
60660,P12_046N,Female,70 to 74 years,882,882
60660,P12_047N,Female,75 to 79 years,588,588
60660,P12_048N,Female,80 to 84 years,342,342
60660,P12_049N,Female,85 years and over,334,334
60661,P12_003N,Male,Under 5 years,197,197
60661,P12_004N,Male,5 to 9 years,76,76
60661,P12_005N,Male,10 to 14 years,46,46
60661,P12_006N,Male,15 to 17 years,24,24
60661,P12_007N,Male,18 and 19 years,13,13
60661,P12_008N,Male,20 years,17,17
60661,P12_009N,Male,21 years,36,36
60661,P12_010N,Male,22 to 24 years,414,414
60661,P12_011N,Male,25 to 29 years,1743,1743
60661,P12_012N,Male,30 to 34 years,1465,1465
60661,P12_013N,Male,35 to 39 years,820,820
60661,P12_014N,Male,40 to 44 years,387,387
60661,P12_015N,Male,45 to 49 years,215,215
60661,P12_016N,Male,50 to 54 years,222,222
60661,P12_017N,Male,55 to 59 years,144,144
60661,P12_018N,Male,60 and 61 years,52,52
60661,P12_019N,Male,62 to 64 years,71,71
60661,P12_020N,Male,65 and 66 years,28,28
60661,P12_021N,Male,67 to 69 years,53,53
60661,P12_022N,Male,70 to 74 years,68,68
60661,P12_023N,Male,75 to 79 years,54,54
60661,P12_024N,Male,80 to 84 years,16,16
60661,P12_025N,Male,85 years and over,9,9
60661,P12_027N,Female,Under 5 years,171,171
60661,P12_028N,Female,5 to 9 years,106,106
60661,P12_029N,Female,10 to 14 years,49,49
60661,P12_030N,Female,15 to 17 years,26,26
60661,P12_031N,Female,18 and 19 years,15,15
60661,P12_032N,Female,20 years,30,30
60661,P12_033N,Female,21 years,46,46
60661,P12_034N,Female,22 to 24 years,460,460
60661,P12_035N,Female,25 to 29 years,1740,1740
60661,P12_036N,Female,30 to 34 years,1365,1365
60661,P12_037N,Female,35 to 39 years,647,647
60661,P12_038N,Female,40 to 44 years,301,301
60661,P12_039N,Female,45 to 49 years,197,197
60661,P12_040N,Female,50 to 54 years,150,150
60661,P12_041N,Female,55 to 59 years,145,145
60661,P12_042N,Female,60 and 61 years,59,59
60661,P12_043N,Female,62 to 64 years,96,96
60661,P12_044N,Female,65 and 66 years,44,44
60661,P12_045N,Female,67 to 69 years,59,59
60661,P12_046N,Female,70 to 74 years,56,56
60661,P12_047N,Female,75 to 79 years,26,26
60661,P12_048N,Female,80 to 84 years,14,14
60661,P12_049N,Female,85 years and over,15,15
60706,P12_003N,Male,Under 5 years,597,597
60706,P12_004N,Male,5 to 9 years,587,587
60706,P12_005N,Male,10 to 14 years,660,660
60706,P12_006N,Male,15 to 17 years,417,417
60706,P12_007N,Male,18 and 19 years,246,246
60706,P12_008N,Male,20 years,141,141
60706,P12_009N,Male,21 years,125,125
60706,P12_010N,Male,22 to 24 years,375,375
60706,P12_011N,Male,25 to 29 years,665,665
60706,P12_012N,Male,30 to 34 years,700,700
60706,P12_013N,Male,35 to 39 years,811,811
60706,P12_014N,Male,40 to 44 years,826,826
60706,P12_015N,Male,45 to 49 years,765,765
60706,P12_016N,Male,50 to 54 years,837,837
60706,P12_017N,Male,55 to 59 years,818,818
60706,P12_018N,Male,60 and 61 years,366,366
60706,P12_019N,Male,62 to 64 years,502,502
60706,P12_020N,Male,65 and 66 years,303,303
60706,P12_021N,Male,67 to 69 years,419,419
60706,P12_022N,Male,70 to 74 years,535,535
60706,P12_023N,Male,75 to 79 years,364,364
60706,P12_024N,Male,80 to 84 years,273,273
60706,P12_025N,Male,85 years and over,334,334
60706,P12_027N,Female,Under 5 years,507,507
60706,P12_028N,Female,5 to 9 years,598,598
60706,P12_029N,Female,10 to 14 years,672,672
60706,P12_030N,Female,15 to 17 years,455,455
60706,P12_031N,Female,18 and 19 years,247,247
60706,P12_032N,Female,20 years,130,130
60706,P12_033N,Female,21 years,104,104
60706,P12_034N,Female,22 to 24 years,375,375
60706,P12_035N,Female,25 to 29 years,641,641
60706,P12_036N,Female,30 to 34 years,681,681
60706,P12_037N,Female,35 to 39 years,834,834
60706,P12_038N,Female,40 to 44 years,847,847
60706,P12_039N,Female,45 to 49 years,777,777
60706,P12_040N,Female,50 to 54 years,847,847
60706,P12_041N,Female,55 to 59 years,862,862
60706,P12_042N,Female,60 and 61 years,393,393
60706,P12_043N,Female,62 to 64 years,581,581
60706,P12_044N,Female,65 and 66 years,340,340
60706,P12_045N,Female,67 to 69 years,467,467
60706,P12_046N,Female,70 to 74 years,667,667
60706,P12_047N,Female,75 to 79 years,465,465
60706,P12_048N,Female,80 to 84 years,458,458
60706,P12_049N,Female,85 years and over,713,713
60707,P12_003N,Male,Under 5 years,1057,1057
60707,P12_004N,Male,5 to 9 years,1128,1128
60707,P12_005N,Male,10 to 14 years,1355,1355
60707,P12_006N,Male,15 to 17 years,883,883
60707,P12_007N,Male,18 and 19 years,548,548
60707,P12_008N,Male,20 years,237,237
60707,P12_009N,Male,21 years,251,251
60707,P12_010N,Male,22 to 24 years,846,846
60707,P12_011N,Male,25 to 29 years,1326,1326
60707,P12_012N,Male,30 to 34 years,1458,1458
60707,P12_013N,Male,35 to 39 years,1524,1524
60707,P12_014N,Male,40 to 44 years,1415,1415
60707,P12_015N,Male,45 to 49 years,1416,1416
60707,P12_016N,Male,50 to 54 years,1377,1377
60707,P12_017N,Male,55 to 59 years,1559,1559
60707,P12_018N,Male,60 and 61 years,585,585
60707,P12_019N,Male,62 to 64 years,813,813
60707,P12_020N,Male,65 and 66 years,461,461
60707,P12_021N,Male,67 to 69 years,639,639
60707,P12_022N,Male,70 to 74 years,839,839
60707,P12_023N,Male,75 to 79 years,524,524
60707,P12_024N,Male,80 to 84 years,326,326
60707,P12_025N,Male,85 years and over,255,255
60707,P12_027N,Female,Under 5 years,1121,1121
60707,P12_028N,Female,5 to 9 years,1108,1108
60707,P12_029N,Female,10 to 14 years,1227,1227
60707,P12_030N,Female,15 to 17 years,791,791
60707,P12_031N,Female,18 and 19 years,447,447
60707,P12_032N,Female,20 years,276,276
60707,P12_033N,Female,21 years,268,268
60707,P12_034N,Female,22 to 24 years,806,806
60707,P12_035N,Female,25 to 29 years,1343,1343
60707,P12_036N,Female,30 to 34 years,1501,1501
60707,P12_037N,Female,35 to 39 years,1590,1590
60707,P12_038N,Female,40 to 44 years,1557,1557
60707,P12_039N,Female,45 to 49 years,1387,1387
60707,P12_040N,Female,50 to 54 years,1452,1452
60707,P12_041N,Female,55 to 59 years,1692,1692
60707,P12_042N,Female,60 and 61 years,673,673
60707,P12_043N,Female,62 to 64 years,1028,1028
60707,P12_044N,Female,65 and 66 years,610,610
60707,P12_045N,Female,67 to 69 years,793,793
60707,P12_046N,Female,70 to 74 years,1030,1030
60707,P12_047N,Female,75 to 79 years,698,698
60707,P12_048N,Female,80 to 84 years,502,502
60707,P12_049N,Female,85 years and over,519,519
60712,P12_003N,Male,Under 5 years,310,310
60712,P12_004N,Male,5 to 9 years,374,374
60712,P12_005N,Male,10 to 14 years,449,449
60712,P12_006N,Male,15 to 17 years,279,279
60712,P12_007N,Male,18 and 19 years,163,163
60712,P12_008N,Male,20 years,74,74
60712,P12_009N,Male,21 years,75,75
60712,P12_010N,Male,22 to 24 years,234,234
60712,P12_011N,Male,25 to 29 years,319,319
60712,P12_012N,Male,30 to 34 years,315,315
60712,P12_013N,Male,35 to 39 years,343,343
60712,P12_014N,Male,40 to 44 years,351,351
60712,P12_015N,Male,45 to 49 years,377,377
60712,P12_016N,Male,50 to 54 years,354,354
60712,P12_017N,Male,55 to 59 years,383,383
60712,P12_018N,Male,60 and 61 years,183,183
60712,P12_019N,Male,62 to 64 years,255,255
60712,P12_020N,Male,65 and 66 years,176,176
60712,P12_021N,Male,67 to 69 years,255,255
60712,P12_022N,Male,70 to 74 years,373,373
60712,P12_023N,Male,75 to 79 years,276,276
60712,P12_024N,Male,80 to 84 years,215,215
60712,P12_025N,Male,85 years and over,319,319
60712,P12_027N,Female,Under 5 years,296,296
60712,P12_028N,Female,5 to 9 years,368,368
60712,P12_029N,Female,10 to 14 years,410,410
60712,P12_030N,Female,15 to 17 years,241,241
60712,P12_031N,Female,18 and 19 years,147,147
60712,P12_032N,Female,20 years,77,77
60712,P12_033N,Female,21 years,68,68
60712,P12_034N,Female,22 to 24 years,249,249
60712,P12_035N,Female,25 to 29 years,315,315
60712,P12_036N,Female,30 to 34 years,302,302
60712,P12_037N,Female,35 to 39 years,380,380
60712,P12_038N,Female,40 to 44 years,390,390
60712,P12_039N,Female,45 to 49 years,398,398
60712,P12_040N,Female,50 to 54 years,409,409
60712,P12_041N,Female,55 to 59 years,464,464
60712,P12_042N,Female,60 and 61 years,197,197
60712,P12_043N,Female,62 to 64 years,293,293
60712,P12_044N,Female,65 and 66 years,194,194
60712,P12_045N,Female,67 to 69 years,307,307
60712,P12_046N,Female,70 to 74 years,401,401
60712,P12_047N,Female,75 to 79 years,316,316
60712,P12_048N,Female,80 to 84 years,309,309
60712,P12_049N,Female,85 years and over,480,480
60714,P12_003N,Male,Under 5 years,665,665
60714,P12_004N,Male,5 to 9 years,740,740
60714,P12_005N,Male,10 to 14 years,771,771
60714,P12_006N,Male,15 to 17 years,460,460
60714,P12_007N,Male,18 and 19 years,275,275
60714,P12_008N,Male,20 years,147,147
60714,P12_009N,Male,21 years,164,164
60714,P12_010N,Male,22 to 24 years,477,477
60714,P12_011N,Male,25 to 29 years,801,801
60714,P12_012N,Male,30 to 34 years,891,891
60714,P12_013N,Male,35 to 39 years,863,863
60714,P12_014N,Male,40 to 44 years,875,875
60714,P12_015N,Male,45 to 49 years,927,927
60714,P12_016N,Male,50 to 54 years,891,891
60714,P12_017N,Male,55 to 59 years,1143,1143
60714,P12_018N,Male,60 and 61 years,463,463
60714,P12_019N,Male,62 to 64 years,689,689
60714,P12_020N,Male,65 and 66 years,428,428
60714,P12_021N,Male,67 to 69 years,567,567
60714,P12_022N,Male,70 to 74 years,856,856
60714,P12_023N,Male,75 to 79 years,547,547
60714,P12_024N,Male,80 to 84 years,506,506
60714,P12_025N,Male,85 years and over,547,547
60714,P12_027N,Female,Under 5 years,660,660
60714,P12_028N,Female,5 to 9 years,708,708
60714,P12_029N,Female,10 to 14 years,738,738
60714,P12_030N,Female,15 to 17 years,429,429
60714,P12_031N,Female,18 and 19 years,300,300
60714,P12_032N,Female,20 years,155,155
60714,P12_033N,Female,21 years,155,155
60714,P12_034N,Female,22 to 24 years,438,438
60714,P12_035N,Female,25 to 29 years,752,752
60714,P12_036N,Female,30 to 34 years,821,821
60714,P12_037N,Female,35 to 39 years,928,928
60714,P12_038N,Female,40 to 44 years,893,893
60714,P12_039N,Female,45 to 49 years,918,918
60714,P12_040N,Female,50 to 54 years,1045,1045
60714,P12_041N,Female,55 to 59 years,1191,1191
60714,P12_042N,Female,60 and 61 years,484,484
60714,P12_043N,Female,62 to 64 years,739,739
60714,P12_044N,Female,65 and 66 years,440,440
60714,P12_045N,Female,67 to 69 years,690,690
60714,P12_046N,Female,70 to 74 years,1020,1020
60714,P12_047N,Female,75 to 79 years,848,848
60714,P12_048N,Female,80 to 84 years,752,752
60714,P12_049N,Female,85 years and over,1209,1209
60803,P12_003N,Male,Under 5 years,570,570
60803,P12_004N,Male,5 to 9 years,640,640
60803,P12_005N,Male,10 to 14 years,742,742
60803,P12_006N,Male,15 to 17 years,417,417
60803,P12_007N,Male,18 and 19 years,266,266
60803,P12_008N,Male,20 years,131,131
60803,P12_009N,Male,21 years,142,142
60803,P12_010N,Male,22 to 24 years,374,374
60803,P12_011N,Male,25 to 29 years,766,766
60803,P12_012N,Male,30 to 34 years,776,776
60803,P12_013N,Male,35 to 39 years,771,771
60803,P12_014N,Male,40 to 44 years,717,717
60803,P12_015N,Male,45 to 49 years,657,657
60803,P12_016N,Male,50 to 54 years,655,655
60803,P12_017N,Male,55 to 59 years,737,737
60803,P12_018N,Male,60 and 61 years,310,310
60803,P12_019N,Male,62 to 64 years,416,416
60803,P12_020N,Male,65 and 66 years,262,262
60803,P12_021N,Male,67 to 69 years,307,307
60803,P12_022N,Male,70 to 74 years,389,389
60803,P12_023N,Male,75 to 79 years,253,253
60803,P12_024N,Male,80 to 84 years,154,154
60803,P12_025N,Male,85 years and over,124,124
60803,P12_027N,Female,Under 5 years,589,589
60803,P12_028N,Female,5 to 9 years,661,661
60803,P12_029N,Female,10 to 14 years,725,725
60803,P12_030N,Female,15 to 17 years,414,414
60803,P12_031N,Female,18 and 19 years,205,205
60803,P12_032N,Female,20 years,135,135
60803,P12_033N,Female,21 years,134,134
60803,P12_034N,Female,22 to 24 years,390,390
60803,P12_035N,Female,25 to 29 years,813,813
60803,P12_036N,Female,30 to 34 years,797,797
